member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
141,КАХМАНН,XMRWLDTIPODK,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,9,,0.0,0.0,
144,НЕЛСОН,QQIRBKXUDRGFFE,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,2,266.0,0.0,0.0,
173,КВИНТ,ТЗРИЦЗЖИКБЛСКИЙ,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,4,,0.0,0.0,
362,ХАВЬЕР,UYBKWKSCILTXHV,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,4,,0.0,0.0,
487,СТЕЙН,VIXNOCBBHVCYJ,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,2,345.0,0.0,0.0,
498,Дорр,SSIVAJKALYAR,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,2,,0.0,0.0,
524,Дорр,XHDBNNBCJTCSSH,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,6,,0.0,0.0,
787,Уходи.,LBWJTHPBKHEBPS,, , ,,,,,,1999-10-13T10:41:42,2000-10-12T10:41:42,7,,0.0,0.0,
1084,РЬЯН,ЯКСИНКЛРСУПИЯ,, , ,,,,,,1999-10-13T10:41:46,2000-10-12T10:41:46,4,,0.0,0.0,
1093,И ЛЮДЬМОЙ,ПТОК,, , ,,,,,,1999-10-13T10:41:46,2000-10-12T10:41:46,5,,0.0,0.0,
1270,VANN,VDUXZTTGYGCDDE,, , ,,,,,,1999-10-13T10:41:48,2000-10-12T10:41:48,2,,0.0,0.0,
1299,ДОЛЖНА,THKAAHPATDGXGE,, , ,,,,,,1999-10-13T10:41:48,2000-10-12T10:41:48,5,,0.0,0.0,
1325,ДОЛЖНА,EBLZRBWDOXWPJC,, , ,,,,,,1999-10-13T10:41:49,2000-10-12T10:41:49,6,460.0,0.0,0.0,
1343,КВИНТ,УМВФЙТЖУЭП,, , ,,,,,,1999-10-13T10:41:49,2000-10-12T10:41:49,4,,0.0,0.0,
1415,КАХМАНН,ZZGDLSCXHTQPGB,, , ,,,,,,1999-10-13T10:41:50,2000-10-12T10:41:50,8,,0.0,0.0,
1424,ТОЛСКИЙ,GSZCIPOJBNBBRG,, , ,,,,,,1999-10-13T10:41:50,2000-10-12T10:41:50,7,,0.0,0.0,
1647,ИНФАНТЕ,FUQCIDOWFB,, , ,,,,,,1999-10-13T10:41:53,2000-10-12T10:41:53,8,,0.0,0.0,
1688,ХАВЬЕР,TIBFPTBGKJH,, , ,,,,,,1999-10-13T10:41:53,2000-10-12T10:41:53,2,,0.0,0.0,
1704,НЕЛСОН,ВНУТРЕННИЙ СВЯЗЬ,, , ,,,,,,1999-10-13T10:41:54,2000-10-12T10:41:54,6,,0.0,0.0,
1763,ЮНАКЛЕТ,РЕКСКПУНПИХНИК,, , ,,,,,,1999-10-13T10:41:54,2000-10-12T10:41:54,5,,0.0,0.0,
1775,Уходи.,JGUBKMFJRONEP,, , ,,,,,,1999-10-13T10:41:55,2000-10-12T10:41:55,7,,0.0,0.0,
1826,ФЛОРИНИ,ELEYWTDSBTWYTL,, , ,,,,,,1999-10-13T10:41:55,2000-10-12T10:41:55,5,,0.0,0.0,
