member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
141,KAHRMANN,XMRWLDCTIPOUDK,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,9,,0.0,0.0,
144,NELSON,QQIRBKXUDRGFFE,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,2,266.0,0.0,0.0,
173,QUINT,TSZRJSZJUQBLCY,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,4,,0.0,0.0,
362,XAVIER,UYBKWKSCILTXHV,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,4,,0.0,0.0,
487,STEIN,VIXNOCBXBHVCYJ,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,2,345.0,0.0,0.0,
498,DORR,SSIVAJKALYR,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,2,,0.0,0.0,
524,DORR,XHDBNNBCJTCSSH,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,6,,0.0,0.0,
787,GOHAN,LBWJTHPBKHEBPS,, , ,,,,,,1999-10-13T10:41:42,2000-10-12T10:41:42,7,,0.0,0.0,
1084,RYAN,JXICNHQLRSUPYY,, , ,,,,,,1999-10-13T10:41:46,2000-10-12T10:41:46,4,,0.0,0.0,
1093,ANDERSON,PTEOKU,, , ,,,,,,1999-10-13T10:41:46,2000-10-12T10:41:46,5,,0.0,0.0,
1270,VANN,VDUXZTTGYGCDDE,, , ,,,,,,1999-10-13T10:41:48,2000-10-12T10:41:48,2,,0.0,0.0,
1299,YEONG,THKAAHPATDGXGE,, , ,,,,,,1999-10-13T10:41:48,2000-10-12T10:41:48,5,,0.0,0.0,
1325,YEONG,EBLZRBWDOXWPJC,, , ,,,,,,1999-10-13T10:41:49,2000-10-12T10:41:49,6,460.0,0.0,0.0,
1343,QUINT,UIMFHYYTGVUEPE,, , ,,,,,,1999-10-13T10:41:49,2000-10-12T10:41:49,4,,0.0,0.0,
1415,KAHRMANN,ZZGDLSCXHTQPGB,, , ,,,,,,1999-10-13T10:41:50,2000-10-12T10:41:50,8,,0.0,0.0,
1424,TOLSKY,GSZCIPOJBNCBRG,, , ,,,,,,1999-10-13T10:41:50,2000-10-12T10:41:50,7,,0.0,0.0,
1647,INFANTE,FUQCIDOWFB,, , ,,,,,,1999-10-13T10:41:53,2000-10-12T10:41:53,8,,0.0,0.0,
1688,XAVIER,TIBFPTBPGKJH,, , ,,,,,,1999-10-13T10:41:53,2000-10-12T10:41:53,2,,0.0,0.0,
1704,NELSON,INKT,, , ,,,,,,1999-10-13T10:41:54,2000-10-12T10:41:54,6,,0.0,0.0,
1763,UNAKLET,RXCPUNPYCHNIKD,, , ,,,,,,1999-10-13T10:41:54,2000-10-12T10:41:54,5,,0.0,0.0,
1775,GOHAN,JGUBKMFJRHONEP,, , ,,,,,,1999-10-13T10:41:55,2000-10-12T10:41:55,7,,0.0,0.0,
1826,FLORINI,ELEYWTDSBTWYTL,, , ,,,,,,1999-10-13T10:41:55,2000-10-12T10:41:55,5,,0.0,0.0,
1900,BARR,WKSPW,, , ,,,,,,1999-10-13T10:41:56,2000-10-12T10:41:56,6,,0.0,0.0,
2053,YEONG,UTNQCZG,, , ,,,,,,1999-10-13T10:41:58,2000-10-12T10:41:58,5,,0.0,0.0,
2066,LING,NIE,, , ,,,,,,1999-10-13T10:41:58,2000-10-12T10:41:58,7,,0.0,0.0,
2078,XAVIER,QJYLVSPMURGEOF,, , ,,,,,,1999-10-13T10:41:58,2000-10-12T10:41:58,5,,0.0,0.0,
2085,EFLIN,FRUYWFKNTUZRGO,, , ,,,,,,1999-10-13T10:41:59,2000-10-12T10:41:59,5,,0.0,0.0,
2117,KAHRMANN,ICODPZWD,, , ,,,,,,1999-10-13T10:41:59,2000-10-12T10:41:59,8,,0.0,0.0,
2232,VANN,EJWQDYLLVVKXWQ,, , ,,,,,,1999-10-13T10:42:00,2000-10-12T10:42:00,6,,0.0,0.0,
2269,GOHAN,OWZUNNP,, , ,,,,,,1999-10-13T10:42:01,2000-10-12T10:42:01,3,,0.0,0.0,
2341,ANDERSON,VLFT,, , ,,,,,,1999-10-13T10:42:02,2000-10-12T10:42:02,5,,0.0,0.0,
2368,BARR,ODYKGJJHICVDL,, , ,,,,,,1999-10-13T10:42:02,2000-10-12T10:42:02,2,,0.0,0.0,
2485,OLPHANT,LJPRRJDBDLX,, , ,,,,,,1999-10-13T10:42:04,2000-10-12T10:42:04,5,,0.0,0.0,
2565,QUINT,QFOHTFHSMDTPKK,, , ,,,,,,1999-10-13T10:42:05,2000-10-12T10:42:05,5,,0.0,0.0,
2663,KAHRMANN,HMPNPUIJLLDEHP,, , ,,,,,,1999-10-13T10:42:06,2000-10-12T10:42:06,6,,0.0,0.0,
2796,NELSON,RAMBHTALQEMDPF,, , ,,,,,,1999-10-13T10:42:07,2000-10-12T10:42:07,7,,0.0,0.0,
2884,XAVIER,RKEYSLQMXFXGDL,, , ,,,,,,1999-10-13T10:42:08,2000-10-12T10:42:08,5,,0.0,0.0,
2986,VANN,ZRHBGII,, , ,,,,,,1999-10-13T10:42:10,2000-10-12T10:42:10,2,,0.0,0.0,
3189,QUINT,RVKNLTTPGF,, , ,,,,,,1999-10-13T10:42:12,2000-10-12T10:42:12,5,,0.0,0.0,
3274,XAVIER,REHEYH,, , ,,,,,,1999-10-13T10:42:13,2000-10-12T10:42:13,6,,0.0,0.0,
3319,QUINT,JPKRRQSUCZXTDT,, , ,,,,,,1999-10-13T10:42:14,2000-10-12T10:42:14,8,,0.0,0.0,
3520,JONES,VLVCXPCIKLNX,, , ,,,,,,1999-10-13T10:42:17,2000-10-12T10:42:17,8,431.0,0.0,0.0,
3577,OLPHANT,QMYBQEFKGAGOKT,, , ,,,,,,1999-10-13T10:42:17,2000-10-12T10:42:17,2,,0.0,0.0,
3652,LING,YUIPNTIZWBUGPF,, , ,,,,,,1999-10-13T10:42:18,2000-10-12T10:42:18,5,,0.0,0.0,
3851,CHEN,ZYOOLQKHJE,, , ,,,,,,1999-10-13T10:42:21,2000-10-12T10:42:21,2,,0.0,0.0,
3895,UNAKLET,YMLXWJERXDMMGW,, , ,,,,,,1999-10-13T10:42:21,2000-10-12T10:42:21,7,,0.0,0.0,
4100,RYAN,FDPMFBGQYQTEXH,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,,0.0,0.0,
4101,STEIN,PMOVYXCNYWWOTN,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,,0.0,0.0,
4106,XAVIER,ZTDRMICF,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,,0.0,0.0,
4114,FLORINI,SSILJWVBKXQSKT,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,,0.0,0.0,
4118,JONES,NWGUMXWETJPPSN,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,,0.0,0.0,
4120,LING,XRQZVOOBLXSNJD,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,,0.0,0.0,
4121,MAKAI,MSHCOGGCNDIZUH,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,444.0,0.0,0.0,
4126,RYAN,TEOMJHMVEZFAVK,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,,0.0,0.0,
4389,UNAKLET,KKKWGQPDDIIENU,, , ,,,,,,1999-10-13T10:42:28,2000-10-12T10:42:28,2,,0.0,0.0,
4456,JONES,GYBYTTF,, , ,,,,,,1999-10-13T10:42:28,2000-10-12T10:42:28,8,,0.0,0.0,
5195,UNAKLET,NONSCGN,, , ,,,,,,1999-10-13T10:42:37,2000-10-12T10:42:37,8,,0.0,0.0,
5217,QUINT,SKMRUSXZXLOOIV,, , ,,,,,,1999-10-13T10:42:38,2000-10-12T10:42:38,3,,0.0,0.0,
5243,QUINT,MMMVPJCWPWGOEF,, , ,,,,,,1999-10-13T10:42:38,2000-10-12T10:42:38,9,,0.0,0.0,
5259,GOHAN,OQXHVGPYGU,, , ,,,,,,1999-10-13T10:42:38,2000-10-12T10:42:38,5,,0.0,0.0,
5404,VANN,UPJBQOGIGG,, , ,,,,,,1999-10-13T10:42:40,2000-10-12T10:42:40,4,,0.0,0.0,
5407,YEONG,IGPKPOMV,, , ,,,,,,1999-10-13T10:42:40,2000-10-12T10:42:40,9,,0.0,0.0,
5427,STEIN,KPVJVUGQ,, , ,,,,,,1999-10-13T10:42:40,2000-10-12T10:42:40,2,,0.0,0.0,
