member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
80,БАРР,ZQCIRCMCHSLQ,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,7,,0.0,0.0,
83,ЭФЛИН,IQDIKNSHC,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,5,,0.0,0.0,
84,ФЛОРИНИ,QGMC,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,2,,0.0,0.0,
98,ТОЛСКИЙ,HVKNRYAU,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,2,,0.0,0.0,
104,ЖУККЕР,ГОЛОСОВАНИЕ,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,5,,0.0,0.0,
110,ФЛОРИНИ,EJMKQQNFWCQLV,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,2,,0.0,0.0,
129,ДОЛЖНА,КИБИЙСКИЙ ОКРУГ ВЛИЯНИЯ,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,7,,0.0,0.0,
139,ИНФАНТЕ,LXRIOIGLSGKL,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,6,449.0,0.0,0.0,
150,ТОЛСКИЙ,ELPDJXMEVLJZKJ,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,8,,0.0,0.0,
158,БАРР,RPFXCNXDSMCDNX,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,9,,0.0,0.0,
171,ПОЛИТИЧЕСКИЙ,ЮУР,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,8,,0.0,0.0,
191,ИНФАНТЕ,УИДУМГХЕКСЕО,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,7,,0.0,0.0,
209,И ЛЮДЬМОЙ,GWTMYQIFGNSHLW,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,3,,0.0,0.0,
211,ЧЭН,JFEFDTJPGXRTOT,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,7,,0.0,0.0,
