emp_id,fname,minit,lname,job_id,job_lvl,pub_id,hire_date
PHF38899M,Питер,Хай,Франкен,10,75,877,1992-05-17 00:00:00
A-R89858F,Анна,,Рулет,6,152,9999,1990-02-21 00:00:00
JYL26161F,Джанин,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Лабрун,5,172,9901,1991-05-26 00:00:00
ARD36773F,Анеляба,r,Доминик,8,100,877,1993-01-27 00:00:00
M-P91209M,Мануэль,,Перейра,8,101,9999,1989-01-09 00:00:00
R-M53550M,Родоль,,Мендель,11,150,736,1991-09-05 00:00:00
A-C71970F,Ария,,Крус,10,87,1389,1991-10-26 00:00:00
TPO55093M,Тимоти,П,О'Рурк,13,100,736,1988-06-19 00:00:00
SKO22412M,Свен,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время дня и ночи. Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",Оттлеб,5,150,1389,1991-04-05 00:00:00
MGK44605M,Мати,"Доброго дня! Я готов допомогти вам із перекладом. Надішліть мені текст, який потрібно перекласти, і я надам точний та якісний переклад російською мовою.",Карттунен,6,220,736,1994-05-01 00:00:00
PSP68661F,Паула,"Здравствуйте! Я профессионал в переводе и с радостью помогу вам перевести ваш текст на русский язык. Пожалуйста, предоставьте мне текст, который вы хотите перевести.",Паранте,8,125,1389,1994-01-19 00:00:00
PSA89086M,Педро,"Здравствуйте! Я профессионал в переводе и с радостью помогу вам перевести ваш текст на русский язык. Пожалуйста, предоставьте мне текст, который вы хотите перевести.",Афонсо,14,89,1389,1990-12-24T00:00:00
CFH28514M,Карлоса,"Добро пожаловать в Coral, ваш надежный помощник для перевода текста с английского на русский язык. Я всегда готов помочь вам в любое время. Просто напишите текст, который нужно перевести, и я предоставлю точный и естественный перевод. Если у вас есть какие-либо вопросы или особые требования к переводу, не стесняйтесь обращаться ко мне за помощью.",Гернандес,5,211,9999,1989-04-21 00:00:00
MAP77183M,Мигель,А,Паolino,11,112,1389,1992-12-07 00:00:00
MMS49649F,Мэри,М,Савелей,8,175,736,1993-06-29 00:00:00
AMD15433F,Анна,М,Девон,3,200,9952,1991-07-16 00:00:00
PDI47470M,Пале,Д,Ибсен,7,195,736,1993-05-09 00:00:00
PXH22250M,Павел,X,Анриот,5,159,877,1993-08-19 00:00:00
DBT39435M,Даниэль,A,Тонини,11,75,877,1990-01-01 00:00:00
L-B31947F,Лесли,,бурый,7,120,877,13.02.1991 г.
POK93028M,Пиркко,О,Коскитало,10,80,9999,1993-11-29 00:00:00
MJP25939M,Мэри,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Понтес,5,246,1756,1989-03-01 00:00:00
F-C16315M,Франсиско,,Чанг,4,227,9952,1990-11-03 00:00:00
VPA30890F,Виктория,П,Ашворث,6,140,877,1990-09-13 00:00:00
CGS88322F,Карине,"Доброго дня! Я готов допомогти вам із перекладом. Надішліть мені текст, який потрібно перекласти, і я надам точний та якісний переклад російською мовою.",Шмитт,13,64,1389,1992-07-07 00:00:00
HAS54740M,Говард,А,Снидер,12,100,736,1988-11-19 00:00:00
ENL44273F,Элизабет,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Линкольн,14,35,877,1990-07-24 00:00:00
KFJ64308F,Карин,"Добро пожаловать в Coral, ваш надежный помощник для перевода текста с английского на русский язык. Я всегда готов помочь вам в любое время. Просто напишите текст, который нужно перевести, и я предоставлю точный и естественный перевод. Если у вас есть какие-либо вопросы или особые требования к переводу, не стесняйтесь обращаться ко мне за помощью.",Иозефы,14,100,736,1992-10-17 00:00:00
H-B39728F,Хелен,,Бэннет,12,35,877,1989-09-21 00:00:00
Y-L77953M,Йоси,,Латимер,12,32,1389,1989-06-11 00:00:00
PMA42628M,Па́вло,М,Аккорти,13,35,877,1992-08-27 00:00:00
PTC11962M,Филип,"I'm sorry, but I don't see any text to translate. Please provide the English text that you would like me to translate into Russian.",Крамера,2,215,9952,1989-11-11 00:00:00
M-L67958F,Мэри,,Ларссон,7,135,1389,1992-03-27 00:00:00
PCM98509F,Пэтрисия,C,Макенна,11,150,9999,1989-08-01 00:00:00
MFS52347M,Мартин,"Добро пожаловать в Coral, ваш надежный помощник для перевода текста с английского на русский язык. Я всегда готов помочь вам в любое время. Просто напишите текст, который нужно перевести, и я предоставлю точный и естественный перевод. Если у вас есть какие-либо вопросы или особые требования к переводу, не стесняйтесь обращаться ко мне за помощью.",Солнце,10,165,736,1990-04-13 00:00:00
DWR65030M,Диего,"Добро пожаловать в Киберион! Я ваш личный помощник, готовый помочь с любыми задачами, связанными с переводом и обработкой текста. Пожалуйста, сообщите мне текст, который вы хотите перевести, и укажите язык, на который необходимо выполнить перевод. Я сделаю все возможное, чтобы обеспечить точный и качественный перевод.",Роэль,6,192,1389,1991-12-16 00:00:00
M-R38834F,Мартин,,Рэнс,9,75,877,1992-02-05 00:00:00
RBM23061F,Рита,A,Мюллер,5,198,1622,1993-10-09 00:00:00
MAS70474F,Маргарет,А,Смит,9,78,1389,1988-09-29 00:00:00
