address_id,address,address2,district,city_id,postal_code,phone,last_update
2,28 Бульвар MySQL,,QLD,576,,,2006-02-15T03:45:30
3,23 &lt; &lt; Лейн &gt; &gt;,,Альберта,300,,14033335568.0,2006-02-15T03:45:30
13,613 &lt; &lt; Королев Драйв &gt; &gt;,,Маскат,329,45844.0,380657522649.0,2006-02-15T03:45:30
17,270 Amroha Parkway,,Османийе,384,29610.0,695479687538.0,2006-02-15T03:45:30
20,360 Тулуза Парквей,,Англия,495,54308.0,949312333307.0,2006-02-15T03:45:30
23,1417 Ланкастер Авеню,,Северный мыс,267,72192.0,272572357893.0,2006-02-15T03:45:30
27,1780 Бульвар &lt; &lt; Хино &gt; &gt;,,Липеджа,303,7716.0,902731229323.0,2006-02-15T03:45:30
34,1668 улица Анполис,,Тайбэй,316,50199.0,525255540978.0,2006-02-15T03:45:30
42,269 Cam Ranh Parkway,,Кишинев,115,34689.0,489783829737.0,2006-02-15T03:45:30
58,1964 год Улица Аллаппуджа (Аллеппи),,Ямагути,227,48980.0,920811325222.0,2006-02-15T03:45:30
59,1697 Кулун и Нью-Коулун-Луп,,Москова,49,57807.0,499352017190.0,2006-02-15T03:45:30
67,1214 Ханойский путь,,Небраска,306,67055.0,491001136577.0,2006-02-15T03:45:30
72,57 Арлингтонское поместье,,Мадхья Прадеш,475,48960.0,990214419142.0,2006-02-15T03:45:30
74,1124 Buenaventura Drive,,Мекка,13,6856.0,407733804223.0,2006-02-15T03:45:30
76,89 Allappuzha (Alleppey),,Национальный капитальный резерв,517,75444.0,255800440636.0,2006-02-15T03:45:30
86,927 Бехаист Бланка Парквей,,Крим,479,9495.0,821972242086.0,2006-02-15T03:45:30
99,1697 Танауан Лейн,,Пенджаб,399,22870.0,4764773857.0,2006-02-15T03:45:30
100,1308 Путь Аресибо,,Грузия,41,30695.0,6171054059.0,2006-02-15T03:45:30
119,1107 Накхон Саван Авеню,,Мксико,365,75149.0,867546627903.0,2006-02-15T03:45:30
