emp_id,fname,minit,lname,job_id,job_lvl,pub_id,hire_date
TPO55093M,Тимоти,П,О'Рурк,13,100,736,1988-06-19
CGS88322F,Карине,"Добро пожаловать в Coral! Я готов помочь с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",Шмитт,13,64,1389,1992-07-07 00:00:00
CFH28514M,Карлос,F,Эрнандес,5,211,9999,21.04.1989 г.
PMA42628M,Павел,М,Аккорти,13,35,877,1992-08-27 00:00:00
RBM23061F,Рита,Привет! Как твои дела?,Мюллер,5,198,1622,1993-10-09 00:00:00
F-C16315M,Франсисо,,Чанг,4,227,9952,1990-11-03 00:00:00
M-P91209M,Мануэль,,Перейра,8,101,9999,1989-01-09 00:00:00
POK93028M,Пиркико,О,Коскитало,10,80,9999,1993-11-29 00:00:00
A-C71970F,Ария,,Крус,10,87,1389,1991-10-26 00:00:00
GHT50241M,Гэри,Х,Томас,9,170,736,1988-08-09 00:00:00
KFJ64308F,Карин,F,Ио́сиф,14,100,736,1992-10-17 00:00:00
ARD36773F,Анельба,Р,Домингуш,8,100,877,1993-01-27 00:00:00
PXH22250M,Павел,X,Анрио,5,159,877,19 сентября 1993 года
Y-L77953M,Йоси,,Лэтимер,12,32,1389,11.06.1989 г.
HAN90777M,Гельветий,А,Наги,7,120,9999,1993-03-19 00:00:00
R-M53550M,Роланд,,Мендель,11,150,736,1991-09-05 00:00:00
MAP77183M,Мигель,А,Паolino,11,112,1389,1992-12-07 00:00:00
M-L67958F,Мэри,,Ларссон,7,135,1389,1992-03-27 00:00:00
PHF38899M,Питер,Х,Франкен,10,75,877,1992-05-17 00:00:00
KJJ92907F,Карла,Здравствуйте! Как я могу вам помочь?,Яблоновский,9,170,9999,11.03.1994 г.
PCM98509F,Патриция,"Здравствуйте! Я профессионал в области перевода с английского на русский язык и всегда к вашим услугам. Пожалуйста, предоставьте текст, который необходимо перевести, и я сделаю это с максимальной точностью и вниманием к деталям.",Маккенна,11,150,9999,1989-08-01 00:00:00
ENL44273F,Элизабет,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Линкольн,14,35,877,1990-07-24 00:00:00
M-R38834F,Мартин,,Ранс,9,75,877,1992-02-05 00:00:00
VPA30890F,Виктория,П,Ашворт,6,140,877,1990-09-13 00:00:00
DWR65030M,Диего,"Добро пожаловать в чат-бота для перевода! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",Роэль,6,192,1389,1991-12-16 00:00:00
MAS70474F,Маргарет,А,Смит,9,78,1389,1988-09-29 00:00:00
AMD15433F,Анна,М,Дэвен,3,200,9952,1991-07-16 00:00:00
A-R89858F,Аннетт,,Роллет,6,152,9999,1990-02-21 00:00:00
PSP68661F,Паула,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Паранте,8,125,1389,1994-01-19 00:00:00
MGK44605M,Матти,"Добро пожаловать в Coral! Я готов помочь с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",Карттунен,6,220,736,1994-05-01 00:00:00
SKO22412M,Свен,К,Отьольд,5,150,1389,1991-04-05 00:00:00
JYL26161F,Джинне,да,Лабрун,5,172,9901,1991-05-26 00:00:00
MJP25939M,Мэри,Здравствуйте! Как я могу вам помочь?,Понтес,5,246,1756,1989-03-01 00:00:00
MMS49649F,Мэри,М,Сэйли,8,175,736,1993-06-29 00:00:00
HAS54740M,Ховард,А,Снидер,12,100,736,1988-11-19
LAL21447M,Лоуренс,А,Лебиган,5,175,736,1990-06-03 00:00:00
H-B39728F,Хелен,,Бэнетт,12,35,877,1989-09-21
PDI47470M,Пале,Д,Ибсен,7,195,736,1993-05-09 00:00:00
PSA89086M,Педро,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Афонсо,14,89,1389,1990-12-24 00:00:00
PTC11962M,Филип,Т,Крамер,2,215,9952,1989-11-11 00:00:00
L-B31947F,Лесли,,Брюн,7,120,877,1991-02-13 00:00:00
DBT39435M,Даниэль,Привет! Как твои дела?,Тонини,11,75,877,1990-01-01
MFS52347M,Мартин,F,Лето,10,165,736,1990-04-13 00:00:00
