address_id,address,address2,district,city_id,postal_code,phone,last_update
9,53 Idfu Parkway,,Nantou,361,42399,10655648674,2006-02-15T03:45:30
22,320 Brest Avenue,,Kaduna,252,43331,747791594069,2006-02-15T03:45:30
37,127 Purnea (Purnia) Manor,,Piemonte,17,79388,911872220378,2006-02-15T03:45:30
39,391 Callao Drive,,Midi-Pyrnes,544,34021,440512153169,2006-02-15T03:45:30
41,1440 Fukuyama Loop,,Henan,362,47929,912257250465,2006-02-15T03:45:30
74,1124 Buenaventura Drive,,Mekka,13,6856,407733804223,2006-02-15T03:45:30
98,152 Kitwe Parkway,,Caraga,82,53182,835433605312,2006-02-15T03:45:30
100,1308 Arecibo Way,,Georgia,41,30695,6171054059,2006-02-15T03:45:30
103,588 Vila Velha Manor,,Kyongsangbuk,268,51540,333339908719,2006-02-15T03:45:30
107,1177 Jelets Way,,Kwara & Kogi,220,3305,484292626944,2006-02-15T03:45:30
108,1386 Yangor Avenue,,Provence-Alpes-Cte,543,80720,449216226468,2006-02-15T03:45:30
112,1002 Ahmadnagar Manor,,Mxico,213,93026,371490777743,2006-02-15T03:45:30
118,442 Rae Bareli Place,,Nordrhein-Westfalen,148,24321,886636413768,2006-02-15T03:45:30
134,758 Junan Lane,,Gois,190,82639,935448624185,2006-02-15T03:45:30
148,1027 Songkhla Manor,,Minsk,340,30861,563660187896,2006-02-15T03:45:30
172,475 Atinsk Way,,Gansu,240,59571,201705577290,2006-02-15T03:45:30
187,1839 Szkesfehrvr Parkway,,Gois,317,55709,947468818183,2006-02-15T03:45:30
189,927 Barcelona Street,,Chaharmahal va Bakht,467,65121,951486492670,2006-02-15T03:45:30
201,817 Bradford Loop,,Jiangsu,109,89459,264286442804,2006-02-15T03:45:30
214,751 Lima Loop,,Aden,7,99405,756460337785,2006-02-15T03:45:30
216,660 Jedda Boulevard,,Washington,65,25053,168758068397,2006-02-15T03:45:30
226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235,73431,516331171356,2006-02-15T03:45:30
228,60 Poos de Caldas Street,,Rajasthan,243,82338,963063788669,2006-02-15T03:45:30
230,201 Effon-Alaiye Way,,Asuncin,37,64344,684192903087,2006-02-15T03:45:30
256,1497 Yuzhou Drive,,England,312,3433,246810237916,2006-02-15T03:45:30
258,752 Ondo Loop,,Miyazaki,338,32474,134673576619,2006-02-15T03:45:30
259,1338 Zalantun Lane,,Minas Gerais,413,45403,840522972766,2006-02-15T03:45:30
262,771 Yaound Manor,,Sofala,64,86768,245477603573,2006-02-15T03:45:30
319,1957 Yantai Lane,,So Paulo,490,59255,704948322302,2006-02-15T03:45:30
322,1359 Zhoushan Parkway,,Streymoyar,545,29763,46568045367,2006-02-15T03:45:30
325,1892 Nabereznyje Telny Lane,,Tutuila,516,28396,478229987054,2006-02-15T03:45:30
332,663 Baha Blanca Parkway,,Adana,5,33463,834418779292,2006-02-15T03:45:30
340,507 Smolensk Loop,,Sousse,492,22971,80303246192,2006-02-15T03:45:30
343,1443 Mardan Street,,Western Cape,392,31483,231383037471,2006-02-15T03:45:30
348,785 Vaduz Street,,Baja California,335,36170,895616862749,2006-02-15T03:45:30
349,1516 Escobar Drive,,Tongatapu,370,46069,64536069371,2006-02-15T03:45:30
350,1628 Nagareyama Lane,,Central,453,60079,20064292617,2006-02-15T03:45:30
381,1618 Olomouc Manor,,Kurgan,285,26385,96846695220,2006-02-15T03:45:30
393,717 Changzhou Lane,,Southern Tagalog,104,21615,426255288071,2006-02-15T03:45:30
407,1346 Mysore Drive,,Bretagne,92,61507,516647474029,2006-02-15T03:45:30
413,692 Amroha Drive,,Northern,230,35575,359478883004,2006-02-15T03:45:30
418,126 Acua Parkway,,West Bengali,71,58888,480039662421,2006-02-15T03:45:30
443,1836 Korla Parkway,,Copperbelt,272,55405,689681677428,2006-02-15T03:45:30
444,231 Kaliningrad Place,,Lombardia,70,57833,575081026569,2006-02-15T03:45:30
457,535 Ahmadnagar Manor,,Abu Dhabi,3,41136,985109775584,2006-02-15T03:45:30
458,138 Caracas Boulevard,,Zulia,326,16790,974433019532,2006-02-15T03:45:30
459,251 Florencia Drive,,Michoacn de Ocampo,556,16119,118011831565,2006-02-15T03:45:30
471,1322 Mosul Parkway,,Shandong,145,95400,268053970382,2006-02-15T03:45:30
503,1416 San Juan Bautista Tuxtepec Avenue,,Zufar,444,50592,144206758053,2006-02-15T03:45:30
513,758 Korolev Parkway,,Andhra Pradesh,568,75474,441628280920,2006-02-15T03:45:30
516,1574 Goinia Boulevard,,Heilongjiang,502,39529,59634255214,2006-02-15T03:45:30
523,608 Birgunj Parkway,,Taipei,116,400,627425618482,2006-02-15T03:45:30
528,1176 Southend-on-Sea Manor,,Southern Tagalog,458,81651,236679267178,2006-02-15T03:45:30
550,1715 Okayama Street,,So Paulo,485,55676,169352919175,2006-02-15T03:45:30
577,1501 Pangkal Pinang Avenue,,Mazowieckie,409,943,770864062795,2006-02-15T03:45:30
595,1074 Sanaa Parkway,,Loja,311,22474,154124128457,2006-02-15T03:45:30
602,1101 Bucuresti Boulevard,,West Greece,401,97661,199514580428,2006-02-15T03:45:30
