member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
46,TOLSKY,CUSKXHPBNEV,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,2,,0.0,0.0,
68,PAYNTER,OHYCJK,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,3,,0.0,0.0,
132,BARR,CDFIUHGYICIMQP,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,7,,0.0,0.0,
145,OLPHANT,RHZCCXEIQUF,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,3,,0.0,0.0,
911,ANDERSON,KERVFDMTWOYHEY,, , ,,,,,,1999-10-13T10:41:44,2000-10-12T10:41:44,9,,0.0,0.0,
925,OLPHANT,JUXYWDJFOJHFQI,, , ,,,,,,1999-10-13T10:41:44,2000-10-12T10:41:44,4,,0.0,0.0,
1123,EFLIN,JXZSYXPFYRCTDQ,, , ,,,,,,1999-10-13T10:41:46,2000-10-12T10:41:46,6,,0.0,0.0,
2637,KAHRMANN,KRPQFKPDKBUBKB,, , ,,,,,,1999-10-13T10:42:05,2000-10-12T10:42:05,3,,0.0,0.0,
2691,MAKAI,CQVHNLFBWTS,, , ,,,,,,1999-10-13T10:42:06,2000-10-12T10:42:06,8,,0.0,0.0,
3130,JONES,XEUIBIQITKSHMT,, , ,,,,,,1999-10-13T10:42:12,2000-10-12T10:42:12,7,,0.0,0.0,
3248,XAVIER,TSUXSIKUXBUKEK,, , ,,,,,,1999-10-13T10:42:13,2000-10-12T10:42:13,7,,0.0,0.0,
4105,WOLFMULE,MVXIUNLWHYVMDP,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,8,,0.0,0.0,
4330,NELSON,KJRKCYHOFNTCLU,, , ,,,,,,1999-10-13T10:42:27,2000-10-12T10:42:27,5,,0.0,0.0,
4428,HAHN,ODBEKNPFMVUUFG,, , ,,,,,,1999-10-13T10:42:28,2000-10-12T10:42:28,9,,0.0,0.0,
4512,NELSON,RBOQKYTB,, , ,,,,,,1999-10-13T10:42:29,2000-10-12T10:42:29,4,,0.0,0.0,
4583,GOHAN,UFLEWGJFSVMGUK,, , ,,,,,,1999-10-13T10:42:30,2000-10-12T10:42:30,9,,0.0,0.0,
4655,ANDERSON,CPGQHEYET,, , ,,,,,,1999-10-13T10:42:31,2000-10-12T10:42:31,5,260.0,0.0,0.0,
4670,PAYNTER,XVJXXV,, , ,,,,,,1999-10-13T10:42:31,2000-10-12T10:42:31,6,,0.0,0.0,
4898,JONES,MRGZA,, , ,,,,,,1999-10-13T10:42:34,2000-10-12T10:42:34,8,,0.0,0.0,
