member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
80,BARR,ZQCIRCMCHSLQ,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,7,,0.0,0.0,
83,EFLIN,IQDIJKSNSHC,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,5,,0.0,0.0,
84,FLORINI,QGMC,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,2,,0.0,0.0,
98,TOLSKY,HVKNRYAU,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,2,,0.0,0.0,
104,ZUCKER,HULP,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,5,,0.0,0.0,
110,FLORINI,EJMKQMQNFWCQLV,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,2,,0.0,0.0,
129,YEONG,CYBIQYOJWLFIH,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,7,,0.0,0.0,
139,INFANTE,LXRIOIGLSGKL,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,6,449.0,0.0,0.0,
150,TOLSKY,ELPDJXMEVLJZKJ,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,8,,0.0,0.0,
158,BARR,RPFXCNXDSMCDNX,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,9,,0.0,0.0,
171,OLPHANT,JUR,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,8,,0.0,0.0,
191,INFANTE,UIUDMGHXEEO,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,7,,0.0,0.0,
209,ANDERSON,GWTMYQIFGNSHLW,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,3,,0.0,0.0,
211,CHEN,JFEFDTJPGXRTOT,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,7,,0.0,0.0,
217,INFANTE,IXNAEXKHRSBHBX,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,9,,0.0,0.0,
219,KAHRMANN,MIJPZUHGCCNABD,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,3,,0.0,0.0,
224,PAYNTER,NVOJLGVERXECT,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,9,281.0,0.0,0.0,
228,TOLSKY,DDDDNFXZSRWUG,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,2,,0.0,0.0,
237,CHEN,BYIDSW,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,3,,0.0,0.0,
238,DORR,VDTOVFJNRKYCLA,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,5,,0.0,0.0,
243,INFANTE,IPIXFW,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,3,,0.0,0.0,
258,XAVIER,VKZEJQXGGPERFL,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,3,,0.0,0.0,
260,ZUCKER,IJBDEVXL,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,9,,0.0,0.0,
272,LING,GARXYOQ,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,9,258.0,0.0,0.0,
282,VANN,UOWUNXPMSFPDKA,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,4,,0.0,0.0,
287,ANDERSON,TQSBPEFZVYCEEY,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,5,,0.0,0.0,
292,FLORINI,TQJYECKZGJGBN,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,5,,0.0,0.0,
299,MAKAI,BYQNTFG,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,2,193.0,0.0,0.0,
301,OLPHANT,NGCMUKHZMQJVWJ,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,8,,0.0,0.0,
307,UNAKLET,GYIGAKEUVFBINT,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,9,288.0,0.0,0.0,
309,WOLFMULE,FILONSNXW,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,2,,0.0,0.0,
311,YEONG,IKQFZPJKPHGUDV,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,9,,0.0,0.0,
312,ZUCKER,KQCOIQPWN,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,7,,0.0,0.0,
316,DORR,FRMHIOGOFDRLJK,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,3,,0.0,0.0,
317,EFLIN,PKJBMXCSEDJYVW,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,7,,0.0,0.0,
318,FLORINI,LPOVPVDAXLWNUX,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,3,102.0,0.0,0.0,
319,GOHAN,PJEEUP,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,3,,0.0,0.0,
321,INFANTE,RJMTWVSYDVVVIT,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,4,,0.0,0.0,
