member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
1,И ЛЮДЬМОЙ,QDQJWEINMYHK,, , ,,,,,,1999-10-13T10:41:32,2000-10-12T10:41:32,8,,0.0,0.0,
5,ЭФЛИН,IHNTOYGVFXJHUX,, , ,,,,,,1999-10-13T10:41:32,2000-10-12T10:41:32,4,,0.0,0.0,
13,МАКАИ,ДНУККИМЛЬВИЯ,, , ,,,,,,1999-10-13T10:41:32,2000-10-12T10:41:32,2,,0.0,0.0,
52,ЖУККЕР,БРАЙ,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,6,,0.0,0.0,
55,ЧЭН,ПИО,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,8,,0.0,0.0,
59,Уходи.,ЙКФТПЕФА,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,9,,0.0,0.0,
64,ЛИНГ,ZDNX,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,7,,0.0,0.0,
75,ВОЛФФУЛ,BCOQYPQYGAWI,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,7,,0.0,0.0,
89,КАХМАНН,DQKGORWE,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,4,,0.0,0.0,
114,ДЖОНЫ,HHFSEQZLA,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,7,,0.0,0.0,
118,НЕЛСОН,TJGKJPTXLSMMENS,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,5,,0.0,0.0,
120,ПЛАНИРОВАНИЕ,ЭТОЮЩАЯ СВЯЗЬ,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,9,,0.0,0.0,
121,КВИНТ,ГОТБЖИЯ,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,9,,0.0,0.0,
129,ДОЛЖНА,КИБИЙСКИЙ ОКРУГ ВЛИЯНИЯ,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,7,,0.0,0.0,
131,И ЛЮДЬМОЙ,ДННВ,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,6,441.0,0.0,0.0,
143,МАКАИ,GIEBOBKLRDNDXU,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,2,459.0,0.0,0.0,
152,VANN,ZJRCMAB,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,4,,0.0,0.0,
185,ЧЭН,УИЙРОВХНТМЫ,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,6,,0.0,0.0,
194,ЛИНГ,СЕМИРЖИГИДСКИЙ,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,9,,0.0,0.0,
201,СТЕЙН,ЙЕРВКУЮЮОАБМТ,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,4,,0.0,0.0,
204,VANN,ВНУТРЕННИЕ ВЕЩЕСТВА,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,6,,0.0,0.0,
224,ПЛАНИРОВАНИЕ,NVOLGVERXECT,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,9,281.0,0.0,0.0,
227,СТЕЙН,ХМГХХКЛАВЫ,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,7,,0.0,0.0,
243,ИНФАНТЕ,IPIXFW,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,3,,0.0,0.0,
248,НЕЛСОН,ЮНКБССР,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,3,,0.0,0.0,
257,ВОЛФФУЛ,NLONLRQGRMCBC,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,2,,0.0,0.0,
270,ДЖОНЫ,БИМВАДСФАПУМ,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,6,,0.0,0.0,
281,ЮНАКЛЕТ,GHCBFGEMVUS,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,3,,0.0,0.0,
304,РЬЯН,HLDVOFCL,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,9,,0.0,0.0,
320,HAHN,АВОГУВКЕУД,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,9,,0.0,0.0,
321,ИНФАНТЕ,RJMTWVSYDVVVVIT,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,4,,0.0,0.0,
326,НЕЛСОН,ДОЛЖНОСТНЫЕ ЛИЦА,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,6,,0.0,0.0,
354,ПЛАНИРОВАНИЕ,КОЗАМИВЕ,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,9,,0.0,0.0,
359,ЮНАКЛЕТ,НАТО,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,5,,0.0,0.0,
369,ЭФЛИН,YIWPJKTUTFBBB,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,2,,0.0,0.0,
