actor_id,first_name,last_name,last_update
1,ПЕНЕЛОП,РУКОВОДСТВО,2006-02-15T03:34:33
2,НИК,ВАШЛБЕРГ,2006-02-15T03:34:33
6,БЕТТЕ,НИХОЛСОН,2006-02-15T03:34:33
9,ДЖО,СВАНК,2006-02-15T03:34:33
10,ХРИСТИАНСКИЙ,ТАБЛИЦА,2006-02-15T03:34:33
11,ЗЕРО,СРОКИ,2006-02-15T03:34:33
13,УМА,ПИТАНИЕ,2006-02-15T03:34:33
16,ФРЕД,КОЛИЧЕСТВО,2006-02-15T03:34:33
17,ПОМОЩЬ,ВОССТАНОВЛЕНИЕ,2006-02-15T03:34:33
20,ИЗЛОЖЕНИЕ,Трейси,2006-02-15T03:34:33
21,КИСТЕН,ПОЛОЖЕНИЕ,2006-02-15T03:34:33
22,ПЗВИС,MARX,2006-02-15T03:34:33
26,RIP,КРАФОРД,2006-02-15T03:34:33
28,ВУДЬЕ,Хозяин,2006-02-15T03:34:33
30,САНДРА,УПАКОВКА,2006-02-15T03:34:33
31,СЕССИЯ,СОБИЙСКИЙ,2006-02-15T03:34:33
33,МИЛЛА,УПАКОВКА,2006-02-15T03:34:33
35,СУДЬЯ,ГОРОД,2006-02-15T03:34:33
36,БЕРТ,ДУКАКИС,2006-02-15T03:34:33
39,ГОЛДИ,Брюс,2006-02-15T03:34:33
40,Джонни,СРОКИ,2006-02-15T03:34:33
42,ТОМ,МИРАНДА,2006-02-15T03:34:33
44,НИК,СТАЛОН,2006-02-15T03:34:33
45,РЕС,КИЛМЕР,2006-02-15T03:34:33
47,ЮЛИЯ,БАРРИМОР,2006-02-15T03:34:33
49,АННЕ,КРОНИН,2006-02-15T03:34:33
50,НАТАЛИЯ,ГОЛОСОВАНИЕ,2006-02-15T03:34:33
53,МЕНА,ТЕМПЛЕ,2006-02-15T03:34:33
59,ДУСТИН,ТОЛЬКО,2006-02-15T03:34:33
60,ХЕНРИ,БЕРРИ,2006-02-15T03:34:33
62,ДЖЕЙН,НЕСОН,2006-02-15T03:34:33
63,КАМЕРОН,ВРЕМЯ,2006-02-15T03:34:33
64,РЕЙ,ДЖОХАНСОН,2006-02-15T03:34:33
65,Анхела,ГУДСОН,2006-02-15T03:34:33
69,КЕННЕТ,ПОЛОЖЕНИЕ,2006-02-15T03:34:33
