member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
91,МАКАИ,YCLIimXFJGWLSX,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,7,,0.0,0.0,
114,ДЖОНЫ,HHFSEQZLA,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,7,,0.0,0.0,
140,ДЖОНЫ,KUNOPHKWYVFINE,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,3,,0.0,0.0,
150,ТОЛСКИЙ,ELPDJXMEVLJZKJ,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,8,,0.0,0.0,
313,И ЛЮДЬМОЙ,HVQZZHR,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,6,,0.0,0.0,
401,КАХМАНН,NMVVEUUOPXW,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,2,319.0,0.0,0.0,
424,HAHN,XGHJCSCYVBSFIF,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,3,,0.0,0.0,
456,НЕЛСОН,ЛЬЕЛУ,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,3,,0.0,0.0,
462,ТОЛСКИЙ,RGYGOSROFVX,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,4,,0.0,0.0,
480,ЛИНГ,IRSIIFSMLUROY,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,4,,0.0,0.0,
500,ФЛОРИНИ,NZXHFBRZOVDS,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,2,,0.0,0.0,
515,ЮНАКЛЕТ,ВЛРГКИАКОЕНРИЗ,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,2,,0.0,0.0,
538,РЬЯН,KEJC,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,8,,0.0,0.0,
556,ДЖОНЫ,MHTCDXJSRGGMGA,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,5,,0.0,0.0,
578,ФЛОРИНИ,NAEUXZQM,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,5,,0.0,0.0,
652,БАРР,VOSL,, , ,,,,,,1999-10-13T10:41:40,2000-10-12T10:41:40,8,370.0,0.0,0.0,
673,ВОЛФФУЛ,IDYXXLXXFMSЕМ,, , ,,,,,,1999-10-13T10:41:40,2000-10-12T10:41:40,9,188.0,0.0,0.0,
699,ВОЛФФУЛ,FFTKMDNTR,, , ,,,,,,1999-10-13T10:41:41,2000-10-12T10:41:41,4,,0.0,0.0,
797,КВИНТ,UITFTRIMCJBM,, , ,,,,,,1999-10-13T10:41:42,2000-10-12T10:41:42,9,,0.0,0.0,
804,ХАВЬЕР,IWMWNDVAL,, , ,,,,,,1999-10-13T10:41:42,2000-10-12T10:41:42,2,,0.0,0.0,
815,ИНФАНТЕ,XNFOUXPOWW,, , ,,,,,,1999-10-13T10:41:42,2000-10-12T10:41:42,4,,0.0,0.0,
876,РЬЯН,РЕКССИЯ,, , ,,,,,,1999-10-13T10:41:43,2000-10-12T10:41:43,5,,0.0,0.0,
987,ДОЛЖНА,LRGJMOMORMIHTHDL,, , ,,,,,,1999-10-13T10:41:45,2000-10-12T10:41:45,3,,0.0,0.0,
1059,СТЕЙН,WFYPIBQYSCXX,, , ,,,,,,1999-10-13T10:41:45,2000-10-12T10:41:45,7,,0.0,0.0,
1172,БАРР,НИХРРЛГГЕВГ,, , ,,,,,,1999-10-13T10:41:47,2000-10-12T10:41:47,5,,0.0,0.0,
