member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
45,STEIN,BEWRUN,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,6,,0.0,0.0,
62,JONES,JKHWYUEOPCBHKN,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,9,,0.0,0.0,
146,PAYNTER,LMEVIKZTGJZRNC,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,2,,0.0,0.0,
174,RYAN,HZNKYYHUTD,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,7,337.0,0.0,0.0,
204,VANN,WNXTGHSU,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,6,,0.0,0.0,
386,VANN,FTLELQCOBYSEIS,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,9,,0.0,0.0,
448,FLORINI,QVJRJWWGTHRD,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,4,,0.0,0.0,
634,JONES,BWIUERLFXZYRP,, , ,,,,,,1999-10-13T10:41:40,2000-10-12T10:41:40,2,,0.0,0.0,
665,OLPHANT,BPEIKFUMSTKPNK,, , ,,,,,,1999-10-13T10:41:40,2000-10-12T10:41:40,6,,0.0,0.0,
932,VANN,ULPMYVCHBSDO,, , ,,,,,,1999-10-13T10:41:44,2000-10-12T10:41:44,3,,0.0,0.0,
970,HAHN,NINVFFLCUSUUTE,, , ,,,,,,1999-10-13T10:41:44,2000-10-12T10:41:44,7,,0.0,0.0,
1075,INFANTE,XHOGXCTI,, , ,,,,,,1999-10-13T10:41:46,2000-10-12T10:41:46,4,448.0,0.0,0.0,
1101,INFANTE,GGYQEWIU,, , ,,,,,,1999-10-13T10:41:46,2000-10-12T10:41:46,3,,0.0,0.0,
1287,MAKAI,UZFV,, , ,,,,,,1999-10-13T10:41:48,2000-10-12T10:41:48,9,254.0,0.0,0.0,
1446,PAYNTER,IKGVBCYHPQJPIP,, , ,,,,,,1999-10-13T10:41:50,2000-10-12T10:41:50,9,,0.0,0.0,
1482,ZUCKER,LVMMRLYCTOXYQZ,, , ,,,,,,1999-10-13T10:41:51,2000-10-12T10:41:51,7,,0.0,0.0,
1539,EFLIN,RHCRXFTPTNOQIQ,, , ,,,,,,1999-10-13T10:41:52,2000-10-12T10:41:52,3,,0.0,0.0,
1668,DORR,KKXEEPGUEXNSEX,, , ,,,,,,1999-10-13T10:41:53,2000-10-12T10:41:53,9,369.0,0.0,0.0,
1719,CHEN,NMRQXQSIVTENFF,, , ,,,,,,1999-10-13T10:41:54,2000-10-12T10:41:54,7,,0.0,0.0,
1733,QUINT,CONCBEPOMKYEUY,, , ,,,,,,1999-10-13T10:41:54,2000-10-12T10:41:54,7,,0.0,0.0,
1777,INFANTE,SGWJNLJW,, , ,,,,,,1999-10-13T10:41:55,2000-10-12T10:41:55,2,,0.0,0.0,
1908,JONES,OLYNLAREVGIBLJ,, , ,,,,,,1999-10-13T10:41:56,2000-10-12T10:41:56,8,,0.0,0.0,
1914,PAYNTER,VGLUUVIIOGP,, , ,,,,,,1999-10-13T10:41:56,2000-10-12T10:41:56,5,,0.0,0.0,
1935,KAHRMANN,FQRGYCMGSLYBDM,, , ,,,,,,1999-10-13T10:41:57,2000-10-12T10:41:57,3,,0.0,0.0,
1999,WOLFMULE,RRMQLBKPLY,, , ,,,,,,1999-10-13T10:41:57,2000-10-12T10:41:57,6,,0.0,0.0,
2038,JONES,VZKCMFM,, , ,,,,,,1999-10-13T10:41:58,2000-10-12T10:41:58,2,,0.0,0.0,
2087,GOHAN,LQKUTWISRZK,, , ,,,,,,1999-10-13T10:41:59,2000-10-12T10:41:59,5,,0.0,0.0,
