customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
19,1,Руфь,МАРТИНЕС,RUTH.MARTINEZ@sakila Customer.org,23,1,2006-02-14T22:04:36,2006-02-15T03:57:20
20,2,ШАРОН,РОБИНСОН,SHARON.ROBINSON@sakila Customer.org,24,1,2006-02-14T22:04:36,2006-02-15T03:57:20
24,2,КИМБЕРЛИ,LEE,KIMBERLY.LEE@sakila Quicer.org,28,1,2006-02-14T22:04:36,2006-02-15T03:57:20
49,2,ДЖОЙС,ЭОДРАДРЫ,JOYCE.EDWARDS@sakila Customer.org,53,1,2006-02-14T22:04:36,2006-02-15T03:57:20
74,1,ДЕНИЗАЦИЯ,Келли,DENISE.KELLY@sakila Customer.org,78,1,2006-02-14T22:04:36,2006-02-15T03:57:20
104,1,РИТА,ГРАХАМ,RITA.GRAHAM@sakila Customer.org,108,1,2006-02-14T22:04:36,2006-02-15T03:57:20
118,1,KIM,КРУЗ,KIM.CRUZ@sakilaQuicer.org,122,1,2006-02-14T22:04:36,2006-02-15T03:57:20
125,1,ЭТИЛЬ,УЭББ,ETHEL.WEBB@sakilacubiler.org,129,1,2006-02-14T22:04:36,2006-02-15T03:57:20
132,2,ИСТОЧНИК,КРАФОРД,ESFER.CRAWFORD@sakila Customer.org,136,1,2006-02-14T22:04:36,2006-02-15T03:57:20
171,2,Долорес,ВАГНЕР,DOLORES.WAGNER@sakila Customer.org,175,1,2006-02-14T22:04:36,2006-02-15T03:57:20
182,1,УСТРОЙСТВА,ЛАНЕ,RENEE.LANE@sakila Customer.org,186,1,2006-02-14T22:04:36,2006-02-15T03:57:20
188,1,Мелани,АРМТРОН,MELANIE.ARMSTRONG@sakila Customer.org,192,1,2006-02-14T22:04:36,2006-02-15T03:57:20
201,1,ВИККИ,ОБЪЯВЛЕНИЯ,VECKI.FIELDS@sakila Customer.org,205,1,2006-02-14T22:04:36,2006-02-15T03:57:20
218,1,ВЕРА,MCCOY,VERA.MCCOY@sakilacubiler.org,222,1,2006-02-14T22:04:36,2006-02-15T03:57:20
221,1,БЕССИЕ,МОРРИСОН,BESSIE.MORRISON@sakila Customer.org,225,1,2006-02-14T22:04:36,2006-02-15T03:57:20
231,1,ГРУЗИЯ,ЯКОБЫ,ГРУЗИЯ.JACOBS@sakilacubiler.org,235,1,2006-02-14T22:04:36,2006-02-15T03:57:20
246,1,МОРСКИЙ,МЕНДОЗА,MARIAN.MENDOZA@sakila Customer.org,250,1,2006-02-14T22:04:36,2006-02-15T03:57:20
259,2,ЛЕНА,Дженсен,LENA.JENSEN@sakilacubiler.org,264,1,2006-02-14T22:04:36,2006-02-15T03:57:20
262,2,PATSY,ДАВИДСОН,PATSY.DAVIDSON@sakila Customer.org,267,1,2006-02-14T22:04:36,2006-02-15T03:57:20
280,2,Трейси,БАРретт,TREI.BARRETT@sakilacubiler.org,285,1,2006-02-14T22:04:37,2006-02-15T03:57:20
300,1,ДЖОН,ФАРНСВОРТ,JOHN.FARNSWORTH@sakilacubileer.org,305,1,2006-02-14T22:04:37,2006-02-15T03:57:20
335,1,ГРАФИК,МАЛЬДИН,ГРИГОРЬ.MAULDIN@sakilacubiler.org,340,1,2006-02-14T22:04:37,2006-02-15T03:57:20
343,1,ДУГЛЫ,ГРАФ,DOUGLAS.GRAF@sakila Customer.org,348,1,2006-02-14T22:04:37,2006-02-15T03:57:20
358,2,САМУЭЛ,РЫНОЧНАЯ,SAMUEL.MARLOW@sakila Customer.org,363,1,2006-02-14T22:04:37,2006-02-15T03:57:20
377,1,ГОВОР,ФОРНЕР,HOARD.FORTNER@sakila Customer.org,382,1,2006-02-14T22:04:37,2006-02-15T03:57:20
380,1,РУССЕЛЛ,БРИНСОН,RUSSELL.BRINSON@sakila Customer.org,385,1,2006-02-14T22:04:37,2006-02-15T03:57:20
381,2,Бобби,БУДРЕУ,BOBBY.BOUDREAU@sakilacubileer.org,386,1,2006-02-14T22:04:37,2006-02-15T03:57:20
384,2,ЭНЕРГЕТИЧЕСКАЯ ПОМОЩЬ,СТЕПП,ERNSTEST.STEPP@sakila Customer.org,389,1,2006-02-14T22:04:37,2006-02-15T03:57:20
408,1,МАНУЕЛЬ,Мюррелл,MANUEL.MURRELL@sakila Customer.org,413,1,2006-02-14T22:04:37,2006-02-15T03:57:20
409,2,Роди,МОЭЛЛЕР,RODENY.MOELLER@sakila Customer.org,414,1,2006-02-14T22:04:37,2006-02-15T03:57:20
410,2,КУРТИ,СРБИ,CURTIS.IRBY@sakilacubiler.org,415,1,2006-02-14T22:04:37,2006-02-15T03:57:20
411,1,НОРМАН,КУРРИЕР,NORMAN.CURRIER@sakilacubiler.org,416,1,2006-02-14T22:04:37,2006-02-15T03:57:20
