actor_id,first_name,last_name,last_update
14,ВИВЕН,БЕРГЕН,2006-02-15T03:34:33
18,ДАН,TORN,2006-02-15T03:34:33
23,САНДРА,КИЛМЕР,2006-02-15T03:34:33
32,TIM,ХАКМАН,2006-02-15T03:34:33
34,Аудрий,ОЛИВЬЕ,2006-02-15T03:34:33
35,СУДЬЯ,ГОРОД,2006-02-15T03:34:33
43,ЦЫПЛЕНОК,ДЖОВИЧ,2006-02-15T03:34:33
44,НИК,СТАЛОН,2006-02-15T03:34:33
45,РЕС,КИЛМЕР,2006-02-15T03:34:33
48,ДВИГАТЕЛЕЙ,ДЕНЬ-ЛЕВИС,2006-02-15T03:34:33
50,НАТАЛИЯ,ГОЛОСОВАНИЕ,2006-02-15T03:34:33
53,МЕНА,ТЕМПЛЕ,2006-02-15T03:34:33
56,ДАН,ХАРРИС,2006-02-15T03:34:33
58,ХРИСТИАНСКИЙ,АКРОИД,2006-02-15T03:34:33
65,Анхела,ГУДСОН,2006-02-15T03:34:33
75,БЕРТ,ѕосей,2006-02-15T03:34:33
84,ДЖАМЕС,ПИТТ,2006-02-15T03:34:33
86,ГРЕГ,ЧАПЛИН,2006-02-15T03:34:33
89,ЧАРЛИЗ,Денч,2006-02-15T03:34:33
92,КИСТЕН,АКРОИД,2006-02-15T03:34:33
98,КРИС,БРИДЖЕТЫ,2006-02-15T03:34:33
99,ДЖИМ,МОСТЕЛ,2006-02-15T03:34:33
100,ИСПАНТ,DEPP,2006-02-15T03:34:33
107,ГИНА,ДЕГЕНЕРЫ,2006-02-15T03:34:33
110,СУСАН,ДАВИС,2006-02-15T03:34:33
115,ТРЕБУЮЩАЯСЯ РАБОТА,БАЛЕ,2006-02-15T03:34:33
116,ДАН,ПРЕВЫШЕНИЕ,2006-02-15T03:34:33
122,САЛМА,Ноль,2006-02-15T03:34:33
123,ДЖУЛЬЯННА,Денч,2006-02-15T03:34:33
126,ДВИГАТЕЛЕЙ,Томей,2006-02-15T03:34:33
130,ГРЕТА,КИТЕЛЬ,2006-02-15T03:34:33
133,РИЧАРД,ПЕНН,2006-02-15T03:34:33
134,ЖЕНЕ,ГОЛОСОВАНИЕ,2006-02-15T03:34:33
137,МОРГАН,УЛИЯ,2006-02-15T03:34:33
139,ЭВАН,ДОРОЖНОЕ ДВИЖЕНИЕ,2006-02-15T03:34:33
140,ВОУПИ,Чёрт побери.,2006-02-15T03:34:33
145,KIM,ВСЕГО,2006-02-15T03:34:33
146,АЛЬБЕРТ,ДЖОХАНСОН,2006-02-15T03:34:33
149,РУССЕЛЛ,ТЕМПЛЕ,2006-02-15T03:34:33
150,ДЖЕЙН,Ноль,2006-02-15T03:34:33
156,ЧЕТВЕРТЫЙ,ПИТАНИЕ,2006-02-15T03:34:33
157,ГРЕТА,МАЛЬДЕН,2006-02-15T03:34:33
160,КРИС,DEPP,2006-02-15T03:34:33
161,ХАРРИ,Надежда,2006-02-15T03:34:33
166,НИК,ДЕГЕНЕРЫ,2006-02-15T03:34:33
167,ЛАВЕНСТВО,БОЛЛОК,2006-02-15T03:34:33
171,ОЛИМПИЯ,ФЕФИЦИФЕР,2006-02-15T03:34:33
175,УИЛЬЯМ,ХАКМАН,2006-02-15T03:34:33
176,Джон,ШАЙ,2006-02-15T03:34:33
179,Ред.,РУКОВОДСТВО,2006-02-15T03:34:33
188,РАК,ДУКАКИС,2006-02-15T03:34:33
190,Аудрий,Бэйли,2006-02-15T03:34:33
193,БЕРТ,ТЕМПЛЕ,2006-02-15T03:34:33
194,МИРИЛ,ВСЕГО,2006-02-15T03:34:33
198,Мэри,КИТЕЛЬ,2006-02-15T03:34:33
199,ЮЛИЯ,ФАВСЕТТ,2006-02-15T03:34:33
