customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
1,1,Мэри,Смитх,Мэри. Смит@сакила клиент. org,5,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
3,1,ЛИНДА,УИЛЛИАМС,ЛИНДА.УИЛЛИАМС@сакилачустомер.ру,7,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
10,1,Дороти,Тейлор,Дороти.Тайлор@сакилакустомер.рф,14,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
11,2,Лиза,Андерсон,Лиса.Андерсон@sakilacustomer.org,15,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
18,2,КАРОЛ,Гарсия,КАРОЛ.ГАРСИЯ@сакилакстомер.рф,22,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
19,1,РУТ,Мартинес,РУТ.МАРТИНЕС@САКИЛАКОНТРОЛЬНЫЙ.РУ,23,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
28,1,Цинния,молодой,Кэтрин.Джоунс@sakilacustomer.org,32,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
32,1,ЭМЕ,ЛОПЕС,АМИ.ЛОПЕЗ@САКИЛАКСТОМЕР.ОРГ,36,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
43,2,Кристин,Робертс,Кристин.Робертс@sakilacustomer.ru,47,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
50,1,Диане,Коллинз,Диане.Коллинс@sakilacustomer.org,54,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
55,2,ДОРИС,リード,Дорис. Рид@сакилачустмер.рф,59,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
66,2,Янсика,ВАРД,janice.ward@sakilacustomer.org,70,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
67,1,Келли,Торрес,Келли.Торрес@sakilacustomer.org,71,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
70,2,Кристина,Рамирес,Кристиан.Рамирес@sakilacustomer.org,74,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
72,2,Тереза,Ватсон,TERЕСА.ВАТ@сакилакустомер.ру,76,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
76,2,Ирене,ЦЕНА,Ирене.Прайс@сакила-клиент.ру,80,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
79,1,РЭЧЕЛЬ,Барнс,РАЧЕЛЬ.БАРНЕС@САКИЛАКОНСТУМЕР.ОРГ,83,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
82,1,Кэтрион,КОЛМАН,Кэтрин.Колман@сакилакустомер.оргу,86,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
88,2,БОННЕ,Хьюзес,BONNIE.ХУЗЗС@SAKILACUSTOMER.ОРГ,92,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
92,2,Тина,СИММОНС,Тина.Симмонс@сакилаклиент.орг,96,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
99,2,ЭМИЛИЯ,ДИАЗ,Эмили.Диаз@сакилакустмер.рф,103,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
103,1,Гладис,ХАМИЛТОН,Гла́дис. Хэми́лтон@саки́лаकस тумер.рoу,107,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
104,1,Рита,ГРАХАМ,РИТА.ГРАХАМ@SAKILACUSTOMER.ОРГ,108,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
105,1,ЗАРЯД,Сулливан,DAWN.SULLIVAN@sakilacustomer.ru,109,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
108,1,Трейси,Коле,Трейси.Коле@сакилакустомер.орг,112,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
117,1,ЭДИТЬ,Макдональд,ЭДИТХ.МЕКДОНАЛД@сакилакustomер.орж,121,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
120,2,Сильвия,Ортиз,Сильвия. Ортиз@сакила.ру,124,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
126,1,ЭЛЕНА,Симпсоны,Элен.Симпсон@сакилаклиент.рф,130,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
143,1,Леси,Гордон,لزли. Гордон@сакила клиент. Орг,147,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
145,1,Люси́лла,Холмс,LUCILLE.ХОЛМЕС@SAKILACUSTOMER.РУ,149,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
154,2,Мишель,ГРАНТ,MICHELE.GRANT@sakilacustomer.org,158,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
159,1,Джилл,ХОУКINS,Джилл.Хоукинс@sakilacustomer.org,163,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
165,2,Лориан,Стэнфлз,ЛОРРАИН.СТЕФАНЬЕН@сакилакустомер.орг,169,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
169,2,ЭРИКА,МАТВЕЙ,Эрика. Мэттьюс,173,0,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
187,2,БРИТАНИЯ,РИЛЛИАН,бриттани.рили,191,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
194,2,Кристиан,ЧАВЕС,Кристен.Чавес@сакилакустомер.орг,198,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
200,2,Жане,ЛОУЗОН,Жанне.Лоузон@сакилакустомер.ру,204,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
204,1,Розмарин,Шмидт,ROSEMARY.SCHMIDT@sakilacustomer.ru,208,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
205,2,Эйлен,КАРР,Эилин. Карр@сакилакустомер.орг,209,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
209,2,Тоня,ЧПЕЙНЭМ,Тоня.Чапман@sakilacustomer.org,213,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
210,2,ЭЛЛА,Оливер,ЕЛЛА.ОЛИВЕР@САКИЛАКОНТРОЛЬР.ОРГ,214,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
213,1,Гина,УИЛЛЬЯМШОН,Гина.Уильямсон@sakilacustomer.org,217,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
255,2,ИРМА,ПЭРСОН,ИРМАПЕАРСОН@САКИЛАКОНТАКТ.РУ,260,1,2006-02-15 05:04:36,"15 февраля 2006 г., середа"
292,2,МИСТЫЙ,Ламберт,Мисти.Ламберт@sakilacustomer.org,297,1,2006-02-15 05:04:37,"15 февраля 2006 г., середа"
302,1,Майкл,СИЛВЕРМАН,Майкл. Сильверман@sakilacustomer.org,307,1,2006-02-15 05:04:37,"15 февраля 2006 г., середа"
303,2,УИЛЛИАМ,Сэтерфилд,ВИЛЛИАМ. САТТЕРФЭЛД,308,1,2006-02-15 05:04:37,"15 февраля 2006 г., середа"
