member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
405,OLPHANT,GGYRWYMCHUHELV,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,7,,0.0,0.0,
1095,CHEN,TUKIMNHPMQQJIM,, , ,,,,,,1999-10-13T10:41:46,2000-10-12T10:41:46,5,391.0,0.0,0.0,
1199,CHEN,UVBFUQJDHBOW,, , ,,,,,,1999-10-13T10:41:47,2000-10-12T10:41:47,5,282.0,0.0,0.0,
1207,KAHRMANN,SZKGIOTJKIQQ,, , ,,,,,,1999-10-13T10:41:47,2000-10-12T10:41:47,8,,0.0,0.0,
2050,VANN,RORGAICGLNFBCC,, , ,,,,,,1999-10-13T10:41:58,2000-10-12T10:41:58,8,,0.0,0.0,
2588,NELSON,IPDFBFXKVCSLIR,, , ,,,,,,1999-10-13T10:42:05,2000-10-12T10:42:05,7,,0.0,0.0,
2683,EFLIN,INDMN,, , ,,,,,,1999-10-13T10:42:06,2000-10-12T10:42:06,7,,0.0,0.0,
2924,LING,SQLYBGPBNXLCDY,, , ,,,,,,1999-10-13T10:42:09,2000-10-12T10:42:09,7,,0.0,0.0,
2946,HAHN,WQKIQDHFXKOUUL,, , ,,,,,,1999-10-13T10:42:09,2000-10-12T10:42:09,6,,0.0,0.0,
3212,NELSON,DUYGRV,, , ,,,,,,1999-10-13T10:42:13,2000-10-12T10:42:13,3,,0.0,0.0,
3561,YEONG,BTFTO,, , ,,,,,,1999-10-13T10:42:17,2000-10-12T10:42:17,9,,0.0,0.0,
4126,RYAN,TEOMJHMVEZFAVK,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,,0.0,0.0,
4278,NELSON,GSP,, , ,,,,,,1999-10-13T10:42:26,2000-10-12T10:42:26,3,,0.0,0.0,
4310,TOLSKY,RJCORSDRWRV,, , ,,,,,,1999-10-13T10:42:27,2000-10-12T10:42:27,3,,0.0,0.0,
4678,XAVIER,DNGYTTXVY,, , ,,,,,,1999-10-13T10:42:31,2000-10-12T10:42:31,9,,0.0,0.0,
4747,OLPHANT,WKETODOAKEXLLO,, , ,,,,,,1999-10-13T10:42:32,2000-10-12T10:42:32,2,,0.0,0.0,
4772,NELSON,LWFQXHWNX,, , ,,,,,,1999-10-13T10:42:32,2000-10-12T10:42:32,3,,0.0,0.0,
4899,KAHRMANN,SDCDD,, , ,,,,,,1999-10-13T10:42:34,2000-10-12T10:42:34,2,,0.0,0.0,
5001,INFANTE,FVBINJTFLACUUM,, , ,,,,,,1999-10-13T10:42:35,2000-10-12T10:42:35,5,,0.0,0.0,
5083,MAKAI,BVMGOUKYXXHAMG,, , ,,,,,,1999-10-13T10:42:36,2000-10-12T10:42:36,5,,0.0,0.0,
5278,ZUCKER,EIDDNBLFVUYVDZ,, , ,,,,,,1999-10-13T10:42:38,2000-10-12T10:42:38,6,,0.0,0.0,
5403,UNAKLET,MLNFYCF,, , ,,,,,,1999-10-13T10:42:40,2000-10-12T10:42:40,9,,0.0,0.0,
5434,ZUCKER,IJGKHUTUGLGAR,, , ,,,,,,1999-10-13T10:42:40,2000-10-12T10:42:40,7,,0.0,0.0,
5446,LING,WSZYOEUGLKWITI,, , ,,,,,,1999-10-13T10:42:40,2000-10-12T10:42:40,8,,0.0,0.0,
5531,STEIN,CJOBZHMGVCSHNF,, , ,,,,,,1999-10-13T10:42:41,2000-10-12T10:42:41,7,,0.0,0.0,
5624,HAHN,HHKSAJT,, , ,,,,,,1999-10-13T10:42:43,2000-10-12T10:42:43,3,,0.0,0.0,
5714,TOLSKY,MBBIRVKWJLYDCN,, , ,,,,,,1999-10-13T10:42:44,2000-10-12T10:42:44,9,,0.0,0.0,
5885,INFANTE,VCOUJEIVNQT,, , ,,,,,,1999-10-13T10:42:46,2000-10-12T10:42:46,7,,0.0,0.0,
6013,GOHAN,UVOOQV,, , ,,,,,,1999-10-13T10:42:47,2000-10-12T10:42:47,6,,0.0,0.0,
6081,WOLFMULE,AXSQRRJEDSERED,, , ,,,,,,1999-10-13T10:42:48,2000-10-12T10:42:48,7,,0.0,0.0,
6155,STEIN,ROHTMQHSUYWVLX,, , ,,,,,,1999-10-13T10:42:49,2000-10-12T10:42:49,4,,0.0,0.0,
6158,VANN,JUKDITMJOLHBL,, , ,,,,,,1999-10-13T10:42:49,2000-10-12T10:42:49,5,,0.0,0.0,
6373,CHEN,ZWQGLTLIJ,, , ,,,,,,1999-10-13T10:42:52,2000-10-12T10:42:52,7,,0.0,0.0,
6491,QUINT,TSDBLTHOQWWBHH,, , ,,,,,,1999-10-13T10:42:53,2000-10-12T10:42:53,4,,0.0,0.0,
6677,UNAKLET,QOGNWBZEYVLTQR,, , ,,,,,,1999-10-13T10:42:56,2000-10-12T10:42:56,7,438.0,0.0,0.0,
6770,JONES,LPXHQHEN,, , ,,,,,,1999-10-13T10:42:57,2000-10-12T10:42:57,8,,0.0,0.0,
6812,ZUCKER,DFBLGIGBFCTURK,, , ,,,,,,1999-10-13T10:42:57,2000-10-12T10:42:57,8,,0.0,0.0,
6937,UNAKLET,BEICTRBOSZNKKV,, , ,,,,,,1999-10-13T10:42:59,2000-10-12T10:42:59,5,,0.0,0.0,
6960,RYAN,QYTCXEGWDAPVH,, , ,,,,,,1999-10-13T10:42:59,2000-10-12T10:42:59,9,,0.0,0.0,
7144,TOLSKY,VKYEUSHNMDQYIN,, , ,,,,,,1999-10-13T10:43:01,2000-10-12T10:43:01,3,,0.0,0.0,
7193,QUINT,HDUMFPNVLDZQ,, , ,,,,,,1999-10-13T10:43:02,2000-10-12T10:43:02,6,,0.0,0.0,
7265,KAHRMANN,VFRMKSVTB,, , ,,,,,,1999-10-13T10:43:03,2000-10-12T10:43:03,8,,0.0,0.0,
7502,NELSON,FHLRGIKRVHBOW,, , ,,,,,,1999-10-13T10:43:06,2000-10-12T10:43:06,5,,0.0,0.0,
7516,BARR,AZJOJIWX,, , ,,,,,,1999-10-13T10:43:06,2000-10-12T10:43:06,9,,0.0,0.0,
7558,RYAN,JBJPIPQSOOV,, , ,,,,,,1999-10-13T10:43:06,2000-10-12T10:43:06,7,473.0,0.0,0.0,
7574,HAHN,VLOT,, , ,,,,,,1999-10-13T10:43:07,2000-10-12T10:43:07,7,,0.0,0.0,
7607,OLPHANT,HLWTAQK,, , ,,,,,,1999-10-13T10:43:07,2000-10-12T10:43:07,8,,0.0,0.0,
7628,JONES,AYU,, , ,,,,,,1999-10-13T10:43:07,2000-10-12T10:43:07,2,,0.0,0.0,
7629,KAHRMANN,OVKFTKKR,, , ,,,,,,1999-10-13T10:43:07,2000-10-12T10:43:07,9,,0.0,0.0,
7664,TOLSKY,WDVOLDPOWJVTEO,, , ,,,,,,1999-10-13T10:43:08,2000-10-12T10:43:08,4,,0.0,0.0,
7683,MAKAI,IEHPEITBTKLGLF,, , ,,,,,,1999-10-13T10:43:08,2000-10-12T10:43:08,6,,0.0,0.0,
7806,FLORINI,DZGJKQQRFWPQND,, , ,,,,,,1999-10-13T10:43:10,2000-10-12T10:43:10,7,,0.0,0.0,
7820,TOLSKY,IAWBNCSTJSGRIE,, , ,,,,,,1999-10-13T10:43:10,2000-10-12T10:43:10,4,,0.0,0.0,
7886,HAHN,TTZNTDPDECJB,, , ,,,,,,1999-10-13T10:43:11,2000-10-12T10:43:11,3,60.0,0.0,0.0,
7960,DORR,KNZTYOACUGSYDK,, , ,,,,,,1999-10-13T10:43:12,2000-10-12T10:43:12,6,391.0,0.0,0.0,
8120,HAHN,QYURFSWRWGFRSO,, , ,,,,,,1999-10-13T10:43:14,2000-10-12T10:43:14,8,,0.0,0.0,
8191,ANDERSON,STTCVOIQEKXUSP,, , ,,,,,,1999-10-13T10:43:14,2000-10-12T10:43:14,7,,0.0,0.0,
8233,QUINT,RTJKCQN,, , ,,,,,,1999-10-13T10:43:15,2000-10-12T10:43:15,2,,0.0,0.0,
8235,STEIN,PGGFCGGZGKQYPR,, , ,,,,,,1999-10-13T10:43:15,2000-10-12T10:43:15,8,,0.0,0.0,
8244,BARR,MUROCUMOCVOUGP,, , ,,,,,,1999-10-13T10:43:15,2000-10-12T10:43:15,7,,0.0,0.0,
8329,INFANTE,JXFIOQSCLTP,, , ,,,,,,1999-10-13T10:43:16,2000-10-12T10:43:16,5,,0.0,0.0,
8340,TOLSKY,MTOGFOSD,, , ,,,,,,1999-10-13T10:43:16,2000-10-12T10:43:16,8,,0.0,0.0,
8390,RYAN,VXPLTR,, , ,,,,,,1999-10-13T10:43:17,2000-10-12T10:43:17,5,,0.0,0.0,
8468,RYAN,DCFPILIENXKTJT,, , ,,,,,,1999-10-13T10:43:18,2000-10-12T10:43:18,3,,0.0,0.0,
8501,YEONG,NIVDOBOLM,, , ,,,,,,1999-10-13T10:43:18,2000-10-12T10:43:18,6,,0.0,0.0,
8570,PAYNTER,YPHTNKFU,, , ,,,,,,1999-10-13T10:43:19,2000-10-12T10:43:19,2,,0.0,0.0,
8578,XAVIER,BQJTEDGN,, , ,,,,,,1999-10-13T10:43:19,2000-10-12T10:43:19,2,,0.0,0.0,
8632,ZUCKER,KIKVLMYZI,, , ,,,,,,1999-10-13T10:43:20,2000-10-12T10:43:20,9,,0.0,0.0,
8657,YEONG,UHEGYVKSWMHZBT,, , ,,,,,,1999-10-13T10:43:20,2000-10-12T10:43:20,3,,0.0,0.0,
