actor_id,first_name,last_name,last_update
2,Ник,Вальберг,2006-02-15 03:34:33
4,ДЖЕННИФЕР,Дэвис,2006-02-15 03:34:33
5,Джонни,ЛОЛЛОБРИГИДА,2006-02-15 03:34:33
7,ГРАСЕ,MOSTEL,2006-02-15 03:34:33
8,МАТВЕЙ,Йоханссон,2006-02-15 03:34:33
11,Википедия,КОВЧЕГ,2006-02-15 03:34:33
12,Карл,ЯГИДА,2006-02-15 03:34:33
13,УМА,ДЕБ,2006-02-15 03:34:33
14,ВИВИАН,Берген,2006-02-15 03:34:33
15,КУБА,Оливье,2006-02-15 03:34:33
16,ФРЕД,Костер,2006-02-15 03:34:33
19,Боб,ФОКЕТ,2006-02-15 03:34:33
20,ЛУСИЛЛЕ,Трейси,2006-02-15 03:34:33
21,Киристьена,Пальто-ров,2006-02-15 03:34:33
22,ЭЛВИС,Маркс,2006-02-15 03:34:33
23,Сандра,КИЛМЭР,2006-02-15 03:34:33
24,КЭМЕРОН,Стрип,2006-02-15 03:34:33
26,"Пожалуйста, уточните, о каком РИП идет речь? Я могу помочь с переводом, если предоставите дополнительный контекст или текст для перевода.",КРОВАВЫЙ КРОВОПЛЫВ,2006-02-15 03:34:33
28,УОДИ,ХОФМАН,2006-02-15 03:34:33
29,Алек,Вэйн,2006-02-15 03:34:33
31,Сисси,Собески,2006-02-15 03:34:33
32,ТИМ,Хакман,2006-02-15 03:34:33
33,МИЛЛА,ПЕК,2006-02-15 03:34:33
34,Аудри,Оливье,2006-02-15 03:34:33
36,БОРТ,Дукакис,2006-02-15 03:34:33
39,Золотой,Броди,2006-02-15 03:34:33
41,Джоди,Дегенерас,2006-02-15 03:34:33
46,Паркер,Голдберг,2006-02-15 03:34:33
47,Юлия,Барримор,2006-02-15 03:34:33
48,Франс,Дэй-Левис,2006-02-15 03:34:33
50,НАТАЛЬЕ,ХОПКИНС,2006-02-15 03:34:33
51,Гейри,ФОЕНИКС,2006-02-15 03:34:33
52,КARMЕН,Хунт,2006-02-15 03:34:33
54,ПЕНЕЛОПА,Пинкетт,2006-02-15 03:34:33
57,Юда,КРЮИЗ,2006-02-15 03:34:33
59,Дастин,Тавт,2006-02-15 03:34:33
60,Генри,ЯГИДА,2006-02-15 03:34:33
61,Христиан,Нисон,2006-02-15 03:34:33
63,КЭМЕРОН,Врей,2006-02-15 03:34:33
65,Ангела,ХУДSON,2006-02-15 03:34:33
66,МЭРИ,Тэнди,2006-02-15 03:34:33
67,Jessика,БАИЛИ,2006-02-15 03:34:33
68,"Пожалуйста, уточните, о каком РИП идет речь? Я могу помочь с переводом, если предоставите дополнительный контекст или текст для перевода.",Уинслет,2006-02-15 03:34:33
70,Мишель,Мэконноги,2006-02-15 03:34:33
71,Адам,ГРАНТ,2006-02-15 03:34:33
72,Шейн,УИЛЛМС,2006-02-15 03:34:33
74,МИЛЛА,Кейтель,2006-02-15 03:34:33
75,БОРТ,ПоСЕЙ,2006-02-15 03:34:33
76,Ангелина,Астаир,2006-02-15 03:34:33
79,МЭ,ХОФМАН,2006-02-15 03:34:33
80,Рالف,Кру́з,2006-02-15 03:34:33
82,УОДИ,ЖОЛЕЙ,2006-02-15 03:34:33
84,Джеймс,ПИТТ,2006-02-15 03:34:33
86,Грег,ЧАПЛИН,2006-02-15 03:34:33
88,КЕННЕТ,pesци,2006-02-15 03:34:33
89,Чарлизе,ДЕНЧ,2006-02-15 03:34:33
92,Киристьена,Акройд,2006-02-15 03:34:33
93,ЭЛЛЕН,ПРЕСТЛИ,2006-02-15 03:34:33
96,ГЕН,Уиллис,2006-02-15 03:34:33
97,МЕГ,Сапсан,2006-02-15 03:34:33
98,Крис,ПЕТЕРБОРГ,2006-02-15 03:34:33
99,Джим,MOSTEL,2006-02-15 03:34:33
101,СЮЗАННА,Дэвис,2006-02-15 03:34:33
103,МАТВЕЙ,Лей,2006-02-15 03:34:33
104,ПЕНЕЛОПА,хронин,2006-02-15 03:34:33
105,Сидней,КРОВА,2006-02-15 03:34:33
108,УАРЕН,Нолте,2006-02-15 03:34:33
109,Сильвестр,Дерн,2006-02-15 03:34:33
115,ХАРРИСОН,Бале,2006-02-15 03:34:33
116,ДАН,Стрип,2006-02-15 03:34:33
117,РЕНЕ,Трейси,2006-02-15 03:34:33
119,УАРЕН,Джекман,2006-02-15 03:34:33
124,Скарлетт,БЕНИНГ,2006-02-15 03:34:33
125,Альберт,Нолте,2006-02-15 03:34:33
126,Франс,Томэй,2006-02-15 03:34:33
129,Дарыел,КРОВАВЫЙ КРОВОПЛЫВ,2006-02-15 03:34:33
131,Джейн,Джекман,2006-02-15 03:34:33
132,Адам,Хоппер,2006-02-15 03:34:33
134,ГЕН,ХОПКИНС,2006-02-15 03:34:33
136,ED,Мансфилд,2006-02-15 03:34:33
138,ЛУСИЛЛЕ,ДИ,2006-02-15 03:34:33
139,Эван,Доброго!,2006-02-15 03:34:33
141,Кейт,Харрис,2006-02-15 03:34:33
142,Джада,Райдер,2006-02-15 03:34:33
149,РЮЛЬ,Храм,2006-02-15 03:34:33
151,Геофри,Хестон,2006-02-15 03:34:33
153,Мини,КИЛМЭР,2006-02-15 03:34:33
154,МЭРЙЛ,ГИБ SON,2006-02-15 03:34:33
157,Грета,Малден,2006-02-15 03:34:33
158,ВИВИАН,Бэйсингер,2006-02-15 03:34:33
159,ЛУРА,Броди,2006-02-15 03:34:33
160,Крис,ДЕПП,2006-02-15 03:34:33
161,Харви,Надежда,2006-02-15 03:34:33
162,Опри,КИЛМЭР,2006-02-15 03:34:33
163,Кристофер,Запад,2006-02-15 03:34:33
166,Ник,Дегенерас,2006-02-15 03:34:33
176,ИОН,ЧЕЙЗ,2006-02-15 03:34:33
177,ГЕН,МКЭЛЛЕН,2006-02-15 03:34:33
179,ED,Гиннесс,2006-02-15 03:34:33
182,Дебби,Акройд,2006-02-15 03:34:33
183,РЮЛЬ,"Хорошо! Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",2006-02-15 03:34:33
185,Майкл,Болгер,2006-02-15 03:34:33
187,РЕНЕ,БОЛ,2006-02-15 03:34:33
189,КУБА,БЕЛЬЯ,2006-02-15 03:34:33
191,Грегори,Доброго!,2006-02-15 03:34:33
192,Джон,Сувари,2006-02-15 03:34:33
193,БОРТ,Храм,2006-02-15 03:34:33
194,МЭРЙЛ,Аллен,2006-02-15 03:34:33
198,МЭРИ,Кейтель,2006-02-15 03:34:33
199,Юлия,ФОКЕТ,2006-02-15 03:34:33
