member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
387,WOLFMULE,XWQXV,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,7,,0.0,0.0,
455,MAKAI,NKSLW,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,4,,0.0,0.0,
1630,RYAN,EARBICIB,, , ,,,,,,1999-10-13T10:41:53,2000-10-12T10:41:53,5,,0.0,0.0,
1838,RYAN,YMVTFFUGZVKLPW,, , ,,,,,,1999-10-13T10:41:55,2000-10-12T10:41:55,8,384.0,0.0,0.0,
1952,BARR,ZHHVNVOIDJQSGL,, , ,,,,,,1999-10-13T10:41:57,2000-10-12T10:41:57,2,,0.0,0.0,
2003,ANDERSON,ZQKVSUKESERIR,, , ,,,,,,1999-10-13T10:41:58,2000-10-12T10:41:58,7,,0.0,0.0,
3044,BARR,YFYDDFKNRNG,, , ,,,,,,1999-10-13T10:42:11,2000-10-12T10:42:11,5,461.0,0.0,0.0,
3224,ZUCKER,JKIVVLQXDUT,, , ,,,,,,1999-10-13T10:42:13,2000-10-12T10:42:13,8,,0.0,0.0,
3431,YEONG,CPSNMLYNWHCFFR,, , ,,,,,,1999-10-13T10:42:15,2000-10-12T10:42:15,5,,0.0,0.0,
3834,LING,VISMYXGOS,, , ,,,,,,1999-10-13T10:42:21,2000-10-12T10:42:21,8,,0.0,0.0,
3931,EFLIN,XNKSJHXQVM,, , ,,,,,,1999-10-13T10:42:22,2000-10-12T10:42:22,8,,0.0,0.0,
3979,ANDERSON,AMTLVWQBYOEMHD,, , ,,,,,,1999-10-13T10:42:22,2000-10-12T10:42:22,8,,0.0,0.0,
4007,CHEN,QKSYXQKS,, , ,,,,,,1999-10-13T10:42:23,2000-10-12T10:42:23,8,,0.0,0.0,
4403,INFANTE,HHFRLSXXFIVSPR,, , ,,,,,,1999-10-13T10:42:28,2000-10-12T10:42:28,2,,0.0,0.0,
4766,HAHN,WDTOVKWOJ,, , ,,,,,,1999-10-13T10:42:32,2000-10-12T10:42:32,5,,0.0,0.0,
4779,UNAKLET,JOVLEXQLK,, , ,,,,,,1999-10-13T10:42:32,2000-10-12T10:42:32,5,,0.0,0.0,
4807,WOLFMULE,OTWNLJORNCITPK,, , ,,,,,,1999-10-13T10:42:33,2000-10-12T10:42:33,6,322.0,0.0,0.0,
4890,BARR,XNYWOHT,, , ,,,,,,1999-10-13T10:42:34,2000-10-12T10:42:34,7,,0.0,0.0,
5125,CHEN,LRWRWGVJJWIIW,, , ,,,,,,1999-10-13T10:42:37,2000-10-12T10:42:37,2,,0.0,0.0,
5919,QUINT,LCNYPS,, , ,,,,,,1999-10-13T10:42:46,2000-10-12T10:42:46,2,,0.0,0.0,
6030,XAVIER,YIFHWSKC,, , ,,,,,,1999-10-13T10:42:48,2000-10-12T10:42:48,7,,0.0,0.0,
6148,LING,HEESIOUOCEVYME,, , ,,,,,,1999-10-13T10:42:49,2000-10-12T10:42:49,9,,0.0,0.0,
6205,QUINT,JOVDRKTPAUYYZK,, , ,,,,,,1999-10-13T10:42:50,2000-10-12T10:42:50,4,,0.0,0.0,
6352,HAHN,LCVWUEUGTA,, , ,,,,,,1999-10-13T10:42:52,2000-10-12T10:42:52,6,,0.0,0.0,
6479,EFLIN,TPLBJWWM,, , ,,,,,,1999-10-13T10:42:53,2000-10-12T10:42:53,2,,0.0,0.0,
