member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
156,ЖУККЕР,VXIDGNDCEHYAQG,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,4,495.0,0.0,0.0,
270,ДЖОНЫ,БИМВАДСФАПУМ,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,6,,0.0,0.0,
364,ЖУККЕР,AJPBICOQ HHRFXJ,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,9,,0.0,0.0,
416,ЖУККЕР,ВЖТИНБОВШИЙ,, , ,,,,,,1999-10-13T10:41:37,2000-10-12T10:41:37,4,,0.0,0.0,
533,МАКАИ,VODHQVCIUWJDIW,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,9,346.0,0.0,0.0,
576,Дорр,MTJJLDYW,, , ,,,,,,1999-10-13T10:41:39,2000-10-12T10:41:39,8,,0.0,0.0,
796,ПЛАНИРОВАНИЕ,SFLOUNCCQDADIS,, , ,,,,,,1999-10-13T10:41:42,2000-10-12T10:41:42,7,,0.0,0.0,
948,ЛИНГ,ЙБНХХФЮКЦРРЖ,, , ,,,,,,1999-10-13T10:41:44,2000-10-12T10:41:44,5,,0.0,0.0,
963,И ЛЮДЬМОЙ,ДВЕТПЕИОСФЛУКЦИЯ,, , ,,,,,,1999-10-13T10:41:44,2000-10-12T10:41:44,5,203.0,0.0,0.0,
1116,ХАВЬЕР,MQWYPOLPXYRLC,, , ,,,,,,1999-10-13T10:41:46,2000-10-12T10:41:46,4,,0.0,0.0,
1232,ДЖОНЫ,KMEJJRTNCZLMNP,, , ,,,,,,1999-10-13T10:41:48,2000-10-12T10:41:48,6,,0.0,0.0,
1263,ПОЛИТИЧЕСКИЙ,РЕГИОНАЛЬНЫЕ БЮДЖЕТЫ,, , ,,,,,,1999-10-13T10:41:48,2000-10-12T10:41:48,9,,0.0,0.0,
1322,VANN,MJMHPSFDBBUOLN,, , ,,,,,,1999-10-13T10:41:49,2000-10-12T10:41:49,9,469.0,0.0,0.0,
1477,ЮНАКЛЕТ,ЭСФВШТЛЬЖХХХПЖ,, , ,,,,,,1999-10-13T10:41:51,2000-10-12T10:41:51,4,441.0,0.0,0.0,
