customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
19,1,RUTH,MARTINEZ,RUTH.MARTINEZ@sakilacustomer.org,23,1,2006-02-14T22:04:36,2006-02-15T03:57:20
20,2,SHARON,ROBINSON,SHARON.ROBINSON@sakilacustomer.org,24,1,2006-02-14T22:04:36,2006-02-15T03:57:20
24,2,KIMBERLY,LEE,KIMBERLY.LEE@sakilacustomer.org,28,1,2006-02-14T22:04:36,2006-02-15T03:57:20
49,2,JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,53,1,2006-02-14T22:04:36,2006-02-15T03:57:20
74,1,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,78,1,2006-02-14T22:04:36,2006-02-15T03:57:20
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,108,1,2006-02-14T22:04:36,2006-02-15T03:57:20
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,1,2006-02-14T22:04:36,2006-02-15T03:57:20
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,1,2006-02-14T22:04:36,2006-02-15T03:57:20
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,136,1,2006-02-14T22:04:36,2006-02-15T03:57:20
171,2,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,175,1,2006-02-14T22:04:36,2006-02-15T03:57:20
182,1,RENEE,LANE,RENEE.LANE@sakilacustomer.org,186,1,2006-02-14T22:04:36,2006-02-15T03:57:20
188,1,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,192,1,2006-02-14T22:04:36,2006-02-15T03:57:20
201,1,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,205,1,2006-02-14T22:04:36,2006-02-15T03:57:20
218,1,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,222,1,2006-02-14T22:04:36,2006-02-15T03:57:20
221,1,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,225,1,2006-02-14T22:04:36,2006-02-15T03:57:20
231,1,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,235,1,2006-02-14T22:04:36,2006-02-15T03:57:20
246,1,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,250,1,2006-02-14T22:04:36,2006-02-15T03:57:20
259,2,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,264,1,2006-02-14T22:04:36,2006-02-15T03:57:20
262,2,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,267,1,2006-02-14T22:04:36,2006-02-15T03:57:20
280,2,TRACEY,BARRETT,TRACEY.BARRETT@sakilacustomer.org,285,1,2006-02-14T22:04:37,2006-02-15T03:57:20
300,1,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,305,1,2006-02-14T22:04:37,2006-02-15T03:57:20
335,1,GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,340,1,2006-02-14T22:04:37,2006-02-15T03:57:20
343,1,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,348,1,2006-02-14T22:04:37,2006-02-15T03:57:20
358,2,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,363,1,2006-02-14T22:04:37,2006-02-15T03:57:20
377,1,HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,382,1,2006-02-14T22:04:37,2006-02-15T03:57:20
380,1,RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,385,1,2006-02-14T22:04:37,2006-02-15T03:57:20
381,2,BOBBY,BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,386,1,2006-02-14T22:04:37,2006-02-15T03:57:20
384,2,ERNEST,STEPP,ERNEST.STEPP@sakilacustomer.org,389,1,2006-02-14T22:04:37,2006-02-15T03:57:20
408,1,MANUEL,MURRELL,MANUEL.MURRELL@sakilacustomer.org,413,1,2006-02-14T22:04:37,2006-02-15T03:57:20
409,2,RODNEY,MOELLER,RODNEY.MOELLER@sakilacustomer.org,414,1,2006-02-14T22:04:37,2006-02-15T03:57:20
410,2,CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org,415,1,2006-02-14T22:04:37,2006-02-15T03:57:20
411,1,NORMAN,CURRIER,NORMAN.CURRIER@sakilacustomer.org,416,1,2006-02-14T22:04:37,2006-02-15T03:57:20
434,1,EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,439,1,2006-02-14T22:04:37,2006-02-15T03:57:20
438,1,BARRY,LOVELACE,BARRY.LOVELACE@sakilacustomer.org,443,1,2006-02-14T22:04:37,2006-02-15T03:57:20
439,2,ALEXANDER,FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,444,1,2006-02-14T22:04:37,2006-02-15T03:57:20
452,1,TOM,MILNER,TOM.MILNER@sakilacustomer.org,457,1,2006-02-14T22:04:37,2006-02-15T03:57:20
461,1,DEREK,BLAKELY,DEREK.BLAKELY@sakilacustomer.org,466,1,2006-02-14T22:04:37,2006-02-15T03:57:20
484,1,ROBERTO,VU,ROBERTO.VU@sakilacustomer.org,489,1,2006-02-14T22:04:37,2006-02-15T03:57:20
497,2,GILBERT,SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,502,1,2006-02-14T22:04:37,2006-02-15T03:57:20
506,2,LESLIE,SEWARD,LESLIE.SEWARD@sakilacustomer.org,511,1,2006-02-14T22:04:37,2006-02-15T03:57:20
532,2,NEIL,RENNER,NEIL.RENNER@sakilacustomer.org,538,1,2006-02-14T22:04:37,2006-02-15T03:57:20
542,2,LONNIE,TIRADO,LONNIE.TIRADO@sakilacustomer.org,548,1,2006-02-14T22:04:37,2006-02-15T03:57:20
549,1,NELSON,CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,555,1,2006-02-14T22:04:37,2006-02-15T03:57:20
550,2,GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,556,1,2006-02-14T22:04:37,2006-02-15T03:57:20
570,2,IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org,576,1,2006-02-14T22:04:37,2006-02-15T03:57:20
571,2,JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,577,1,2006-02-14T22:04:37,2006-02-15T03:57:20
574,2,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,580,1,2006-02-14T22:04:37,2006-02-15T03:57:20
585,1,PERRY,SWAFFORD,PERRY.SWAFFORD@sakilacustomer.org,591,1,2006-02-14T22:04:37,2006-02-15T03:57:20
