address_id,address,address2,district,city_id,postal_code,phone,last_update
5,1913 Hanoi Way,,Nagasaki,463,35200,28303384290,2006-02-15T03:45:30
8,1566 Inegl Manor,,Mandalay,349,53561,705814003527,2006-02-15T03:45:30
11,900 Santiago de Compostela Parkway,,Central Serbia,280,93896,716571220373,2006-02-15T03:45:30
18,770 Bydgoszcz Avenue,,California,120,16266,517338314235,2006-02-15T03:45:30
36,176 Mandaluyong Place,,Uttar Pradesh,239,65213,627705991774,2006-02-15T03:45:30
55,1135 Izumisano Parkway,,California,171,48150,171822533480,2006-02-15T03:45:30
59,1697 Kowloon and New Kowloon Loop,,Moskova,49,57807,499352017190,2006-02-15T03:45:30
61,943 Tokat Street,,Vaduz,560,45428,889318963672,2006-02-15T03:45:30
62,1114 Liepaja Street,,Sarawak,282,69226,212869228936,2006-02-15T03:45:30
74,1124 Buenaventura Drive,,Mekka,13,6856,407733804223,2006-02-15T03:45:30
96,984 Effon-Alaiye Avenue,,Gois,183,17119,132986892228,2006-02-15T03:45:30
110,1867 San Juan Bautista Tuxtepec Avenue,,Ivanovo,225,78311,547003310357,2006-02-15T03:45:30
114,804 Elista Drive,,Hubei,159,61069,379804592943,2006-02-15T03:45:30
115,1378 Alvorada Avenue,,Distrito Federal,102,75834,272234298332,2006-02-15T03:45:30
116,793 Cam Ranh Avenue,,California,292,87057,824370924746,2006-02-15T03:45:30
119,1107 Nakhon Sawan Avenue,,Mxico,365,75149,867546627903,2006-02-15T03:45:30
121,1967 Sincelejo Place,,Gujarat,176,73644,577812616052,2006-02-15T03:45:30
129,569 Baicheng Lane,,Gauteng,85,60304,490211944645,2006-02-15T03:45:30
130,1666 Qomsheh Drive,,So Paulo,410,66255,582835362905,2006-02-15T03:45:30
137,261 Saint Louis Way,,Coahuila de Zaragoza,541,83401,321944036800,2006-02-15T03:45:30
147,374 Bat Yam Boulevard,,Kilis,266,97700,923261616249,2006-02-15T03:45:30
154,781 Shimonoseki Drive,,Michoacn de Ocampo,202,95444,632316273199,2006-02-15T03:45:30
155,1560 Jelets Boulevard,,Shandong,291,77777,189446090264,2006-02-15T03:45:30
158,798 Cianjur Avenue,,Shanxi,590,76990,499408708580,2006-02-15T03:45:30
187,1839 Szkesfehrvr Parkway,,Gois,317,55709,947468818183,2006-02-15T03:45:30
