address_id,address,address2,district,city_id,postal_code,phone,last_update
5,1913 Hanoi Way,,Nagasaki,463,35200,28303384290,2006-02-15T03:45:30
19,419 Iligan Lane,,Madhya Pradesh,76,72878,990911107354,2006-02-15T03:45:30
43,306 Antofagasta Place,,Esprito Santo,569,3989,378318851631,2006-02-15T03:45:30
57,17 Kabul Boulevard,,Chiba,355,38594,697760867968,2006-02-15T03:45:30
59,1697 Kowloon and New Kowloon Loop,,Moskova,49,57807,499352017190,2006-02-15T03:45:30
62,1114 Liepaja Street,,Sarawak,282,69226,212869228936,2006-02-15T03:45:30
67,1214 Hanoi Way,,Nebraska,306,67055,491001136577,2006-02-15T03:45:30
72,57 Arlington Manor,,Madhya Pradesh,475,48960,990214419142,2006-02-15T03:45:30
74,1124 Buenaventura Drive,,Mekka,13,6856,407733804223,2006-02-15T03:45:30
77,1947 Poos de Caldas Boulevard,,Chiayi,114,60951,427454485876,2006-02-15T03:45:30
83,586 Tete Way,,Kanagawa,256,1079,18581624103,2006-02-15T03:45:30
85,320 Baiyin Parkway,,Mahajanga,319,37307,223664661973,2006-02-15T03:45:30
94,1952 Chatsworth Drive,,Guangdong,332,25958,991562402283,2006-02-15T03:45:30
95,1370 Le Mans Avenue,,Brunei and Muara,53,52163,345679835036,2006-02-15T03:45:30
96,984 Effon-Alaiye Avenue,,Gois,183,17119,132986892228,2006-02-15T03:45:30
97,832 Nakhon Sawan Manor,,Inner Mongolia,592,49021,275595571388,2006-02-15T03:45:30
101,1599 Plock Drive,,Tete,534,71986,817248913162,2006-02-15T03:45:30
114,804 Elista Drive,,Hubei,159,61069,379804592943,2006-02-15T03:45:30
117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132,10885,358178933857,2006-02-15T03:45:30
123,1987 Coacalco de Berriozbal Loop,,al-Qalyubiya,476,96065,787654415858,2006-02-15T03:45:30
125,211 Chiayi Drive,,Uttar Pradesh,164,58186,665993880048,2006-02-15T03:45:30
133,1854 Tieli Street,,Shandong,302,15819,509492324775,2006-02-15T03:45:30
152,1952 Pune Lane,,Saint-Denis,442,92150,354615066969,2006-02-15T03:45:30
153,782 Mosul Street,,Massachusetts,94,25545,885899703621,2006-02-15T03:45:30
165,97 Shimoga Avenue,,Tel Aviv,533,44660,177167004331,2006-02-15T03:45:30
166,1740 Le Mans Loop,,Pays de la Loire,297,22853,168476538960,2006-02-15T03:45:30
181,146 Johannesburg Way,,Tamaulipas,330,54132,953689007081,2006-02-15T03:45:30
187,1839 Szkesfehrvr Parkway,,Gois,317,55709,947468818183,2006-02-15T03:45:30
188,741 Ambattur Manor,,Noord-Brabant,438,43310,302590383819,2006-02-15T03:45:30
190,435 0 Way,,West Bengali,195,74750,760171523969,2006-02-15T03:45:30
194,605 Rio Claro Parkway,,Tabora,513,49348,352469351088,2006-02-15T03:45:30
