actor_id,first_name,last_name,last_update
1,PENELOPE,GUINESS,2006-02-15T03:34:33
12,KARL,BERRY,2006-02-15T03:34:33
14,VIVIEN,BERGEN,2006-02-15T03:34:33
16,FRED,COSTNER,2006-02-15T03:34:33
20,LUCILLE,TRACY,2006-02-15T03:34:33
21,KIRSTEN,PALTROW,2006-02-15T03:34:33
28,WOODY,HOFFMAN,2006-02-15T03:34:33
29,ALEC,WAYNE,2006-02-15T03:34:33
41,JODIE,DEGENERES,2006-02-15T03:34:33
42,TOM,MIRANDA,2006-02-15T03:34:33
45,REESE,KILMER,2006-02-15T03:34:33
52,CARMEN,HUNT,2006-02-15T03:34:33
61,CHRISTIAN,NEESON,2006-02-15T03:34:33
62,JAYNE,NEESON,2006-02-15T03:34:33
73,GARY,PENN,2006-02-15T03:34:33
74,MILLA,KEITEL,2006-02-15T03:34:33
76,ANGELINA,ASTAIRE,2006-02-15T03:34:33
77,CARY,MCCONAUGHEY,2006-02-15T03:34:33
81,SCARLETT,DAMON,2006-02-15T03:34:33
82,WOODY,JOLIE,2006-02-15T03:34:33
91,CHRISTOPHER,BERRY,2006-02-15T03:34:33
97,MEG,HAWKE,2006-02-15T03:34:33
99,JIM,MOSTEL,2006-02-15T03:34:33
101,SUSAN,DAVIS,2006-02-15T03:34:33
103,MATTHEW,LEIGH,2006-02-15T03:34:33
107,GINA,DEGENERES,2006-02-15T03:34:33
113,MORGAN,HOPKINS,2006-02-15T03:34:33
119,WARREN,JACKMAN,2006-02-15T03:34:33
124,SCARLETT,BENING,2006-02-15T03:34:33
125,ALBERT,NOLTE,2006-02-15T03:34:33
128,CATE,MCQUEEN,2006-02-15T03:34:33
131,JANE,JACKMAN,2006-02-15T03:34:33
138,LUCILLE,DEE,2006-02-15T03:34:33
142,JADA,RYDER,2006-02-15T03:34:33
144,ANGELA,WITHERSPOON,2006-02-15T03:34:33
147,FAY,WINSLET,2006-02-15T03:34:33
158,VIVIEN,BASINGER,2006-02-15T03:34:33
159,LAURA,BRODY,2006-02-15T03:34:33
160,CHRIS,DEPP,2006-02-15T03:34:33
163,CHRISTOPHER,WEST,2006-02-15T03:34:33
168,WILL,WILSON,2006-02-15T03:34:33
181,MATTHEW,CARREY,2006-02-15T03:34:33
194,MERYL,ALLEN,2006-02-15T03:34:33
