member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
103,YEONG,PHHQGXXDLTE,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,2,,0.0,0.0,
198,PAYNTER,QMKKOBFPINRHMP,, , ,,,,,,1999-10-13T10:41:35,2000-10-12T10:41:35,4,,0.0,0.0,
325,MAKAI,OTTLXMTBUWRJJ,, , ,,,,,,1999-10-13T10:41:36,2000-10-12T10:41:36,9,,0.0,0.0,
480,LING,IRSIUIFSMLUROY,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,4,,0.0,0.0,
703,ANDERSON,GTKSBXSXS,, , ,,,,,,1999-10-13T10:41:41,2000-10-12T10:41:41,5,195.0,0.0,0.0,
919,INFANTE,ZNEDY,, , ,,,,,,1999-10-13T10:41:44,2000-10-12T10:41:44,8,,0.0,0.0,
1400,VANN,ZJTR,, , ,,,,,,1999-10-13T10:41:50,2000-10-12T10:41:50,5,,0.0,0.0,
1583,WOLFMULE,WLKEMTGRQQFI,, , ,,,,,,1999-10-13T10:41:52,2000-10-12T10:41:52,3,,0.0,0.0,
1600,NELSON,XXUFFFKDCPZTJQ,, , ,,,,,,1999-10-13T10:41:52,2000-10-12T10:41:52,8,278.0,0.0,0.0,
2080,ZUCKER,PFXQWZCQQMRAOY,, , ,,,,,,1999-10-13T10:41:58,2000-10-12T10:41:58,2,,0.0,0.0,
2483,MAKAI,PDVBWIRJHXLO,, , ,,,,,,1999-10-13T10:42:04,2000-10-12T10:42:04,3,,0.0,0.0,
2969,EFLIN,FEPIUUALXMHYEL,, , ,,,,,,1999-10-13T10:42:10,2000-10-12T10:42:10,3,,0.0,0.0,
3240,PAYNTER,XINCETDCNSNE,, , ,,,,,,1999-10-13T10:42:13,2000-10-12T10:42:13,6,,0.0,0.0,
3626,LING,UVSQMUSCACABCC,, , ,,,,,,1999-10-13T10:42:18,2000-10-12T10:42:18,2,,0.0,0.0,
3734,PAYNTER,SEU,, , ,,,,,,1999-10-13T10:42:19,2000-10-12T10:42:19,6,,0.0,0.0,
3819,WOLFMULE,LJOSWDXHZ,, , ,,,,,,1999-10-13T10:42:20,2000-10-12T10:42:20,8,,0.0,0.0,
3849,ANDERSON,PNRK,, , ,,,,,,1999-10-13T10:42:21,2000-10-12T10:42:21,7,,0.0,0.0,
3854,FLORINI,TMDHLDBPLQLISK,, , ,,,,,,1999-10-13T10:42:21,2000-10-12T10:42:21,8,,0.0,0.0,
4142,HAHN,BJHBUQEZCGJMUT,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,7,,0.0,0.0,
4211,YEONG,ERVEJLSKR,, , ,,,,,,1999-10-13T10:42:25,2000-10-12T10:42:25,7,,0.0,0.0,
4324,HAHN,GGLCBIWENOA,, , ,,,,,,1999-10-13T10:42:27,2000-10-12T10:42:27,3,264.0,0.0,0.0,
4467,UNAKLET,LIT,, , ,,,,,,1999-10-13T10:42:28,2000-10-12T10:42:28,8,366.0,0.0,0.0,
4479,GOHAN,OBMYQHJJRQ,, , ,,,,,,1999-10-13T10:42:29,2000-10-12T10:42:29,8,,0.0,0.0,
4495,WOLFMULE,HIKRL,, , ,,,,,,1999-10-13T10:42:29,2000-10-12T10:42:29,9,,0.0,0.0,
4893,EFLIN,LMNVQYIKHTGEXY,, , ,,,,,,1999-10-13T10:42:34,2000-10-12T10:42:34,4,,0.0,0.0,
5025,GOHAN,VHDNNDQLMWCQSX,, , ,,,,,,1999-10-13T10:42:35,2000-10-12T10:42:35,6,,0.0,0.0,
5042,XAVIER,XVSEWODFDBEHEG,, , ,,,,,,1999-10-13T10:42:35,2000-10-12T10:42:35,2,,0.0,0.0,
5081,KAHRMANN,MKDWWZ,, , ,,,,,,1999-10-13T10:42:36,2000-10-12T10:42:36,3,,0.0,0.0,
5235,INFANTE,ICILGLCDBK,, , ,,,,,,1999-10-13T10:42:38,2000-10-12T10:42:38,4,,0.0,0.0,
5297,STEIN,KDDLNUOS,, , ,,,,,,1999-10-13T10:42:39,2000-10-12T10:42:39,2,,0.0,0.0,
5320,PAYNTER,QXFNWKDDSXUNVR,, , ,,,,,,1999-10-13T10:42:39,2000-10-12T10:42:39,2,,0.0,0.0,
5542,DORR,SUNNMVTYL,, , ,,,,,,1999-10-13T10:42:42,2000-10-12T10:42:42,2,,0.0,0.0,
5546,HAHN,ZGEXOV,, , ,,,,,,1999-10-13T10:42:42,2000-10-12T10:42:42,4,,0.0,0.0,
5555,QUINT,JOLLDXQMPINEKD,, , ,,,,,,1999-10-13T10:42:42,2000-10-12T10:42:42,9,,0.0,0.0,
5567,CHEN,CJAQ,, , ,,,,,,1999-10-13T10:42:42,2000-10-12T10:42:42,8,,0.0,0.0,
5578,NELSON,BPLXBCKBVOEXSK,, , ,,,,,,1999-10-13T10:42:42,2000-10-12T10:42:42,7,,0.0,0.0,
5650,HAHN,PLHJQQXVTS,, , ,,,,,,1999-10-13T10:42:43,2000-10-12T10:42:43,7,,0.0,0.0,
5677,INFANTE,RMUOGJJGMXSKZU,, , ,,,,,,1999-10-13T10:42:43,2000-10-12T10:42:43,2,,0.0,0.0,
5769,WOLFMULE,LUNYFTLICJ,, , ,,,,,,1999-10-13T10:42:44,2000-10-12T10:42:44,4,462.0,0.0,0.0,
5849,YEONG,TMUURWERLN,, , ,,,,,,1999-10-13T10:42:45,2000-10-12T10:42:45,8,,0.0,0.0,
5891,OLPHANT,DYRWKBIUMVFOLX,, , ,,,,,,1999-10-13T10:42:46,2000-10-12T10:42:46,7,,0.0,0.0,
5904,BARR,MXKYPE,, , ,,,,,,1999-10-13T10:42:46,2000-10-12T10:42:46,9,,0.0,0.0,
5907,EFLIN,HILQVKXUH,, , ,,,,,,1999-10-13T10:42:46,2000-10-12T10:42:46,3,207.0,0.0,0.0,
5953,YEONG,KUUCJZKUJVTEFQ,, , ,,,,,,1999-10-13T10:42:47,2000-10-12T10:42:47,5,,0.0,0.0,
6003,WOLFMULE,QDHJP,, , ,,,,,,1999-10-13T10:42:47,2000-10-12T10:42:47,7,,0.0,0.0,
6261,UNAKLET,CPJTMIGPCPUOBM,, , ,,,,,,1999-10-13T10:42:50,2000-10-12T10:42:50,6,,0.0,0.0,
6303,KAHRMANN,LRTOSXF,, , ,,,,,,1999-10-13T10:42:51,2000-10-12T10:42:51,7,168.0,0.0,0.0,
6336,RYAN,XXSLUL,, , ,,,,,,1999-10-13T10:42:51,2000-10-12T10:42:51,8,,0.0,0.0,
6343,YEONG,PJIFAOVCIRTW,, , ,,,,,,1999-10-13T10:42:51,2000-10-12T10:42:51,8,278.0,0.0,0.0,
6368,XAVIER,QOROSYYYIJYKNI,, , ,,,,,,1999-10-13T10:42:52,2000-10-12T10:42:52,6,,0.0,0.0,
6600,VANN,NGLRGBUIXZRJFJ,, , ,,,,,,1999-10-13T10:42:55,2000-10-12T10:42:55,2,441.0,0.0,0.0,
6632,BARR,DUPGCVPXECGLKW,, , ,,,,,,1999-10-13T10:42:55,2000-10-12T10:42:55,8,,0.0,0.0,
6639,INFANTE,TBNGEF,, , ,,,,,,1999-10-13T10:42:55,2000-10-12T10:42:55,5,,0.0,0.0,
6679,WOLFMULE,XNONVLIIFHWYHH,, , ,,,,,,1999-10-13T10:42:56,2000-10-12T10:42:56,2,,0.0,0.0,
7052,FLORINI,JGSANZCJMZETIC,, , ,,,,,,1999-10-13T10:43:00,2000-10-12T10:43:00,6,,0.0,0.0,
