actor_id,first_name,last_name,last_update
5,Джонни,ХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХ,"15 февраля 2006 года, среда"
6,БЕТТЕ,Никсон,"15 февраля 2006 года, среда"
11,Ноль,КАНЦЕРА,"15 февраля 2006 года, среда"
12,Карл,БЕРЬ,"15 февраля 2006 года, среда"
18,ДАН,Торн,"15 февраля 2006 года, среда"
23,Сандра,КИЛМЕР,"15 февраля 2006 года, среда"
28,УОДИ,ХОФМАН,"15 февраля 2006 года, среда"
38,Том,McKELLAN,"15 февраля 2006 года, среда"
42,Том,МИРАНДА,"15 февраля 2006 года, среда"
47,Юлия,Барримор,"15 февраля 2006 года, среда"
49,Анне,cronин,"15 февраля 2006 года, среда"
52,КАРМЕН,Охота,"15 февраля 2006 года, среда"
54,ПЕНЕЛОПА,Пинкетт,"15 февраля 2006 года, среда"
58,Христиан,Акроид,"15 февраля 2006 года, среда"
60,Генри,БЕРЬ,"15 февраля 2006 года, среда"
65,Ангела,ХУДСон,"15 февраля 2006 года, среда"
66,Мэри,Тэнди,"15 февраля 2006 года, среда"
68,"Пожалуйста, уточните, о каком тексте идет речь? Мне нужно знать контекст, чтобы обеспечить точный перевод.",Уинслет,"15 февраля 2006 года, среда"
69,КЕННЕТ,Пальтроу,"15 февраля 2006 года, среда"
80,Ральф,КРУЗ,"15 февраля 2006 года, среда"
85,Мини,Целлвегер,"15 февраля 2006 года, среда"
96,GEN,Уиллис,"15 февраля 2006 года, среда"
99,Джим,Мостель,"15 февраля 2006 года, среда"
103,МАТВЕЙ,Лей,"15 февраля 2006 года, среда"
105,СИДНЕЙ,Кроу,"15 февраля 2006 года, среда"
110,СУЗАННА,ДЕВИС,"15 февраля 2006 года, среда"
111,КЭМЕРОН,Целлвегер,"15 февраля 2006 года, среда"
115,ХАРРИСон,БАЛЕ,"15 февраля 2006 года, среда"
116,ДАН,Стріп,"15 февраля 2006 года, среда"
120,ПЕНЕЛОПА,Монро,"15 февраля 2006 года, среда"
124,Скарлетт,Бенинг,"15 февраля 2006 года, среда"
127,Кевин,ГАРЛАНД,"15 февраля 2006 года, среда"
137,Морган,УИЛЛИАМС,"15 февраля 2006 года, среда"
140,УОП,Боль,"15 февраля 2006 года, среда"
142,Джада,Ридер,"15 февраля 2006 года, среда"
156,Фэй,ДЕБ,"15 февраля 2006 года, среда"
157,Грета,Малден,"15 февраля 2006 года, среда"
160,Крис,ДЕПП,"15 февраля 2006 года, среда"
171,Олимпия,ПФИФФЕР,"15 февраля 2006 года, среда"
173,Аллан,Дрефусс,"15 февраля 2006 года, среда"
182,Дебби,Акроид,"15 февраля 2006 года, среда"
191,Грегори,Добрые дела,"15 февраля 2006 года, среда"
192,Джон,СУВАРИ,"15 февраля 2006 года, среда"
193,БЭРТ,Храм,"15 февраля 2006 года, среда"
196,БЕЛА,ВАЛКЕН,"15 февраля 2006 года, среда"
197,РЕЙЕС,Запад,"15 февраля 2006 года, среда"
