customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
5,1,Элиза́бет,Коричневый,ЕЛИЗАБЕТ. БРОВН ЕЛИЗАБЕТ.БРОВН@СакиЛакустомер.орг,9,1,2006-02-15 07:04:36,2006-02-14 20:57:20
21,1,Мишель,КЛАРК,МИЧЕЛЛЕ.КЛАРКС@САКАЛАКУСТОМЕР.ОРГ,25,1,2006-02-15 07:04:36,2006-02-14 20:57:20
33,2,Анна,ГОРА,Анна.Хилл@sakilacustomer.org,37,1,2006-02-15 07:04:36,2006-02-14 20:57:20
37,1,ПЭМЕЛА,БЕКЕР,ПАМЕЛА.БАКЕР@сакилакстемер.орг,41,1,2006-02-15 07:04:36,2006-02-14 20:57:20
42,2,Кэролайн,Перес,Кариолин.Перез@sakilacustomer.org,46,1,2006-02-15 07:04:36,2006-02-14 20:57:20
55,2,ДОРИС,リード,ДОРИС.РИЕД@SAKILACUSTOMER.ОРГ,59,1,2006-02-15 07:04:36,2006-02-14 20:57:20
68,1,Николь,ПЭТЕРСУН,Нико́ль. Пе́терсон,72,1,2006-02-15 07:04:36,2006-02-14 20:57:20
69,2,Юди,Грей,Judy.Gray@sakilacustomer.org,73,1,2006-02-15 07:04:36,2006-02-14 20:57:20
74,1,Дени́з,Келли,Дениз.Келли@sakilacustomer.ру,78,1,2006-02-15 07:04:36,2006-02-14 20:57:20
90,2,РУБИЙ,ВАШИНГТОН,РУБИ.ВАШИNGТОН@sakilacustomer.org,94,1,2006-02-15 07:04:36,2006-02-14 20:57:20
93,1,ФИЛЛИС,Фостер,Филлис.Фостер@сакиласикстус.ру,97,1,2006-02-15 07:04:36,2006-02-14 20:57:20
115,1,Уэнди,ХАРРИСон,Венди.Харрисон@sakilакustomer.org,119,1,2006-02-15 07:04:36,2006-02-14 20:57:20
119,1,ШЭРРИ,Маршалл,Шери. Маршалл,123,1,2006-02-15 07:04:36,2006-02-14 20:57:20
120,2,Сильвия,Орти́з,Сильвия.Ортиз@сакилакастмер.орг,124,1,2006-02-15 07:04:36,2006-02-14 20:57:20
136,2,Анита,МОРАЛЕС,АНИТА.МОРАЛЕС@сакилакустомер.ру,140,1,2006-02-15 07:04:36,2006-02-14 20:57:20
152,1,Алисия,Миллс,АЛЕКСЕЕВА.МИЛЬНЫЙ@сакилаклиент.рф,156,1,2006-02-15 07:04:36,2006-02-14 20:57:20
155,1,Гэйл,Найт,Гэйл. Найт@сакилакстемер. org,159,1,2006-02-15 07:04:36,2006-02-14 20:57:20
158,1,Вероника,Камень,вероника.стоун@сакила-користер.орг,162,1,2006-02-15 07:04:36,2006-02-14 20:57:20
162,2,LAУРЕН,ХУДСон,LAUREN.ХДУСОН@SAKILACUSTOMER.OR,166,1,2006-02-15 07:04:36,2006-02-14 20:57:20
172,1,БЕРНИЦА,Уиллис,БЕРНИЦА.УИЛЛИСС@САКИЛАКОНСТЮМЕР.ОРГ,176,1,2006-02-15 07:04:36,2006-02-14 20:57:20
188,1,Мелани,Армстронг,Мелани. Армстронг@сакилапользователь.рм,192,1,2006-02-15 07:04:36,2006-02-14 20:57:20
190,2,Йоланда,ВЕВР,Yolanda.Weaver@sakilacustomer.org,194,1,2006-02-15 07:04:36,2006-02-14 20:57:20
193,2,Кэти,Эллиот,КЭТИ.ЭЛИОТТ@сакилаклиент.рф,197,1,2006-02-15 07:04:36,2006-02-14 20:57:20
213,1,Гина,УИЛЛИСОН,ГИНА.УИЛЛИАМСОН@sakilacustomer.ру,217,1,2006-02-15 07:04:36,2006-02-14 20:57:20
249,2,Дора,Медина,ДОРА.МЕДИНА@sakilacustomer.org,253,1,2006-02-15 07:04:36,2006-02-14 20:57:20
318,1,Брайан,Уиман,бrian.wymann@sakilacustomer.org,323,1,14.02.2006 22:04,2006-02-14 20:57:20
320,2,Антони,Шваб,Антони.Шваб@sakilacustomer.орг,325,1,14.02.2006 22:04,2006-02-14 20:57:20
327,2,ЛЭРRI,Трешер,ЛАРРИ. ТРЕШЕР@sakilacustomer.org,332,1,14.02.2006 22:04,2006-02-14 20:57:20
331,1,ЭРИК,Ро́берт,Эрик.Роберт@sakilacustomer.ру,336,1,14.02.2006 22:04,2006-02-14 20:57:20
348,2,РОДЖЕР,КВИНТАНИЛЛА,Ро́гер. Куэ́нтилла,353,1,14.02.2006 22:04,2006-02-14 20:57:20
360,2,Ральф,Мадригал,Ральф. Мадригал@сакилакустомер.ру,365,1,14.02.2006 22:04,2006-02-14 20:57:20
361,2,Лоуренс,Лоутон,LAWRENCE.LAWTON@sakilacustomer.ru,366,1,14.02.2006 22:04,2006-02-14 20:57:20
369,2,ФРЕД,ПШЕНІЦА,ФРЭД.УЭТТ@сакилакстремер.рф,374,1,14.02.2006 22:04,2006-02-14 20:57:20
387,2,ДЖЕССЕ,Шиллинг,ДЖЕССЕ.ЩИЛЛИНГ@SAKILACUSTOMER.ОРГ,392,1,14.02.2006 22:04,2006-02-14 20:57:20
391,1,КЛАРЕНС,игры,КЛЭРЕНС.ГАЙМЗ@сакилакустомер.рф,396,1,14.02.2006 22:04,2006-02-14 20:57:20
403,1,Майк,Шлях,Майк. Уэй@сакилаклиент.рф,408,1,14.02.2006 22:04,2006-02-14 20:57:20
406,1,НАТОН,Рунион,НएΘЭН.РЮНЙОН@сакилаклиент.орг,411,0,14.02.2006 22:04,2006-02-14 20:57:20
415,1,ГЛЕНН,ПУЛЬТЕНКИЙ,ГЛЕНН.ПУЛЕН @ sakilacustomer.org,420,1,14.02.2006 22:04,2006-02-14 20:57:20
422,1,Мелвин,Эллингтон,Мелвин. Эллиингтон,427,1,14.02.2006 22:04,2006-02-14 20:57:20
431,2,ЖОЭЛ,Франсиско,Джоэл.Франсиско@sakilacustomer.org,436,1,14.02.2006 22:04,2006-02-14 20:57:20
460,1,Леон,Бостик,Леон.Бостик@sakilacustomer.org,465,1,14.02.2006 22:04,2006-02-14 20:57:20
473,2,Жорже,Оливарес,Джордж. Оливарес@sakilacustomer.org,478,1,14.02.2006 22:04,2006-02-14 20:57:20
482,1,Моура,Крейвли,Мэрис.Крэйвли@sakilacustomer.орг,487,0,14.02.2006 22:04,2006-02-14 20:57:20
496,2,Тейлер,Сова,TYLER.WREN@sakilacustomer.org,501,1,14.02.2006 22:04,2006-02-14 20:57:20
506,2,ЛЭЗЛИ,Сeward,Лесли.Сeward@sakilacustomer.org,511,1,14.02.2006 22:04,2006-02-14 20:57:20
516,2,ЭЛМЕР,НЕ,Элмер. Ноэ@сакилакастemer.орг,522,1,14.02.2006 22:04,2006-02-14 20:57:20
537,2,КЛИНТОН,Буфорд,Клинтон.Буфорд@сакилакустомер.рф,543,1,14.02.2006 22:04,2006-02-14 20:57:20
