address_id,address,address2,district,city_id,postal_code,phone,last_update
2,Бульвар MySQL 28,,КЛД,576,,,2006-02-15 03:45:30
3,23 Уличный Кладбище,,Альберт,300,,14033335568,2006-02-15 03:45:30
13,"Улица Королева, 613",,Маскат,329,45844,380657522649,2006-02-15 03:45:30
17,270 Амроха Парквей,,Османайе,384,29610,695479687538,2006-02-15 03:45:30
20,360 Тулузский бульвар,,Англия,495,54308,949312333307,2006-02-15 03:45:30
23,1417 لانкасера Авеню,,Северный Кеп,267,72192,272572357893,2006-02-15 03:45:30
27,"Бул. Хино, 1780",,Лиепая,303,7716,902731229323,2006-02-15 03:45:30
34,"ул. Анполис, 1668",,Тайбэй,316,50199,525255540978,2006-02-15 03:45:30
42,Парквей Кам Рана,,Кишинёв,115,34689,489783829737,2006-02-15 03:45:30
58,1964 Аллаппи (Аллеппей) улица,,Ямагучи,227,48980,920811325222,2006-02-15 03:45:30
59,1697 Kowloon и Новая Куэи Вань Лу,,Москва,49,57807,499352017190,2006-02-15 03:45:30
67,1214 Ханойская дорога,,Небраска,306,67055,491001136577,2006-02-15 03:45:30
72,57 Арлингтон Манор,,Мадхья-Прадеш,475,48960,990214419142,2006-02-15 03:45:30
74,"Буэнавентура-драйв, 1124",,Мекка,13,6856,407733804223,2006-02-15 03:45:30
76,89 Аллаппу (Алеппе) Манор,,Национальная столичная область,517,75444,255800440636,2006-02-15 03:45:30
86,927 Баха Блэкспайп-ворс,,Крым,479,9495,821972242086,2006-02-15 03:45:30
99,1697 Танауан Лэйн,,Пенджаб,399,22870,4764773857,2006-02-15 03:45:30
100,Аречибо-вей 1308,,Грузия,41,30695,6171054059,2006-02-15 03:45:30
119,Аvenue 1107 Накхон Саван,,Мексика,365,75149,867546627903,2006-02-15 03:45:30
124,241 Мосул Лейн,,Рисаральда,147,76157,765345144779,2006-02-15 03:45:30
152,"Пунезская улица, 1952",,Сент-Дени,442,92150,354615066969,2006-02-15 03:45:30
161,Бульвар Након Саван 1386,,Пхеньян,420,53502,368899174225,2006-02-15 03:45:30
176,Пхеньян-29,,Бэтмен,58,47753,734780743462,2006-02-15 03:45:30
180,"Аvenue Рустенбурга, 757",,Шикидда,483,89668,506134035434,2006-02-15 03:45:30
187,"Парквей 1839, Скишесфехервир",,Гойс,317,55709,947468818183,2006-02-15 03:45:30
196,9 Сан-Мигель-де-Тукум Манор,,Утер-Прадеш,169,90845,956188728558,2006-02-15 03:45:30
204,Мвене-Диту драйв 387,,Добро пожаловать! Чем я могу вам помочь?,35,8073,764477681869,2006-02-15 03:45:30
206,"Проспект Надор, 642",,Махараштра,77,3924,369050085652,2006-02-15 03:45:30
222,Парквей 1168 Наджафаабада,,Каполь,251,40301,886649065861,2006-02-15 03:45:30
226,Бульвар Пάλгат (Палакад) 810,,Ярославль,235,73431,516331171356,2006-02-15 03:45:30
241,Улица 647 (Ла-Корунья),,Холланам,357,36971,792557457753,2006-02-15 03:45:30
245,1103 Билбэйс-парквей,,Хубэй,578,87660,279979529227,2006-02-15 03:45:30
248,582 петит лупа,,Центральный Visayas,294,27722,569868543137,2006-02-15 03:45:30
252,Улица Вэйфан 1309,,Флорида,520,57338,435785045362,2006-02-15 03:45:30
253,Ошава Манор,,Тяньцзинь,535,38140,56257502250,2006-02-15 03:45:30
254,ул. Старца Загорка 786,,Ойо и Осун,390,98332,716256596301,2006-02-15 03:45:30
272,Пярл-Парквей 1762,,Хунань,298,53928,192459639410,2006-02-15 03:45:30
280,"Улица Камянец-Подольский, 1980",,Иллинойс,404,89502,874337098891,2006-02-15 03:45:30
281,"Баменда-вэй, 1944",,Мичиган,573,24645,75975221996,2006-02-15 03:45:30
287,1405 Кишинёвская площадь,,Понсе,411,8160,62781725285,2006-02-15 03:45:30
292,1993 табука лейн,,Тамил Наду,522,64221,648482415405,2006-02-15 03:45:30
302,922 Вила-Велха-Луп,,Махараштра,9,4085,510737228015,2006-02-15 03:45:30
303,898 улица Цзининь,,Северная Финляндия,387,40070,161643343536,2006-02-15 03:45:30
309,827 Драйв Юначенг,,Кальяо,99,79047,504434452842,2006-02-15 03:45:30
316,746 Джолиет Лэйн,,Курск,286,94878,688485191923,2006-02-15 03:45:30
320,Бульвар Любумби 1542,,Тель-Авив,57,62472,508800331065,2006-02-15 03:45:30
332,663 Баха Бланка Парквей,,Адана,5,33463,834418779292,2006-02-15 03:45:30
335,587 Бэнгела-Манор,,Иллинойс,42,91590,165450987037,2006-02-15 03:45:30
336,430 Кумбаконам драйв,,Санта-Фе,457,28814,105470691550,2006-02-15 03:45:30
339,503 Sogамосо-лооп,,Сумгаит,505,49812,834626715837,2006-02-15 03:45:30
341,Вэйфангу-дай 1920 го,,Утер-Прадеш,427,15643,869507847714,2006-02-15 03:45:30
345,"Понсе Парквей, 68",,Ханой,201,85926,870635127812,2006-02-15 03:45:30
350,"Улица Нагареяма, 1628",,Центральный,453,60079,20064292617,2006-02-15 03:45:30
369,817 Ларами एवеню,,Халиско,188,77449,151249681135,2006-02-15 03:45:30
389,Пarkside Drive,,Джянсу,210,95509,550306965159,2006-02-15 03:45:30
394,улица Илорин 753,,Сычуань,157,3656,464511145118,2006-02-15 03:45:30
398,Улица Лапу-Лапу 954,,Москва,278,8816,737229003916,2006-02-15 03:45:30
401,168 Цианюрский манор,,Сайтама,228,73824,679095087143,2006-02-15 03:45:30
408,990 Этавоуу луп,,Тамил Наду,564,79940,206169448769,2006-02-15 03:45:30
409,Путь Лас-Арсена 1266,,Сайтама,380,7664,1483365694,2006-02-15 03:45:30
410,88 Нагоон Манор,,Буэнос-Айрес,524,86868,779461480495,2006-02-15 03:45:30
413,Улица 692 Амроха Драйв,,Северный,230,35575,359478883004,2006-02-15 03:45:30
428,"Пlace Матамороса, 1727",,Савадх,465,78813,129673677866,2006-02-15 03:45:30
433,1823 Хошиарпур Лейн,,Коми,510,33191,307133768620,2006-02-15 03:45:30
439,Парквей 1351 Апатрисиада де Гойния,,Северный Минданао,391,41775,959834530529,2006-02-15 03:45:30
447,Дом Дзергинских,,Внутренняя Монголия,540,48570,240776414296,2006-02-15 03:45:30
450,"Улица Тамбарам, 203",,Буэнос-Айрес,161,73942,411549550611,2006-02-15 03:45:30
457,535 Ахмаднагарский домен,,Абу-Даби,3,41136,985109775584,2006-02-15 03:45:30
466,118 Джафна Лоу,,Северный Минданао,182,10447,325526730021,2006-02-15 03:45:30
473,"Улица Гвадалахары, 1257",,Карнатака,78,33599,195337700615,2006-02-15 03:45:30
479,Бульвар Окара 1854,,Дренте,158,42123,131912793873,2006-02-15 03:45:30
486,Улица Корла д. 64,,Мванза,347,25145,510383179153,2006-02-15 03:45:30
504,1 Авеένда Вале де Сантьяго,,Апулия,93,86208,465897838272,2006-02-15 03:45:30
507,1197 Сокото Блюзваю,,Западный Бенгал,478,87687,868602816371,2006-02-15 03:45:30
508,496 Целая драйв,,Нагано,552,90797,759586584889,2006-02-15 03:45:30
509,Путь Мацуйе 786,,Иллинойс,245,37469,111177206479,2006-02-15 03:45:30
516,"Бульвар Гойния, 1574",,Хэильянь,502,39529,59634255214,2006-02-15 03:45:30
532,"Табук-плейс, 1427",,Флорида,101,31342,214756839122,2006-02-15 03:45:30
537,958 Сагамихара-лянэ,,Мие,287,88408,427274926505,2006-02-15 03:45:30
541,Улица 195 Илорин,,Чари-Багирми,363,49250,8912935608,2006-02-15 03:45:30
547,379 Линьск-Парквей,,Тоскана,309,74568,921960450089,2006-02-15 03:45:30
549,Улица Киньхуано Дао 454,,Тадла-Азилал,68,25866,786270036240,2006-02-15 03:45:30
557,"Пасах де Сото-плейс, 1407",,Риу-Гранди-ду-Сул,21,26284,380077794770,2006-02-15 03:45:30
571,Путь Фаа 1746,,Хуанко,214,32515,863080561151,2006-02-15 03:45:30
587,760 Мияконоё Драйв,,Гуэррео,246,64682,294449058179,2006-02-15 03:45:30
