actor_id,first_name,last_name,last_update
7,ГРАСЕ,Мوستель,15.02.2006 03:34
8,МАТВЕЙ,Йоханссон,15.02.2006 03:34
11,Ноль,КАНЕЦ,15.02.2006 03:34
13,УМА,ДЕБО,15.02.2006 03:34
20,ЛУСИЛЬ,Трейси,15.02.2006 03:34
23,Сандра,КИЛМЕР,15.02.2006 03:34
25,Кевин,БЛЫСТЬ,15.02.2006 03:34
28,ВУДИ,ХОФМАН,15.02.2006 03:34
32,Тим,Хакман,15.02.2006 03:34
34,Аудри,Оливер,15.02.2006 03:34
37,ВАЛ,Болгер,15.02.2006 03:34
40,Джонни,КАНЕЦ,15.02.2006 03:34
43,КИК,Джовович,15.02.2006 03:34
52,КАРМЕН,ХЭНТ,15.02.2006 03:34
56,ДАН,Харрис,15.02.2006 03:34
57,Юда,КРУИЗ,15.02.2006 03:34
58,Кристиан,Акройд,15.02.2006 03:34
59,Дастин,Татоу,15.02.2006 03:34
66,Мэри,Танди,15.02.2006 03:34
70,Мишель,Мکنнауги,15.02.2006 03:34
76,Анджелина,Астаир,15.02.2006 03:34
78,Гручо,Синатра,15.02.2006 03:34
80,РАльф,Кру́з,15.02.2006 03:34
84,Джеймс,ПИТТ,15.02.2006 03:34
85,Миньня,Целлвегер,15.02.2006 03:34
92,Кириртен,Акройд,15.02.2006 03:34
93,ЭЛЕНА,ПРИНЦЕСС,15.02.2006 03:34
95,ДЭРЕК,Вальберг,15.02.2006 03:34
99,Джим,Мوستель,15.02.2006 03:34
104,ПЕНЕЛОПА,кронин,15.02.2006 03:34
107,Гина,Дегенерасы,15.02.2006 03:34
108,УАРЕН,Нолте,15.02.2006 03:34
109,Сильвестр,дерьмо,15.02.2006 03:34
110,Сусан,Дэйвис,15.02.2006 03:34
112,РЮСЛЕН,Бакалл,15.02.2006 03:34
114,МОРГАН,МакДорманд,15.02.2006 03:34
115,Харрисон,Балэ,15.02.2006 03:34
118,Куба,АЛЕН,15.02.2006 03:34
120,ПЕНЕЛОПА,Монро,15.02.2006 03:34
121,ЛИЗА,БЕРГМАН,15.02.2006 03:34
123,Юлианна,ДЕНЧ,15.02.2006 03:34
125,Альберт,Нолте,15.02.2006 03:34
127,Кевин,Гарланд,15.02.2006 03:34
128,Кате,McQueen,15.02.2006 03:34
129,ДЭРЕК,КРОВАВЕДЫЙ,15.02.2006 03:34
131,Джейн,Джекман,15.02.2006 03:34
140,ХУПИ,ОБИДЯЙ,15.02.2006 03:34
141,Кате,Харрис,15.02.2006 03:34
146,Альберт,Йоханссон,15.02.2006 03:34
148,Эмили,ДИЕ,15.02.2006 03:34
156,Фэй,ДЕБО,15.02.2006 03:34
162,Опри,КИЛМЕР,15.02.2006 03:34
163,Кристофер,Запад,15.02.2006 03:34
169,КЕННЕТХ,ХОФМАН,15.02.2006 03:34
171,Олимпиада,ПФЕИФЕР,15.02.2006 03:34
174,Майкл,БЕНИНГ,15.02.2006 03:34
177,ГЕН,МакКеллен,15.02.2006 03:34
178,Лиза,Монро,15.02.2006 03:34
179,ED,Гиннесс,15.02.2006 03:34
180,ДЖЕФФ,Сильверстоун,15.02.2006 03:34
189,Куба,БИРСК,15.02.2006 03:34
191,Грегори,Доброго,15.02.2006 03:34
192,Джон,Сувари,15.02.2006 03:34
194,Мэрил,АЛЕН,15.02.2006 03:34
197,Рईस,Запад,15.02.2006 03:34
199,Юлия,ФОУЦЕТ,15.02.2006 03:34
