member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
1,Андерсон,QДQRJVEINMJYHK,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,8,,0.0,0.0,
5,Эфлин,"Это не текст на английском языке, и я не могу его перевести. Пожалуйста, предоставьте мне правильный английский текст для перевода.",, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
13,Маки,ДНУККВЛМВ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,2,,0.0,0.0,
52,Цукер,БВРАЭ,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:33,6,,0.0,0.0,
55,ЧЕН,ГИО,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:33,8,,0.0,0.0,
59,Гохан,"Я не могу перевести это, потому что это не английский язык. Пожалуйста, предоставьте текст на английском языке для перевода.",, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:33,9,,0.0,0.0,
64,Линг,ЗДНХ,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:33,7,,0.0,0.0,
75,Вольфмуле,BCOQSYPQYQGAWI,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:33,7,,0.0,0.0,
89,Кахрманн,"Да, это правильный ответ.",, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:33,4,,0.0,0.0,
114,Джонс,ХХФЗЛЗА,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,7,,0.0,0.0,
118,Нельсон,Текушка дата — 25 апреля 2024 года.,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,5,,0.0,0.0,
120,Пэйнтер,"Тут ничего не переведено, так как в вашем запросе нет английского текста для перевода. Пожалуйста, предоставьте текст на английском языке, и я с радостью выполню вашу просьбу.",, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,9,,0.0,0.0,
121,Квентин,gotbgya,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,9,,0.0,0.0,
129,Йонг,Цибиьйквойльфих,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,7,,0.0,0.0,
131,Андерсон,ДНХВ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,6,441.0,0.0,0.0,
143,Маки,Гибблклорденксу,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,2,459.0,0.0,0.0,
152,Ванн,ЗЖКРМАПБ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
185,ЧЕН,"Это не текст на английском или русском языке, поэтому я не могу его перевести.",, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:35,6,,0.0,0.0,
194,Линг,Это не имеет смысла.,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:35,9,,0.0,0.0,
201,ШТЕЙН,ЯРМЦУЭЙОАБМТ,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:35,4,,0.0,0.0,
204,Ванн,"Нет текста для перевода. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:35,6,,0.0,0.0,
224,Пэйнтер,НВОЙЛГВЭРКСЕТ,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:35,9,281.0,0.0,0.0,
227,ШТЕЙН,ХМГЛХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХ,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:35,7,,0.0,0.0,
243,Инфанте,ИПІМЕКСФО,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:35,3,,0.0,0.0,
248,Нельсон,"Указанный вами текст является аббревиатурой и не имеет прямого перевода на русский язык. Можно интерпретировать как ""Указание ключевых баллов оценки риска в сфере безопасности"".",, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:35,3,,0.0,0.0,
257,Вольфмуле,РЗЧМНВГХХЧКЛМНЛ,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:35,2,,0.0,0.0,
270,Джонс,БИМВСДФСПУМ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,6,,0.0,0.0,
281,Унаклет,ГХЧБФЕМВУС,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,3,,0.0,0.0,
304,РЯН,ХЛДВОФПКЛ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,9,,0.0,0.0,
320,ХАН,"Это не текст, который можно перевести, так как он состоит только из букв без какой-либо структуры или смысла.",, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,9,,0.0,0.0,
321,Инфанте,РМЖТВССДВВИТВ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
326,Нельсон,ДКЛНПХТПВТ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,6,,0.0,0.0,
354,Пэйнтер,КоАЗАМИВХЕВ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,9,,0.0,0.0,
359,Унаклет,НЕТО,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,5,,0.0,0.0,
369,Эфлин,"Я не могу перевести этот ввод, поскольку он содержит только буквы и символы, которые не соответствуют ни одному известным языку. Пожалуйста, введите текст для перевода на английском или другом поддерживаемом языке.",, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,2,,0.0,0.0,
379,ОЛФАНТ,ККООКСИДНТСУП,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,7,,0.0,0.0,
384,Толский,Львиный укус,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,5,,0.0,0.0,
395,Эфлин,ХВЕЙДЛИ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,6,,0.0,0.0,
398,ХАН,"Это не текст на английском языке, и я не могу перевести его обратно на английский. Пожалуйста, предоставьте мне текст на английском, который вы хотите перевести на русский язык.",, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
399,Инфанте,ЛПМ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
402,Линг,Пажбжиоуфдлп,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,6,,0.0,0.0,
430,Нельсон,Аджизлкдлджпк,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,6,492.0,0.0,0.0,
437,Унаклет,Это не имеет смысла.,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,3,,0.0,0.0,
441,Йонг,"[The translation is ""Good morning, how can I help you today?""]",, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,8,,0.0,0.0,
443,Андерсон,Легк,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,2,,0.0,0.0,
448,Флорини,Всемирный день радиосвязи,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
456,Нельсон,Ленье Лю,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,3,,0.0,0.0,
460,РЯН,"Это не имеет смысла. Пожалуйста, проверьте вводимые данные или предоставьте более четкие инструкции.",, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
462,Толский,RGOASROFVX,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
485,Квентин,fрэнч-райс с овощами,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,2,,0.0,0.0,
