actor_id,first_name,last_name,last_update
1,Пенелопа,ГИНЕСС,2006-02-15 03:34:33
2,Ник,Вальберг,2006-02-15 03:34:33
6,БЕТТЕ,Николсон,2006-02-15 03:34:33
9,Джо,ШАНОН,2006-02-15 03:34:33
10,Христиан,Габл,2006-02-15 03:34:33
11,Ноль,Клетка,2006-02-15 03:34:33
13,УМА,ДЛЯ,2006-02-15 03:34:33
16,ФРЕД,Кostenер,2006-02-15 03:34:33
17,Елена,Войт,2006-02-15 03:34:33
20,Люси́лла,Трейси,2006-02-15 03:34:33
21,Киристен,Пальто,2006-02-15 03:34:33
22,Элвис,Маркс,2006-02-15 03:34:33
26,"Пожалуйста, уточните, о каком RIP идет речь? Я могу помочь с переводом, если предоставите контекст или дополнительную информацию.",КРЭВФОРД,2006-02-15 03:34:33
28,ВУДИ,Хоффман,2006-02-15 03:34:33
30,Сандра,ПЕК,2006-02-15 03:34:33
31,Сисси,Собески,2006-02-15 03:34:33
33,Милья,ПЕК,2006-02-15 03:34:33
35,ЮДИ,ДЭН,2006-02-15 03:34:33
36,БЭРТ,Дукакис,2006-02-15 03:34:33
39,Голди,Броды,2006-02-15 03:34:33
40,Джонни,Клетка,2006-02-15 03:34:33
42,Том,Мираанда,2006-02-15 03:34:33
44,Ник,Сталлоне,2006-02-15 03:34:33
45,РЕЕС,КИЛМЭР,2006-02-15 03:34:33
47,Юлия,Барримор,2006-02-15 03:34:33
49,Анна,хронин,2006-02-15 03:34:33
50,НएТАЛИЕ,ХОУКИНС,2006-02-15 03:34:33
53,МЕНА,ТЕЛ,2006-02-15 03:34:33
59,Дастин,Тавтоу,2006-02-15 03:34:33
60,ХЭНРИ,Ягода,2006-02-15 03:34:33
62,Джейн,Низун,2006-02-15 03:34:33
63,КЭМЕРОН,Уэйрей,2006-02-15 03:34:33
64,Рэй,Джонссон,2006-02-15 03:34:33
65,Анджела,ХУДसन,2006-02-15 03:34:33
69,КЕННЕТХ,Пальто,2006-02-15 03:34:33
70,Мишель,МакКОНАГХЕЙ,2006-02-15 03:34:33
71,АДАМ,ГРАНТ,2006-02-15 03:34:33
73,Гари,ПЕНН,2006-02-15 03:34:33
74,Милья,Кайтел,2006-02-15 03:34:33
75,БЭРТ,Посьё,2006-02-15 03:34:33
77,Кари,МакКОНАГХЕЙ,2006-02-15 03:34:33
78,Гручо,Sinatra,2006-02-15 03:34:33
84,Джеймс,ПИТ,2006-02-15 03:34:33
85,Мини,Целлвегер,2006-02-15 03:34:33
87,Спенсер,ПЕК,2006-02-15 03:34:33
88,КЕННЕТХ,ПЕЩИ,2006-02-15 03:34:33
89,Чарлизе,Денч,2006-02-15 03:34:33
93,ЭЛЕН,ПРЕСТОЛ,2006-02-15 03:34:33
96,ГЕН,Уиллис,2006-02-15 03:34:33
97,МЕГ,ХОКЕ,2006-02-15 03:34:33
98,Крис,ПРАВОМЕРНЫЕ МЕСТА,2006-02-15 03:34:33
103,МАТВЕЙ,Лей.,2006-02-15 03:34:33
105,СИДНЕЙ,КРОВЕ,2006-02-15 03:34:33
106,Гручо,Дунст,2006-02-15 03:34:33
108,УАРЕН,No problem! I'm always happy to help. Please provide the text you would like me to translate from English to Russian.,2006-02-15 03:34:33
109,Сильвестр,Дерн,2006-02-15 03:34:33
112,РЮЦЕЛЬ,Бакалл,2006-02-15 03:34:33
114,Морган,Морманд,2006-02-15 03:34:33
116,Дэн,Стреп,2006-02-15 03:34:33
117,РЕНЕ,Трейси,2006-02-15 03:34:33
118,Куба,АЛЛЕН,2006-02-15 03:34:33
120,Пенелопа,Монро,2006-02-15 03:34:33
126,Франс,ТОМЕИ,2006-02-15 03:34:33
131,Джейн,Джекман,2006-02-15 03:34:33
135,Рита,РЕНАЛЬДЫ,2006-02-15 03:34:33
138,Люси́лла,ДИ,2006-02-15 03:34:33
139,ЕВАН,Добринг,2006-02-15 03:34:33
141,Кейт,ХАРРИС,2006-02-15 03:34:33
143,РИВЕР,ДЭН,2006-02-15 03:34:33
144,Анджела,Уитерспон,2006-02-15 03:34:33
146,Альберт,Джонссон,2006-02-15 03:34:33
147,Фэй,Уинслет,2006-02-15 03:34:33
150,Джейн,No problem! I'm always happy to help. Please provide the text you would like me to translate from English to Russian.,2006-02-15 03:34:33
152,БЕН,ХАРРИС,2006-02-15 03:34:33
155,ЯН,Тэнди,2006-02-15 03:34:33
157,Грета,Малден,2006-02-15 03:34:33
161,Харви,Надежда,2006-02-15 03:34:33
162,Опра,КИЛМЭР,2006-02-15 03:34:33
163,Кристофер,Запад,2006-02-15 03:34:33
164,ХАМФРЕЙ,Уиллис,2006-02-15 03:34:33
166,Ник,Дегенерацы,2006-02-15 03:34:33
167,Лауренс,Буллок,2006-02-15 03:34:33
169,КЕННЕТХ,Хоффман,2006-02-15 03:34:33
170,МЕНА,ХОППЕР,2006-02-15 03:34:33
174,Майкл,БЕНИNG,2006-02-15 03:34:33
175,УИЛЛЬЯМ,Хакман,2006-02-15 03:34:33
176,ИОН,ЧЕХ,2006-02-15 03:34:33
178,Лиза,Монро,2006-02-15 03:34:33
180,ДЖЕФФ,Сильверстоун,2006-02-15 03:34:33
181,МАТВЕЙ,КЭРИ,2006-02-15 03:34:33
182,Дебби,Акрайд,2006-02-15 03:34:33
184,ХАМФРЕЙ,Гарленд,2006-02-15 03:34:33
186,Юлия,Целлвегер,2006-02-15 03:34:33
188,РОК,Дукакис,2006-02-15 03:34:33
189,Куба,БИРЧ,2006-02-15 03:34:33
190,Аудри,БЭЛЕ,2006-02-15 03:34:33
193,БЭРТ,ТЕЛ,2006-02-15 03:34:33
194,МЭРЙЛ,АЛЛЕН,2006-02-15 03:34:33
195,Джейн,Сильверстоун,2006-02-15 03:34:33
197,РЕЕС,Запад,2006-02-15 03:34:33
198,МЭРИ,Кайтел,2006-02-15 03:34:33
200,Торха,ТЕЛ,2006-02-15 03:34:33
