actor_id,first_name,last_name,last_update
1,PENELOPE,GUINESS,2006-02-15T03:34:33
2,NICK,WAHLBERG,2006-02-15T03:34:33
6,BETTE,NICHOLSON,2006-02-15T03:34:33
9,JOE,SWANK,2006-02-15T03:34:33
10,CHRISTIAN,GABLE,2006-02-15T03:34:33
11,ZERO,CAGE,2006-02-15T03:34:33
13,UMA,WOOD,2006-02-15T03:34:33
16,FRED,COSTNER,2006-02-15T03:34:33
17,HELEN,VOIGHT,2006-02-15T03:34:33
20,LUCILLE,TRACY,2006-02-15T03:34:33
21,KIRSTEN,PALTROW,2006-02-15T03:34:33
22,ELVIS,MARX,2006-02-15T03:34:33
26,RIP,CRAWFORD,2006-02-15T03:34:33
28,WOODY,HOFFMAN,2006-02-15T03:34:33
30,SANDRA,PECK,2006-02-15T03:34:33
31,SISSY,SOBIESKI,2006-02-15T03:34:33
33,MILLA,PECK,2006-02-15T03:34:33
35,JUDY,DEAN,2006-02-15T03:34:33
36,BURT,DUKAKIS,2006-02-15T03:34:33
39,GOLDIE,BRODY,2006-02-15T03:34:33
40,JOHNNY,CAGE,2006-02-15T03:34:33
42,TOM,MIRANDA,2006-02-15T03:34:33
44,NICK,STALLONE,2006-02-15T03:34:33
45,REESE,KILMER,2006-02-15T03:34:33
47,JULIA,BARRYMORE,2006-02-15T03:34:33
49,ANNE,CRONYN,2006-02-15T03:34:33
50,NATALIE,HOPKINS,2006-02-15T03:34:33
53,MENA,TEMPLE,2006-02-15T03:34:33
59,DUSTIN,TAUTOU,2006-02-15T03:34:33
60,HENRY,BERRY,2006-02-15T03:34:33
62,JAYNE,NEESON,2006-02-15T03:34:33
63,CAMERON,WRAY,2006-02-15T03:34:33
64,RAY,JOHANSSON,2006-02-15T03:34:33
65,ANGELA,HUDSON,2006-02-15T03:34:33
69,KENNETH,PALTROW,2006-02-15T03:34:33
70,MICHELLE,MCCONAUGHEY,2006-02-15T03:34:33
71,ADAM,GRANT,2006-02-15T03:34:33
73,GARY,PENN,2006-02-15T03:34:33
74,MILLA,KEITEL,2006-02-15T03:34:33
75,BURT,POSEY,2006-02-15T03:34:33
77,CARY,MCCONAUGHEY,2006-02-15T03:34:33
78,GROUCHO,SINATRA,2006-02-15T03:34:33
84,JAMES,PITT,2006-02-15T03:34:33
85,MINNIE,ZELLWEGER,2006-02-15T03:34:33
87,SPENCER,PECK,2006-02-15T03:34:33
88,KENNETH,PESCI,2006-02-15T03:34:33
89,CHARLIZE,DENCH,2006-02-15T03:34:33
93,ELLEN,PRESLEY,2006-02-15T03:34:33
96,GENE,WILLIS,2006-02-15T03:34:33
97,MEG,HAWKE,2006-02-15T03:34:33
98,CHRIS,BRIDGES,2006-02-15T03:34:33
103,MATTHEW,LEIGH,2006-02-15T03:34:33
105,SIDNEY,CROWE,2006-02-15T03:34:33
106,GROUCHO,DUNST,2006-02-15T03:34:33
108,WARREN,NOLTE,2006-02-15T03:34:33
109,SYLVESTER,DERN,2006-02-15T03:34:33
112,RUSSELL,BACALL,2006-02-15T03:34:33
114,MORGAN,MCDORMAND,2006-02-15T03:34:33
116,DAN,STREEP,2006-02-15T03:34:33
117,RENEE,TRACY,2006-02-15T03:34:33
118,CUBA,ALLEN,2006-02-15T03:34:33
120,PENELOPE,MONROE,2006-02-15T03:34:33
126,FRANCES,TOMEI,2006-02-15T03:34:33
131,JANE,JACKMAN,2006-02-15T03:34:33
135,RITA,REYNOLDS,2006-02-15T03:34:33
138,LUCILLE,DEE,2006-02-15T03:34:33
139,EWAN,GOODING,2006-02-15T03:34:33
141,CATE,HARRIS,2006-02-15T03:34:33
143,RIVER,DEAN,2006-02-15T03:34:33
144,ANGELA,WITHERSPOON,2006-02-15T03:34:33
146,ALBERT,JOHANSSON,2006-02-15T03:34:33
147,FAY,WINSLET,2006-02-15T03:34:33
150,JAYNE,NOLTE,2006-02-15T03:34:33
152,BEN,HARRIS,2006-02-15T03:34:33
155,IAN,TANDY,2006-02-15T03:34:33
157,GRETA,MALDEN,2006-02-15T03:34:33
161,HARVEY,HOPE,2006-02-15T03:34:33
162,OPRAH,KILMER,2006-02-15T03:34:33
163,CHRISTOPHER,WEST,2006-02-15T03:34:33
164,HUMPHREY,WILLIS,2006-02-15T03:34:33
166,NICK,DEGENERES,2006-02-15T03:34:33
167,LAURENCE,BULLOCK,2006-02-15T03:34:33
169,KENNETH,HOFFMAN,2006-02-15T03:34:33
170,MENA,HOPPER,2006-02-15T03:34:33
174,MICHAEL,BENING,2006-02-15T03:34:33
175,WILLIAM,HACKMAN,2006-02-15T03:34:33
176,JON,CHASE,2006-02-15T03:34:33
178,LISA,MONROE,2006-02-15T03:34:33
180,JEFF,SILVERSTONE,2006-02-15T03:34:33
181,MATTHEW,CARREY,2006-02-15T03:34:33
182,DEBBIE,AKROYD,2006-02-15T03:34:33
184,HUMPHREY,GARLAND,2006-02-15T03:34:33
186,JULIA,ZELLWEGER,2006-02-15T03:34:33
188,ROCK,DUKAKIS,2006-02-15T03:34:33
189,CUBA,BIRCH,2006-02-15T03:34:33
190,AUDREY,BAILEY,2006-02-15T03:34:33
193,BURT,TEMPLE,2006-02-15T03:34:33
194,MERYL,ALLEN,2006-02-15T03:34:33
195,JAYNE,SILVERSTONE,2006-02-15T03:34:33
197,REESE,WEST,2006-02-15T03:34:33
198,MARY,KEITEL,2006-02-15T03:34:33
200,THORA,TEMPLE,2006-02-15T03:34:33
