member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
156,Цукер,ВИДГНДЦЕХЯАЧ,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:34,4,495.0,0.0,0.0,
270,Джонс,Бимвадсфспум,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:36,6,,0.0,0.0,
364,Цукер,"Это не текст на английском языке, и я не могу его перевести. Пожалуйста, предоставьте текст для перевода.",, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,9,,0.0,0.0,
416,Цукер,Это что-то на русском?,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
533,Маки,Вода для здоровья,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,9,346.0,0.0,0.0,
576,Дорр,МТЖЛДЮВ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,8,,0.0,0.0,
796,Пэйнтер,Сфлунггсдвфсдвидаис,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:42,7,,0.0,0.0,
948,Линг,"Я не понимаю, что вы имеете в виду. Пожалуйста, уточните ваш запрос.",, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:44,5,,0.0,0.0,
963,Андерсон,Двойной туз и два дюжины.,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:44,5,203.0,0.0,0.0,
1116,Хавьер,Мквипулпксрлц,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,,0.0,0.0,
1232,Джонс,КМЕЙСРТНКЗЛМНП,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,6,,0.0,0.0,
1263,ОЛФАНТ,РJKЕФБЮКСЦИ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,9,,0.0,0.0,
1322,Венн,МЖХХПТДББУОЛН,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,9,469.0,0.0,0.0,
1477,Унакетл,ЭФУЦПЛХБВПЛПЧФ,, , ,,,,,,13.10.1999 10:41,12.10.2000 10:41,4,441.0,0.0,0.0,
2096,Пэйнтер,Йвин,, , ,,,,,,13.10.1999 10:41,2000-10-12 10:41:59,4,,0.0,0.0,
2303,ОЛФАНТ,vgqcnjhqehfwlsvh,, , ,,,,,,"13.10.1999 г., 10:42",12.10.2000 10:42,6,,0.0,0.0,
2396,Дорр,КГВНХБР,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,3,,0.0,0.0,
2505,Инфанет,"Транслитерация: ""TRXNL QuyFNQZО""",, , ,,,,,,13.10.1999 10:42,2000-10-12 10:42:04,8,,0.0,0.0,
2663,Кахрманн,Это не текст на английском языке.,, , ,,,,,,13.10.1999 10:42,2000-10-12 10:42:06,6,,0.0,0.0,
2703,Йонг,ЦКРСПВНПГЛ,, , ,,,,,,13.10.1999 10:42,2000-10-12 10:42:06,7,,0.0,0.0,
2788,Флорини,Яблуко от яблони далеко не падает.,, , ,,,,,,13.10.1999 10:42,2000-10-12 10:42:07,4,,0.0,0.0,
2893,Гохан,БПЁВ,, , ,,,,,,13.10.1999 10:42:09,2000-10-12 10:42:09,9,150.0,0.0,0.0,
3051,Инфанет,Львиный король Джоракс,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,3,390.0,0.0,0.0,
3057,ОЛФАНТ,ЯХФОЗБГСМНВЛ,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,9,433.0,0.0,0.0,
3461,ЧЭН,Дждбрчфц,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,6,,0.0,0.0,
3779,Инфанет,ЛНФЕЙКВГФПНВ,, , ,,,,,,13.10.1999 10:42,2000-10-12 10:42:20,8,473.0,0.0,0.0,
3792,Венн,VGJХГЛХЦОАЮ,, , ,,,,,,13.10.1999 10:42,2000-10-12 10:42:20,7,,0.0,0.0,
3800,Дорр,"Это не текст на английском языке. Пожалуйста, предоставьте перевод с английского языка.",, , ,,,,,,13.10.1999 10:42,2000-10-12 10:42:20,7,,0.0,0.0,
3900,Цукер,Кренкс-на-Мее,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,9,476.0,0.0,0.0,
4293,ЧЭН,БЛПСЗКХШИЗОБЕТАТЬ,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,8,,0.0,0.0,
4551,Андерсон,"Это не имеет смысла и, вероятно, является результатом ошибки в исходном тексте.",, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,7,,0.0,0.0,
4583,Гохан,Уфлегджвсмгук,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,9,,0.0,0.0,
