member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
1225,CHEN,PRTJXWNNAQBFWQ,, , ,,,,,,1999-10-13T10:41:48,2000-10-12T10:41:48,2,280.0,0.0,0.0,
1793,YEONG,KHNUTNCZJKETWN,, , ,,,,,,1999-10-13T10:41:55,2000-10-12T10:41:55,8,,0.0,0.0,
2009,GOHAN,LECPGUMGN,, , ,,,,,,1999-10-13T10:41:58,2000-10-12T10:41:58,9,,0.0,0.0,
2728,XAVIER,SMB,, , ,,,,,,1999-10-13T10:42:07,2000-10-12T10:42:07,6,,0.0,0.0,
3279,CHEN,TWZJBNYMYDFNKN,, , ,,,,,,1999-10-13T10:42:14,2000-10-12T10:42:14,3,,0.0,0.0,
3385,EFLIN,LKNWERPPNWVRUK,, , ,,,,,,1999-10-13T10:42:15,2000-10-12T10:42:15,4,209.0,0.0,0.0,
3643,CHEN,JWMUOHPVS,, , ,,,,,,1999-10-13T10:42:18,2000-10-12T10:42:18,5,,0.0,0.0,
4394,ZUCKER,EMMPTRHENXMVSX,, , ,,,,,,1999-10-13T10:42:28,2000-10-12T10:42:28,4,,0.0,0.0,
4397,CHEN,IYYYHNVCYXKU,, , ,,,,,,1999-10-13T10:42:28,2000-10-12T10:42:28,6,267.0,0.0,0.0,
4617,OLPHANT,BKIUXLBPPXWO,, , ,,,,,,1999-10-13T10:42:30,2000-10-12T10:42:30,5,,0.0,0.0,
4666,LING,FCFJVSTJ,, , ,,,,,,1999-10-13T10:42:31,2000-10-12T10:42:31,5,,0.0,0.0,
4740,HAHN,PKFNMDHNB,, , ,,,,,,1999-10-13T10:42:32,2000-10-12T10:42:32,8,,0.0,0.0,
4948,HAHN,OWLHXMNLHGPFWS,, , ,,,,,,1999-10-13T10:42:34,2000-10-12T10:42:34,2,,0.0,0.0,
5076,FLORINI,QEEMQQGQAK,, , ,,,,,,1999-10-13T10:42:36,2000-10-12T10:42:36,4,458.0,0.0,0.0,
5345,OLPHANT,JAVFVN,, , ,,,,,,1999-10-13T10:42:39,2000-10-12T10:42:39,2,,0.0,0.0,
5432,XAVIER,KOV,, , ,,,,,,1999-10-13T10:42:40,2000-10-12T10:42:40,6,,0.0,0.0,
5628,LING,WCOIR,, , ,,,,,,1999-10-13T10:42:43,2000-10-12T10:42:43,7,,0.0,0.0,
5671,CHEN,AXUEDJQMGUCDDV,, , ,,,,,,1999-10-13T10:42:43,2000-10-12T10:42:43,7,,0.0,0.0,
5939,KAHRMANN,YVKEPGTM,, , ,,,,,,1999-10-13T10:42:46,2000-10-12T10:42:46,4,,0.0,0.0,
6033,ANDERSON,IKIVMIWB,, , ,,,,,,1999-10-13T10:42:48,2000-10-12T10:42:48,9,,0.0,0.0,
6063,EFLIN,PDGFLG,, , ,,,,,,1999-10-13T10:42:48,2000-10-12T10:42:48,4,,0.0,0.0,
6118,HAHN,RVJWKE,, , ,,,,,,1999-10-13T10:42:49,2000-10-12T10:42:49,4,,0.0,0.0,
6266,ZUCKER,UMMJSUURLPOHNB,, , ,,,,,,1999-10-13T10:42:50,2000-10-12T10:42:50,5,,0.0,0.0,
6349,EFLIN,ZSTJJUSQUICBFI,, , ,,,,,,1999-10-13T10:42:52,2000-10-12T10:42:52,6,,0.0,0.0,
6441,STEIN,OTXDO,, , ,,,,,,1999-10-13T10:42:53,2000-10-12T10:42:53,9,,0.0,0.0,
6660,DORR,GHZOJCJFBBMLVG,, , ,,,,,,1999-10-13T10:42:55,2000-10-12T10:42:55,5,,0.0,0.0,
6687,EFLIN,SERNCROZUQSWA,, , ,,,,,,1999-10-13T10:42:56,2000-10-12T10:42:56,9,,0.0,0.0,
7041,UNAKLET,SUBWCTKQEIEJMC,, , ,,,,,,1999-10-13T10:43:00,2000-10-12T10:43:00,6,,0.0,0.0,
