actor_id,first_name,last_name,last_update
5,JOHNNY,LOLLOBRIGIDA,2006-02-15T03:34:33
6,BETTE,NICHOLSON,2006-02-15T03:34:33
11,ZERO,CAGE,2006-02-15T03:34:33
12,KARL,BERRY,2006-02-15T03:34:33
18,DAN,TORN,2006-02-15T03:34:33
23,SANDRA,KILMER,2006-02-15T03:34:33
28,WOODY,HOFFMAN,2006-02-15T03:34:33
38,TOM,MCKELLEN,2006-02-15T03:34:33
42,TOM,MIRANDA,2006-02-15T03:34:33
47,JULIA,BARRYMORE,2006-02-15T03:34:33
49,ANNE,CRONYN,2006-02-15T03:34:33
52,CARMEN,HUNT,2006-02-15T03:34:33
54,PENELOPE,PINKETT,2006-02-15T03:34:33
58,CHRISTIAN,AKROYD,2006-02-15T03:34:33
60,HENRY,BERRY,2006-02-15T03:34:33
65,ANGELA,HUDSON,2006-02-15T03:34:33
66,MARY,TANDY,2006-02-15T03:34:33
68,RIP,WINSLET,2006-02-15T03:34:33
69,KENNETH,PALTROW,2006-02-15T03:34:33
80,RALPH,CRUZ,2006-02-15T03:34:33
85,MINNIE,ZELLWEGER,2006-02-15T03:34:33
96,GENE,WILLIS,2006-02-15T03:34:33
99,JIM,MOSTEL,2006-02-15T03:34:33
103,MATTHEW,LEIGH,2006-02-15T03:34:33
105,SIDNEY,CROWE,2006-02-15T03:34:33
110,SUSAN,DAVIS,2006-02-15T03:34:33
111,CAMERON,ZELLWEGER,2006-02-15T03:34:33
115,HARRISON,BALE,2006-02-15T03:34:33
116,DAN,STREEP,2006-02-15T03:34:33
120,PENELOPE,MONROE,2006-02-15T03:34:33
124,SCARLETT,BENING,2006-02-15T03:34:33
127,KEVIN,GARLAND,2006-02-15T03:34:33
137,MORGAN,WILLIAMS,2006-02-15T03:34:33
140,WHOOPI,HURT,2006-02-15T03:34:33
142,JADA,RYDER,2006-02-15T03:34:33
156,FAY,WOOD,2006-02-15T03:34:33
157,GRETA,MALDEN,2006-02-15T03:34:33
160,CHRIS,DEPP,2006-02-15T03:34:33
171,OLYMPIA,PFEIFFER,2006-02-15T03:34:33
173,ALAN,DREYFUSS,2006-02-15T03:34:33
182,DEBBIE,AKROYD,2006-02-15T03:34:33
191,GREGORY,GOODING,2006-02-15T03:34:33
192,JOHN,SUVARI,2006-02-15T03:34:33
193,BURT,TEMPLE,2006-02-15T03:34:33
196,BELA,WALKEN,2006-02-15T03:34:33
197,REESE,WEST,2006-02-15T03:34:33
