customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
25,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,29,1,2006-02-14T22:04:36,2006-02-15T03:57:20
27,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,31,1,2006-02-14T22:04:36,2006-02-15T03:57:20
28,1,CYNTHIA,YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,32,1,2006-02-14T22:04:36,2006-02-15T03:57:20
47,1,FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,51,1,2006-02-14T22:04:36,2006-02-15T03:57:20
55,2,DORIS,REED,DORIS.REED@sakilacustomer.org,59,1,2006-02-14T22:04:36,2006-02-15T03:57:20
73,2,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,77,1,2006-02-14T22:04:36,2006-02-15T03:57:20
80,1,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,84,1,2006-02-14T22:04:36,2006-02-15T03:57:20
82,1,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,86,1,2006-02-14T22:04:36,2006-02-15T03:57:20
110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,114,1,2006-02-14T22:04:36,2006-02-15T03:57:20
114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,1,2006-02-14T22:04:36,2006-02-15T03:57:20
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,1,2006-02-14T22:04:36,2006-02-15T03:57:20
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,1,2006-02-14T22:04:36,2006-02-15T03:57:20
120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,124,1,2006-02-14T22:04:36,2006-02-15T03:57:20
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,1,2006-02-14T22:04:36,2006-02-15T03:57:20
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,1,2006-02-14T22:04:36,2006-02-15T03:57:20
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,1,2006-02-14T22:04:36,2006-02-15T03:57:20
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,165,1,2006-02-14T22:04:36,2006-02-15T03:57:20
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,173,0,2006-02-14T22:04:36,2006-02-15T03:57:20
194,2,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,198,1,2006-02-14T22:04:36,2006-02-15T03:57:20
199,2,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,203,1,2006-02-14T22:04:36,2006-02-15T03:57:20
200,2,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,204,1,2006-02-14T22:04:36,2006-02-15T03:57:20
215,2,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,219,1,2006-02-14T22:04:36,2006-02-15T03:57:20
221,1,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,225,1,2006-02-14T22:04:36,2006-02-15T03:57:20
222,2,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,226,1,2006-02-14T22:04:36,2006-02-15T03:57:20
239,2,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,243,1,2006-02-14T22:04:36,2006-02-15T03:57:20
260,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,1,2006-02-14T22:04:36,2006-02-15T03:57:20
275,2,CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,280,1,2006-02-14T22:04:37,2006-02-15T03:57:20
278,2,BILLIE,HORTON,BILLIE.HORTON@sakilacustomer.org,283,1,2006-02-14T22:04:37,2006-02-15T03:57:20
279,2,DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,284,1,2006-02-14T22:04:37,2006-02-15T03:57:20
283,1,FELICIA,SUTTON,FELICIA.SUTTON@sakilacustomer.org,288,1,2006-02-14T22:04:37,2006-02-15T03:57:20
284,1,SONIA,GREGORY,SONIA.GREGORY@sakilacustomer.org,289,1,2006-02-14T22:04:37,2006-02-15T03:57:20
