address_id,address,address2,district,city_id,postal_code,phone,last_update
1,47 MySakila Drive,,Alberta,300,,,2006-02-15T03:45:30
3,23 Workhaven Lane,,Alberta,300,,14033335568.0,2006-02-15T03:45:30
14,1531 Sal Drive,,Esfahan,162,53628.0,648856936185.0,2006-02-15T03:45:30
25,262 A Corua (La Corua) Parkway,,Dhaka,525,34418.0,892775750063.0,2006-02-15T03:45:30
34,1668 Anpolis Street,,Taipei,316,50199.0,525255540978.0,2006-02-15T03:45:30
49,1718 Valencia Street,,Antofagasta,27,37359.0,675292816413.0,2006-02-15T03:45:30
72,57 Arlington Manor,,Madhya Pradesh,475,48960.0,990214419142.0,2006-02-15T03:45:30
73,1031 Daugavpils Parkway,,Bchar,63,59025.0,107137400143.0,2006-02-15T03:45:30
74,1124 Buenaventura Drive,,Mekka,13,6856.0,407733804223.0,2006-02-15T03:45:30
86,927 Baha Blanca Parkway,,Krim,479,9495.0,821972242086.0,2006-02-15T03:45:30
88,125 Citt del Vaticano Boulevard,,Puebla,40,67912.0,48417642933.0,2006-02-15T03:45:30
101,1599 Plock Drive,,Tete,534,71986.0,817248913162.0,2006-02-15T03:45:30
105,733 Mandaluyong Place,,Asir,2,77459.0,196568435814.0,2006-02-15T03:45:30
114,804 Elista Drive,,Hubei,159,61069.0,379804592943.0,2006-02-15T03:45:30
132,1050 Garden Grove Avenue,,Slaskie,236,4999.0,973047364353.0,2006-02-15T03:45:30
136,898 Belm Manor,,Free State,87,49757.0,707169393853.0,2006-02-15T03:45:30
142,1587 Sullana Lane,,Inner Mongolia,207,85769.0,468060467018.0,2006-02-15T03:45:30
148,1027 Songkhla Manor,,Minsk,340,30861.0,563660187896.0,2006-02-15T03:45:30
153,782 Mosul Street,,Massachusetts,94,25545.0,885899703621.0,2006-02-15T03:45:30
158,798 Cianjur Avenue,,Shanxi,590,76990.0,499408708580.0,2006-02-15T03:45:30
163,1440 Compton Place,,North Austria,307,81037.0,931059836497.0,2006-02-15T03:45:30
166,1740 Le Mans Loop,,Pays de la Loire,297,22853.0,168476538960.0,2006-02-15T03:45:30
169,154 Tallahassee Loop,,Xinxiang,199,62250.0,935508855935.0,2006-02-15T03:45:30
170,710 San Felipe del Progreso Avenue,,Lilongwe,304,76901.0,843801144113.0,2006-02-15T03:45:30
171,1540 Wroclaw Drive,,Maharashtra,107,62686.0,182363341674.0,2006-02-15T03:45:30
181,146 Johannesburg Way,,Tamaulipas,330,54132.0,953689007081.0,2006-02-15T03:45:30
195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,369,65387.0,812824036424.0,2006-02-15T03:45:30
200,1074 Binzhou Manor,,Baden-Wrttemberg,325,36490.0,331132568928.0,2006-02-15T03:45:30
238,346 Skikda Parkway,,Hawalli,233,90628.0,630424482919.0,2006-02-15T03:45:30
241,647 A Corua (La Corua) Street,,Chollanam,357,36971.0,792557457753.0,2006-02-15T03:45:30
252,1309 Weifang Street,,Florida,520,57338.0,435785045362.0,2006-02-15T03:45:30
253,1760 Oshawa Manor,,Tianjin,535,38140.0,56257502250.0,2006-02-15T03:45:30
262,771 Yaound Manor,,Sofala,64,86768.0,245477603573.0,2006-02-15T03:45:30
293,86 Higashiosaka Lane,,Guanajuato,563,33768.0,957128697225.0,2006-02-15T03:45:30
326,470 Boksburg Street,,Central,81,97960.0,908029859266.0,2006-02-15T03:45:30
342,124 al-Manama Way,,Hiroshima,382,52368.0,647899404952.0,2006-02-15T03:45:30
345,68 Ponce Parkway,,Hanoi,201,85926.0,870635127812.0,2006-02-15T03:45:30
349,1516 Escobar Drive,,Tongatapu,370,46069.0,64536069371.0,2006-02-15T03:45:30
350,1628 Nagareyama Lane,,Central,453,60079.0,20064292617.0,2006-02-15T03:45:30
352,1673 Tangail Drive,,Daugavpils,137,26857.0,627924259271.0,2006-02-15T03:45:30
375,1049 Matamoros Parkway,,Karnataka,191,69640.0,960505250340.0,2006-02-15T03:45:30
410,88 Nagaon Manor,,Buenos Aires,524,86868.0,779461480495.0,2006-02-15T03:45:30
415,432 Garden Grove Street,,Ontario,430,65630.0,615964523510.0,2006-02-15T03:45:30
439,1351 Aparecida de Goinia Parkway,,Northern Mindanao,391,41775.0,959834530529.0,2006-02-15T03:45:30
449,1289 Belm Boulevard,,Tartumaa,530,88306.0,237368926031.0,2006-02-15T03:45:30
451,1704 Tambaram Manor,,West Bengali,554,2834.0,39463554936.0,2006-02-15T03:45:30
452,207 Cuernavaca Loop,,Tatarstan,352,52671.0,782900030287.0,2006-02-15T03:45:30
456,814 Simferopol Loop,,Sinaloa,154,48745.0,524567129902.0,2006-02-15T03:45:30
464,76 Kermanshah Manor,,Esfahan,423,23343.0,762361821578.0,2006-02-15T03:45:30
472,1447 Chatsworth Place,,Chihuahua,129,41545.0,769370126331.0,2006-02-15T03:45:30
478,1078 Stara Zagora Drive,,Aceh,301,69221.0,932992626595.0,2006-02-15T03:45:30
485,984 Novoterkassk Loop,,Gaziantep,180,28165.0,435118527255.0,2006-02-15T03:45:30
496,775 ostka Drive,,al-Daqahliya,337,22358.0,171973024401.0,2006-02-15T03:45:30
544,183 Haiphong Street,,Jilin,46,69953.0,488600270038.0,2006-02-15T03:45:30
562,869 Shikarpur Way,,England,496,57380.0,590764256785.0,2006-02-15T03:45:30
565,1741 Hoshiarpur Boulevard,,al-Sharqiya,79,22372.0,855066328617.0,2006-02-15T03:45:30
567,1894 Boa Vista Way,,Texas,178,77464.0,239357986667.0,2006-02-15T03:45:30
581,186 Skikda Lane,,Morelos,131,89422.0,14465669789.0,2006-02-15T03:45:30
591,773 Dallas Manor,,Buenos Aires,424,12664.0,914466027044.0,2006-02-15T03:45:30
