address_id,address,address2,district,city_id,postal_code,phone,last_update
5,1913 Ханойский путь,,Нагасаки,463,35200,28303384290,2006-02-15T03:45:30
10,1795 Сантьяго-де-Компостела-Вай,,Техас,295,18743,860452626434,2006-02-15T03:45:30
12,478 Joliet Way,,Гамильтон,200,77948,657282285970,2006-02-15T03:45:30
13,613 &lt; &lt; Королев Драйв &gt; &gt;,,Маскат,329,45844,380657522649,2006-02-15T03:45:30
15,1542 Tarlac Parkway,,Канагава,440,1027,635297277345,2006-02-15T03:45:30
17,270 Amroha Parkway,,Османийе,384,29610,695479687538,2006-02-15T03:45:30
33,786 Aurora Avenue,,Ямагути,474,65750,18461860151,2006-02-15T03:45:30
36,176 Мандалуйонг Площадь,,Уттар-Прадеш,239,65213,627705991774,2006-02-15T03:45:30
39,391 Каллао Драйв,,Миди-Пирны,544,34021,440512153169,2006-02-15T03:45:30
44,671 Грац-стрит,,Восточная,353,94399,680768868518,2006-02-15T03:45:30
54,115 &lt; &lt; Идальго Парквей &gt; &gt;,,Хартум,379,80168,307703950263,2006-02-15T03:45:30
57,17 Кабульский бульвар,,Чиба,355,38594,697760867968,2006-02-15T03:45:30
59,1697 Кулун и Нью-Коулун-Луп,,Москова,49,57807,499352017190,2006-02-15T03:45:30
63,1213 Парквэй Ранчи,,Карнатака,350,94352,800024380485,2006-02-15T03:45:30
64,81 Ходейда,,Раджастан,231,55561,250767749542,2006-02-15T03:45:30
65,915 Ponce Place,,Базель-Штадт,56,83980,1395251317,2006-02-15T03:45:30
69,698 улица Отсу,,Кайенн,105,71110,409983924481,2006-02-15T03:45:30
77,1947 год Бульвар &lt; &lt; Пус де Кальдас &gt; &gt;,,Чиаи,114,60951,427454485876,2006-02-15T03:45:30
78,1206 Дос Кебрадас Площадь,,"Итак, Пауло",431,20207,241832790687,2006-02-15T03:45:30
84,1888 Кабул Драйв,,Ойо и Осун,217,20936,701457319790,2006-02-15T03:45:30
88,125 Бульвар &lt; &lt; Цитт дель Ватикано &gt; &gt;,,Пуэбла,40,67912,48417642933,2006-02-15T03:45:30
89,1557 Бульвар Ктахья,,Англия,88,88002,720998247660,2006-02-15T03:45:30
93,1926 Эль-Альто Авеню,,Буэнос-Айрес,289,75543,846225459260,2006-02-15T03:45:30
94,1952 Чатсворт Драйв,,Гуандун,332,25958,991562402283,2006-02-15T03:45:30
98,152 Kitwe Parkway,,Карага,82,53182,835433605312,2006-02-15T03:45:30
104,1913 Камакура Площадь,,Липетск,238,97287,942570536750,2006-02-15T03:45:30
105,733 Мандалуйонг Площадь,,Асир,2,77459,196568435814,2006-02-15T03:45:30
108,1386 Янгор Авеню,,Прованс-Альпес-Сте,543,80720,449216226468,2006-02-15T03:45:30
109,454 Бульвар Накхона Савана,,Фунафути,173,76383,963887147572,2006-02-15T03:45:30
117,1079 Бульвар Тель-Авив-Джаффа,,Сукре,132,10885,358178933857,2006-02-15T03:45:30
120,544 Мальм Парквей,,Центральная Ява,403,63502,386759646229,2006-02-15T03:45:30
127,117 &lt; &lt; Путь Боа-Виста &gt; &gt;,,Уттар-Прадеш,566,6804,677976133614,2006-02-15T03:45:30
128,848 Поместье Тафуны,,Ктахья,281,45142,614935229095,2006-02-15T03:45:30
129,569 Бейченг Лейн,,Гаутенг,85,60304,490211944645,2006-02-15T03:45:30
132,1050 Garden Grove Avenue,,Шласки,236,4999,973047364353,2006-02-15T03:45:30
