actor_id,first_name,last_name,last_update
2,НИК,ВАШЛБЕРГ,2006-02-15T03:34:33
4,ЯНВАРЬ,ДАВИС,2006-02-15T03:34:33
5,Джонни,ЛОЛЛУБРИГИЯ,2006-02-15T03:34:33
7,СВОБОДЫ,МОСТЕЛ,2006-02-15T03:34:33
8,МАТФЕЯ,ДЖОХАНСОН,2006-02-15T03:34:33
11,ЗЕРО,СРОКИ,2006-02-15T03:34:33
12,КАРЛ,БЕРРИ,2006-02-15T03:34:33
13,УМА,ПИТАНИЕ,2006-02-15T03:34:33
14,ВИВЕН,БЕРГЕН,2006-02-15T03:34:33
15,КУБА,ОЛИВЬЕ,2006-02-15T03:34:33
16,ФРЕД,КОЛИЧЕСТВО,2006-02-15T03:34:33
19,БОБ,ФАВСЕТТ,2006-02-15T03:34:33
20,ИЗЛОЖЕНИЕ,Трейси,2006-02-15T03:34:33
21,КИСТЕН,ПОЛОЖЕНИЕ,2006-02-15T03:34:33
22,ПЗВИС,MARX,2006-02-15T03:34:33
23,САНДРА,КИЛМЕР,2006-02-15T03:34:33
24,КАМЕРОН,ПРЕВЫШЕНИЕ,2006-02-15T03:34:33
26,RIP,КРАФОРД,2006-02-15T03:34:33
28,ВУДЬЕ,Хозяин,2006-02-15T03:34:33
29,АЛЕК,Уэйн,2006-02-15T03:34:33
31,СЕССИЯ,СОБИЙСКИЙ,2006-02-15T03:34:33
32,TIM,ХАКМАН,2006-02-15T03:34:33
33,МИЛЛА,УПАКОВКА,2006-02-15T03:34:33
34,Аудрий,ОЛИВЬЕ,2006-02-15T03:34:33
36,БЕРТ,ДУКАКИС,2006-02-15T03:34:33
39,ГОЛДИ,Брюс,2006-02-15T03:34:33
41,JODIE,ДЕГЕНЕРЫ,2006-02-15T03:34:33
46,Паркер,ГОЛДБЕРГ,2006-02-15T03:34:33
47,ЮЛИЯ,БАРРИМОР,2006-02-15T03:34:33
48,ДВИГАТЕЛЕЙ,ДЕНЬ-ЛЕВИС,2006-02-15T03:34:33
50,НАТАЛИЯ,ГОЛОСОВАНИЕ,2006-02-15T03:34:33
51,Гэри,ФЁНИС,2006-02-15T03:34:33
52,АВТОМОБИЛЬНЫЕ ТРАНСПОРТНЫЕ СРЕДСТВА,МЯСО,2006-02-15T03:34:33
54,ПЕНЕЛОП,ПИНКЕТТ,2006-02-15T03:34:33
57,СУД,КРУИС,2006-02-15T03:34:33
59,ДУСТИН,ТОЛЬКО,2006-02-15T03:34:33
60,ХЕНРИ,БЕРРИ,2006-02-15T03:34:33
61,ХРИСТИАНСКИЙ,НЕСОН,2006-02-15T03:34:33
63,КАМЕРОН,ВРЕМЯ,2006-02-15T03:34:33
65,Анхела,ГУДСОН,2006-02-15T03:34:33
66,Мэри,ТАНДИ,2006-02-15T03:34:33
67,ДЖЕССИКА,Бэйли,2006-02-15T03:34:33
68,RIP,ВИНСЛЕТ,2006-02-15T03:34:33
70,МИХЕЛЛ,MCCONAUGHEY,2006-02-15T03:34:33
71,ADAM,ГАРАНТИЯ,2006-02-15T03:34:33
72,ЗЕМЛЕПОЛЬЗОВАНИЕ,УЛИЯ,2006-02-15T03:34:33
74,МИЛЛА,КИТЕЛЬ,2006-02-15T03:34:33
75,БЕРТ,ѕосей,2006-02-15T03:34:33
76,АНГЕЛЬИНА,УСТРОЙСТВО,2006-02-15T03:34:33
79,МЕЙ,Хозяин,2006-02-15T03:34:33
80,РАЛФ,КРУЗ,2006-02-15T03:34:33
82,ВУДЬЕ,Джули,2006-02-15T03:34:33
84,ДЖАМЕС,ПИТТ,2006-02-15T03:34:33
86,ГРЕГ,ЧАПЛИН,2006-02-15T03:34:33
88,КЕННЕТ,ПЭКИ,2006-02-15T03:34:33
89,ЧАРЛИЗ,Денч,2006-02-15T03:34:33
92,КИСТЕН,АКРОИД,2006-02-15T03:34:33
93,ЭЛЕН,ПРЕСЛЕДОВАНИЯ,2006-02-15T03:34:33
96,ЖЕНЕ,УИЛЛИС,2006-02-15T03:34:33
97,МГЭ,ХАЙК,2006-02-15T03:34:33
98,КРИС,БРИДЖЕТЫ,2006-02-15T03:34:33
99,ДЖИМ,МОСТЕЛ,2006-02-15T03:34:33
