member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
1566,FLORINI,WXKTWBULZSS,, , ,,,,,,1999-10-13T10:41:52,2000-10-12T10:41:52,9,,0.0,0.0,
2929,QUINT,NKTNDTLNHLNIHY,, , ,,,,,,1999-10-13T10:42:09,2000-10-12T10:42:09,6,,0.0,0.0,
3666,ZUCKER,UGRFDQLXYDYFMB,, , ,,,,,,1999-10-13T10:42:18,2000-10-12T10:42:18,7,,0.0,0.0,
4368,ZUCKER,XQLMPYPNFUGDWN,, , ,,,,,,1999-10-13T10:42:27,2000-10-12T10:42:27,6,,0.0,0.0,
4460,NELSON,JJMHYKJMWZ,, , ,,,,,,1999-10-13T10:42:28,2000-10-12T10:42:28,4,,0.0,0.0,
4531,GOHAN,HXLSWFMNPMSLUO,, , ,,,,,,1999-10-13T10:42:29,2000-10-12T10:42:29,7,,0.0,0.0,
4644,PAYNTER,FCRRJWWNJFFGTU,, , ,,,,,,1999-10-13T10:42:31,2000-10-12T10:42:31,2,,0.0,0.0,
4681,ANDERSON,SLMOTFPYKXZPSF,, , ,,,,,,1999-10-13T10:42:31,2000-10-12T10:42:31,8,,0.0,0.0,
4834,XAVIER,HCGSOOGQGCOL,, , ,,,,,,1999-10-13T10:42:33,2000-10-12T10:42:33,4,272.0,0.0,0.0,
4934,TOLSKY,SXRSRM,, , ,,,,,,1999-10-13T10:42:34,2000-10-12T10:42:34,6,,0.0,0.0,
4937,WOLFMULE,XHBCQDPEECPYOM,, , ,,,,,,1999-10-13T10:42:34,2000-10-12T10:42:34,6,,0.0,0.0,
5086,PAYNTER,BKNQSNIJLBCWRX,, , ,,,,,,1999-10-13T10:42:36,2000-10-12T10:42:36,3,479.0,0.0,0.0,
5164,PAYNTER,CXCJFVUXLHMTAI,, , ,,,,,,1999-10-13T10:42:37,2000-10-12T10:42:37,8,,0.0,0.0,
5429,UNAKLET,HBIAZ,, , ,,,,,,1999-10-13T10:42:40,2000-10-12T10:42:40,9,358.0,0.0,0.0,
5465,EFLIN,UTLKBWZBSEB,, , ,,,,,,1999-10-13T10:42:41,2000-10-12T10:42:41,6,,0.0,0.0,
5620,DORR,FPNWAQUXGVOOYJ,, , ,,,,,,1999-10-13T10:42:43,2000-10-12T10:42:43,8,,0.0,0.0,
5630,NELSON,DCYWJKPYOEC,, , ,,,,,,1999-10-13T10:42:43,2000-10-12T10:42:43,5,,0.0,0.0,
5792,TOLSKY,DEO,, , ,,,,,,1999-10-13T10:42:45,2000-10-12T10:42:45,4,,0.0,0.0,
6036,DORR,HPSYXCY,, , ,,,,,,1999-10-13T10:42:48,2000-10-12T10:42:48,7,,0.0,0.0,
6415,STEIN,WJRWEJ,, , ,,,,,,1999-10-13T10:42:52,2000-10-12T10:42:52,7,,0.0,0.0,
6428,FLORINI,TBSBQBUZOB,, , ,,,,,,1999-10-13T10:42:53,2000-10-12T10:42:53,8,,0.0,0.0,
6517,QUINT,FSGLFGKXFXMKBL,, , ,,,,,,1999-10-13T10:42:54,2000-10-12T10:42:54,8,,0.0,0.0,
7013,STEIN,GZGKAGPYRKG,, , ,,,,,,1999-10-13T10:43:00,2000-10-12T10:43:00,2,397.0,0.0,0.0,
7089,QUINT,CMBIJSWQCXFE,, , ,,,,,,1999-10-13T10:43:01,2000-10-12T10:43:01,2,282.0,0.0,0.0,
7107,INFANTE,YJCPCNPNOFRIB,, , ,,,,,,1999-10-13T10:43:01,2000-10-12T10:43:01,7,,0.0,0.0,
7121,WOLFMULE,VQYUVFSS,, , ,,,,,,1999-10-13T10:43:01,2000-10-12T10:43:01,5,,0.0,0.0,
7416,FLORINI,DHENXVNHBQPWOL,, , ,,,,,,1999-10-13T10:43:05,2000-10-12T10:43:05,9,,0.0,0.0,
7625,GOHAN,ZBNXQBXWFJGKMS,, , ,,,,,,1999-10-13T10:43:07,2000-10-12T10:43:07,3,,0.0,0.0,
7679,INFANTE,UBROPOKTJ,, , ,,,,,,1999-10-13T10:43:08,2000-10-12T10:43:08,4,,0.0,0.0,
7702,FLORINI,JHIQFQ,, , ,,,,,,1999-10-13T10:43:08,2000-10-12T10:43:08,9,,0.0,0.0,
7746,XAVIER,BMUNDIHBMPHJE,, , ,,,,,,1999-10-13T10:43:09,2000-10-12T10:43:09,4,405.0,0.0,0.0,
7801,ANDERSON,FXNVLBTQ,, , ,,,,,,1999-10-13T10:43:10,2000-10-12T10:43:10,5,352.0,0.0,0.0,
8055,UNAKLET,XOJWQJBWGWRKUK,, , ,,,,,,1999-10-13T10:43:13,2000-10-12T10:43:13,5,,0.0,0.0,
8239,WOLFMULE,UDBXLRCZVSAPKP,, , ,,,,,,1999-10-13T10:43:15,2000-10-12T10:43:15,9,,0.0,0.0,
8265,WOLFMULE,EJNIWEGBVHELIA,, , ,,,,,,1999-10-13T10:43:15,2000-10-12T10:43:15,6,,0.0,0.0,
8392,TOLSKY,ULDMSXYUNIDOVW,, , ,,,,,,1999-10-13T10:43:17,2000-10-12T10:43:17,6,,0.0,0.0,
8422,XAVIER,TXBHLA,, , ,,,,,,1999-10-13T10:43:17,2000-10-12T10:43:17,5,,0.0,0.0,
8449,YEONG,KWHTRJF,, , ,,,,,,1999-10-13T10:43:17,2000-10-12T10:43:17,5,,0.0,0.0,
8677,STEIN,VPBRWMNQRMWKRU,, , ,,,,,,1999-10-13T10:43:20,2000-10-12T10:43:20,9,,0.0,0.0,
8689,EFLIN,IOZJWEUFCXJ,, , ,,,,,,1999-10-13T10:43:21,2000-10-12T10:43:21,2,376.0,0.0,0.0,
8691,GOHAN,TEWWTCFMEBYRTY,, , ,,,,,,1999-10-13T10:43:21,2000-10-12T10:43:21,4,,0.0,0.0,
8766,DORR,WYUUHFUANM,, , ,,,,,,1999-10-13T10:43:22,2000-10-12T10:43:22,3,,0.0,0.0,
8784,VANN,YYXECERREPQMOD,, , ,,,,,,1999-10-13T10:43:22,2000-10-12T10:43:22,7,395.0,0.0,0.0,
8814,ZUCKER,HXHWKYFYXOXQYW,, , ,,,,,,1999-10-13T10:43:22,2000-10-12T10:43:22,2,,0.0,0.0,
8834,TOLSKY,VBYY,, , ,,,,,,1999-10-13T10:43:22,2000-10-12T10:43:22,9,,0.0,0.0,
8851,KAHRMANN,GULBUYBMUOSVIL,, , ,,,,,,1999-10-13T10:43:22,2000-10-12T10:43:22,3,,0.0,0.0,
8892,ZUCKER,HUXHYFCKUOUQPB,, , ,,,,,,1999-10-13T10:43:23,2000-10-12T10:43:23,6,,0.0,0.0,
8947,CHEN,LMPBFDXQJNBOGQ,, , ,,,,,,1999-10-13T10:43:24,2000-10-12T10:43:24,2,,0.0,0.0,
8996,ZUCKER,LQYRJPKL,, , ,,,,,,1999-10-13T10:43:24,2000-10-12T10:43:24,6,,0.0,0.0,
9105,EFLIN,RESERVBRGWWRSA,, , ,,,,,,1999-10-13T10:43:26,2000-10-12T10:43:26,7,,0.0,0.0,
9196,RYAN,YHSO,, , ,,,,,,1999-10-13T10:43:27,2000-10-12T10:43:27,4,,0.0,0.0,
9210,FLORINI,CVTOUPDXAV,, , ,,,,,,1999-10-13T10:43:27,2000-10-12T10:43:27,7,,0.0,0.0,
9315,GOHAN,JBBMICDDEGNTEE,, , ,,,,,,1999-10-13T10:43:28,2000-10-12T10:43:28,7,306.0,0.0,0.0,
9399,MAKAI,JHYNPPUCXSGPIF,, , ,,,,,,1999-10-13T10:43:29,2000-10-12T10:43:29,2,,0.0,0.0,
9464,ZUCKER,WYLJMNXQID,, , ,,,,,,1999-10-13T10:43:30,2000-10-12T10:43:30,5,,0.0,0.0,
9547,EFLIN,WKYYNY,, , ,,,,,,1999-10-13T10:43:31,2000-10-12T10:43:31,6,219.0,0.0,0.0,
