member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
1631,STEIN,ZSSCRMOKOFXEHT,, , ,,,,,,1999-10-13T10:41:53,2000-10-12T10:41:53,2,,0.0,0.0,
1981,EFLIN,NGZMVTBJMPGU,, , ,,,,,,1999-10-13T10:41:57,2000-10-12T10:41:57,6,,0.0,0.0,
2790,HAHN,IBY,, , ,,,,,,1999-10-13T10:42:07,2000-10-12T10:42:07,7,,0.0,0.0,
3208,JONES,UDDNLWYVREIGRL,, , ,,,,,,1999-10-13T10:42:13,2000-10-12T10:42:13,5,,0.0,0.0,
3591,CHEN,MUFBVDDPR,, , ,,,,,,1999-10-13T10:42:18,2000-10-12T10:42:18,6,,0.0,0.0,
3862,NELSON,GVPS,, , ,,,,,,1999-10-13T10:42:21,2000-10-12T10:42:21,7,,0.0,0.0,
4152,RYAN,JDC,, , ,,,,,,1999-10-13T10:42:25,2000-10-12T10:42:25,9,,0.0,0.0,
4330,NELSON,KJRKCYHOFNTCLU,, , ,,,,,,1999-10-13T10:42:27,2000-10-12T10:42:27,5,,0.0,0.0,
4713,GOHAN,UPUO,, , ,,,,,,1999-10-13T10:42:32,2000-10-12T10:42:32,5,,0.0,0.0,
4941,ANDERSON,DMJZBLTZDSLSEJ,, , ,,,,,,1999-10-13T10:42:34,2000-10-12T10:42:34,4,397.0,0.0,0.0,
5326,VANN,TKHQPEFJCJIK,, , ,,,,,,1999-10-13T10:42:39,2000-10-12T10:42:39,7,,0.0,0.0,
5432,XAVIER,KOV,, , ,,,,,,1999-10-13T10:42:40,2000-10-12T10:42:40,6,,0.0,0.0,
5560,VANN,DUQUTBGBSUWSRS,, , ,,,,,,1999-10-13T10:42:42,2000-10-12T10:42:42,4,,0.0,0.0,
5781,INFANTE,EBBRETC,, , ,,,,,,1999-10-13T10:42:45,2000-10-12T10:42:45,8,,0.0,0.0,
5935,GOHAN,HKDFQFXB,, , ,,,,,,1999-10-13T10:42:46,2000-10-12T10:42:46,8,,0.0,0.0,
5946,RYAN,LNZRFVDOHVROJW,, , ,,,,,,1999-10-13T10:42:47,2000-10-12T10:42:47,6,,0.0,0.0,
6102,RYAN,BGROQXN,, , ,,,,,,1999-10-13T10:42:48,2000-10-12T10:42:48,2,,0.0,0.0,
6602,XAVIER,DELBHJGDHBMRQM,, , ,,,,,,1999-10-13T10:42:55,2000-10-12T10:42:55,6,,0.0,0.0,
6608,DORR,DOHBBZUQMEK,, , ,,,,,,1999-10-13T10:42:55,2000-10-12T10:42:55,6,,0.0,0.0,
6740,FLORINI,QLKGGCDTYTFCMN,, , ,,,,,,1999-10-13T10:42:56,2000-10-12T10:42:56,6,,0.0,0.0,
6744,JONES,OIXVVQHSPDMFHD,, , ,,,,,,1999-10-13T10:42:56,2000-10-12T10:42:56,3,,0.0,0.0,
