member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
59,GOHAN,YCDTPEFA,, , ,,,,,,1999-10-13T10:41:33,2000-10-12T10:41:33,9,,0.0,0.0,
137,GOHAN,XWGM,, , ,,,,,,1999-10-13T10:41:34,2000-10-12T10:41:34,9,,0.0,0.0,
791,KAHRMANN,NXZITENSEUVJWC,, , ,,,,,,1999-10-13T10:41:42,2000-10-12T10:41:42,8,,0.0,0.0,
1065,YEONG,FMNRXE,, , ,,,,,,1999-10-13T10:41:45,2000-10-12T10:41:45,4,,0.0,0.0,
1363,KAHRMANN,TRLMJWTHGOFENF,, , ,,,,,,1999-10-13T10:41:49,2000-10-12T10:41:49,7,,0.0,0.0,
1535,ANDERSON,BPQBWNPNGSCSNR,, , ,,,,,,1999-10-13T10:41:52,2000-10-12T10:41:52,2,,0.0,0.0,
1946,VANN,WTVNFF,, , ,,,,,,1999-10-13T10:41:57,2000-10-12T10:41:57,5,,0.0,0.0,
2054,ZUCKER,BMO,, , ,,,,,,1999-10-13T10:41:58,2000-10-12T10:41:58,8,302.0,0.0,0.0,
3508,XAVIER,YRBJDZJWOHLHFN,, , ,,,,,,1999-10-13T10:42:16,2000-10-12T10:42:16,8,,0.0,0.0,
3891,QUINT,EGQFPDEWJPDW,, , ,,,,,,1999-10-13T10:42:21,2000-10-12T10:42:21,5,,0.0,0.0,
4136,BARR,RNJ,, , ,,,,,,1999-10-13T10:42:24,2000-10-12T10:42:24,5,,0.0,0.0,
4486,NELSON,UOHFSREPMWF,, , ,,,,,,1999-10-13T10:42:29,2000-10-12T10:42:29,7,,0.0,0.0,
4958,RYAN,IPFLFXXFANLTZR,, , ,,,,,,1999-10-13T10:42:35,2000-10-12T10:42:35,2,,0.0,0.0,
5138,PAYNTER,BCM,, , ,,,,,,1999-10-13T10:42:37,2000-10-12T10:42:37,4,,0.0,0.0,
5267,OLPHANT,XKQIZJVS,, , ,,,,,,1999-10-13T10:42:38,2000-10-12T10:42:38,3,,0.0,0.0,
5873,WOLFMULE,IXQBLPALXGYQFN,, , ,,,,,,1999-10-13T10:42:46,2000-10-12T10:42:46,2,,0.0,0.0,
5941,MAKAI,BEFEXJCHS,, , ,,,,,,1999-10-13T10:42:46,2000-10-12T10:42:46,9,,0.0,0.0,
5999,STEIN,ICXSDCIJTYVKPF,, , ,,,,,,1999-10-13T10:42:47,2000-10-12T10:42:47,3,,0.0,0.0,
6742,HAHN,SZB,, , ,,,,,,1999-10-13T10:42:56,2000-10-12T10:42:56,8,,0.0,0.0,
7055,INFANTE,MIKCSGRHPDDJ,, , ,,,,,,1999-10-13T10:43:00,2000-10-12T10:43:00,4,,0.0,0.0,
7497,INFANTE,PNGOX,, , ,,,,,,1999-10-13T10:43:06,2000-10-12T10:43:06,4,471.0,0.0,0.0,
7743,UNAKLET,KIHQXJSBJU,, , ,,,,,,1999-10-13T10:43:09,2000-10-12T10:43:09,7,,0.0,0.0,
7798,XAVIER,EBIRCJFNKVNXGC,, , ,,,,,,1999-10-13T10:43:09,2000-10-12T10:43:09,5,,0.0,0.0,
8160,VANN,FOASNFEJL,, , ,,,,,,1999-10-13T10:43:14,2000-10-12T10:43:14,8,199.0,0.0,0.0,
8431,GOHAN,GDZFIAHVCBYCSY,, , ,,,,,,1999-10-13T10:43:17,2000-10-12T10:43:17,8,,0.0,0.0,
8457,GOHAN,KEQDBNLX,, , ,,,,,,1999-10-13T10:43:18,2000-10-12T10:43:18,5,,0.0,0.0,
8467,QUINT,WRJ,, , ,,,,,,1999-10-13T10:43:18,2000-10-12T10:43:18,9,,0.0,0.0,
8639,GOHAN,PEXOLPG,, , ,,,,,,1999-10-13T10:43:20,2000-10-12T10:43:20,4,,0.0,0.0,
8739,CHEN,XGPCXVOBVNPB,, , ,,,,,,1999-10-13T10:43:21,2000-10-12T10:43:21,4,,0.0,0.0,
9282,ZUCKER,JKSHCVWJQQMXHQ,, , ,,,,,,1999-10-13T10:43:28,2000-10-12T10:43:28,4,425.0,0.0,0.0,
9413,ANDERSON,PCVBUQOZRUVWUW,, , ,,,,,,1999-10-13T10:43:30,2000-10-12T10:43:30,2,423.0,0.0,0.0,
