customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
5,1,ЭЛИЗАБЕТ,БРОУН,ELIZABETH.BROWN@sakila Customer.org,9,1,2006-02-14T22:04:36,2006-02-15T03:57:20
21,1,МИХЕЛЛ,КЛАРК,MIHELLE.CLARK@sakilacubiler.org,25,1,2006-02-14T22:04:36,2006-02-15T03:57:20
33,2,Анна,Айлл,АННА.ХИЛЛ@sakilacubiler.org,37,1,2006-02-14T22:04:36,2006-02-15T03:57:20
37,1,ПАМЕЛА,БЕЙКЕР,PAMELA.BAKER@sakila Customer.org,41,1,2006-02-14T22:04:36,2006-02-15T03:57:20
42,2,КАРОЛИН,ПЕРЕС,CAROLYN.PEREZ@sakila Customer.org,46,1,2006-02-14T22:04:36,2006-02-15T03:57:20
55,2,ДОРИС,РЕЗЕРВ,DORIS.REED@sakila Customer.org,59,1,2006-02-14T22:04:36,2006-02-15T03:57:20
68,1,НИКАЛ,ПЕРСОНАЛ,NICOLE.PEterSON@sakila Customer.org,72,1,2006-02-14T22:04:36,2006-02-15T03:57:20
69,2,СУДЬЯ,ГРАЙ,JUDY.GRAY@sakilacubiler.org,73,1,2006-02-14T22:04:36,2006-02-15T03:57:20
74,1,ДЕНИЗАЦИЯ,Келли,DENISE.KELLY@sakila Customer.org,78,1,2006-02-14T22:04:36,2006-02-15T03:57:20
90,2,Руби,ВАШИНГТОН,RUBY.WASHINGTON@sakila Customer.org,94,1,2006-02-14T22:04:36,2006-02-15T03:57:20
93,1,ФИЛЛИС,ФОСТЕР,PHYLLIS.FOSTER@sakila Customer.org,97,1,2006-02-14T22:04:36,2006-02-15T03:57:20
115,1,ВЕНДИ,ТРЕБУЮЩАЯСЯ РАБОТА,WENDY.HARRISON@sakila Customer.org,119,1,2006-02-14T22:04:36,2006-02-15T03:57:20
119,1,ШЕРРИ,Маршалл,SHERRY.MARSHLLL@sakila Customer.org,123,1,2006-02-14T22:04:36,2006-02-15T03:57:20
120,2,СИЛВИЯ,ОРТИС,SYLVIA.ORTIZ@sakila Customer.org,124,1,2006-02-14T22:04:36,2006-02-15T03:57:20
136,2,АНИТА,Моралы,ANITA.MORALES@sakilacubiler.org,140,1,2006-02-14T22:04:36,2006-02-15T03:57:20
152,1,АЛИСИЯ,МИЛЛИ,ALISA.MILLS@sakilacubiler.org,156,1,2006-02-14T22:04:36,2006-02-15T03:57:20
155,1,ГАЙЛ,НИЧЬ,GAIL.KNYGHT@sakilacubiler.org,159,1,2006-02-14T22:04:36,2006-02-15T03:57:20
158,1,ВЕРОНИКА,СТОН,VERONICA.STONE@sakilacubiler.org,162,1,2006-02-14T22:04:36,2006-02-15T03:57:20
162,2,ЛАУРЕН,ГУДСОН,LAUREN.HUDSON@sakila Customer.org,166,1,2006-02-14T22:04:36,2006-02-15T03:57:20
172,1,БЕРНИЦА,УИЛЛИС,BERNICE.WILLIS@sakila Customer.org,176,1,2006-02-14T22:04:36,2006-02-15T03:57:20
188,1,Мелани,АРМТРОН,MELANIE.ARMSTRONG@sakila Customer.org,192,1,2006-02-14T22:04:36,2006-02-15T03:57:20
190,2,ЙОЛАНДА,МЕНЯ,YOLANDA.WEAVER@sakila Customer.org,194,1,2006-02-14T22:04:36,2006-02-15T03:57:20
193,2,Кэти,Эллиотт,KATIE.ELLIOTT@sakila Customer.org,197,1,2006-02-14T22:04:36,2006-02-15T03:57:20
213,1,ГИНА,УИЛЬЯМСОН,GINA.WILLIAMSON@sakila Customer.org,217,1,2006-02-14T22:04:36,2006-02-15T03:57:20
