actor_id,first_name,last_name,last_update
5,Джонни,ЛОЛЛУБРИГИЯ,2006-02-15T03:34:33
6,БЕТТЕ,НИХОЛСОН,2006-02-15T03:34:33
11,ЗЕРО,СРОКИ,2006-02-15T03:34:33
12,КАРЛ,БЕРРИ,2006-02-15T03:34:33
18,ДАН,TORN,2006-02-15T03:34:33
23,САНДРА,КИЛМЕР,2006-02-15T03:34:33
28,ВУДЬЕ,Хозяин,2006-02-15T03:34:33
38,ТОМ,MCKELLEN,2006-02-15T03:34:33
42,ТОМ,МИРАНДА,2006-02-15T03:34:33
47,ЮЛИЯ,БАРРИМОР,2006-02-15T03:34:33
49,АННЕ,КРОНИН,2006-02-15T03:34:33
52,АВТОМОБИЛЬНЫЕ ТРАНСПОРТНЫЕ СРЕДСТВА,МЯСО,2006-02-15T03:34:33
54,ПЕНЕЛОП,ПИНКЕТТ,2006-02-15T03:34:33
58,ХРИСТИАНСКИЙ,АКРОИД,2006-02-15T03:34:33
60,ХЕНРИ,БЕРРИ,2006-02-15T03:34:33
65,Анхела,ГУДСОН,2006-02-15T03:34:33
66,Мэри,ТАНДИ,2006-02-15T03:34:33
68,RIP,ВИНСЛЕТ,2006-02-15T03:34:33
69,КЕННЕТ,ПОЛОЖЕНИЕ,2006-02-15T03:34:33
80,РАЛФ,КРУЗ,2006-02-15T03:34:33
85,МЕНЬШИНСТВА,ЗЕЛЬВЕГЕР,2006-02-15T03:34:33
96,ЖЕНЕ,УИЛЛИС,2006-02-15T03:34:33
99,ДЖИМ,МОСТЕЛ,2006-02-15T03:34:33
103,МАТФЕЯ,ЛЕГКО,2006-02-15T03:34:33
105,СИДНИ,РУКОВОДЯЩИЙ СТРУКТУР,2006-02-15T03:34:33
110,СУСАН,ДАВИС,2006-02-15T03:34:33
111,КАМЕРОН,ЗЕЛЬВЕГЕР,2006-02-15T03:34:33
115,ТРЕБУЮЩАЯСЯ РАБОТА,БАЛЕ,2006-02-15T03:34:33
116,ДАН,ПРЕВЫШЕНИЕ,2006-02-15T03:34:33
120,ПЕНЕЛОП,МОНРО,2006-02-15T03:34:33
124,СКАРЛЕТТ,БЕНИНГ,2006-02-15T03:34:33
127,КЕВИН,ГАРЛАНД,2006-02-15T03:34:33
137,МОРГАН,УЛИЯ,2006-02-15T03:34:33
140,ВОУПИ,Чёрт побери.,2006-02-15T03:34:33
142,ДЖАДА,RYDER,2006-02-15T03:34:33
156,ЧЕТВЕРТЫЙ,ПИТАНИЕ,2006-02-15T03:34:33
157,ГРЕТА,МАЛЬДЕН,2006-02-15T03:34:33
160,КРИС,DEPP,2006-02-15T03:34:33
171,ОЛИМПИЯ,ФЕФИЦИФЕР,2006-02-15T03:34:33
173,АЛАН,СВОБОДЫ,2006-02-15T03:34:33
182,ДЕББИ,АКРОИД,2006-02-15T03:34:33
191,ГРАФИК,ДОРОЖНОЕ ДВИЖЕНИЕ,2006-02-15T03:34:33
192,ДЖОН,СУФАРИ,2006-02-15T03:34:33
193,БЕРТ,ТЕМПЛЕ,2006-02-15T03:34:33
196,БЕЛА,ВОЛКЕН,2006-02-15T03:34:33
197,РЕС,ЗАХОД,2006-02-15T03:34:33
