member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
2474,Дорр,sleeqwlrit,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,7,,0.0,0.0,
3685,Шتاин,GTИРХЦКХВУ,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,8,,0.0,0.0,
4155,Унаклет,"Это не английский текст, и я не могу перевести его на русский язык, поскольку он состоит только из случайных букв. Пожалуйста, предоставьте мне текст для перевода.",, , ,,,,,,13.10.1999 10:42,2000-10-12 10:42:25,4,,0.0,0.0,
4282,РЭЙАН,ХВДСКУХОКХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХ,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,6,,0.0,0.0,
4289,Йонг,ВХДВЛБМЕДФКНЯ,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,5,,0.0,0.0,
4506,ХАН,"Это не текст для перевода, поэтому я не могу предоставить перевод. Пожалуйста, предоставьте мне текст для перевода, и я с радостью помогу вам.",, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,4,,0.0,0.0,
4741,Инфанте,Мксеккрмц,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,8,106.0,0.0,0.0,
5527,ОЛФАНТ,"Это не текст на английском языке, поэтому я не могу его перевести.",, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,4,,0.0,0.0,
6594,Пейнтер,УВКХИОИВ,, , ,,,,,,13.10.1999 10:42,12.10.2000 10:42,8,,0.0,0.0,
7258,Дорр,QFLGT,, , ,,,,,,13.10.1999 10:43,2000-10-12 10:43:03,6,,0.0,0.0,
7933,Чэнь,РВКЛВНВИ,, , ,,,,,,13.10.1999 10:43,12.10.2000 10:43,2,,0.0,0.0,
8110,Хавьер,ПФБЁГЙОКГВТОВУМ,, , ,,,,,,13.10.1999 10:43,12.10.2000 10:43,6,,0.0,0.0,
8452,Барр,БЦЗЧФЭИФАКЗХГХХХАЧФЭИФАКЗХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХХ,, , ,,,,,,"13.10.1999 г., 10:43",12.10.2000 10:43,5,,0.0,0.0,
8672,Нельсон,КГВХДНФОQQXJVG,, , ,,,,,,13.10.1999 10:43,12.10.2000 10:43,5,,0.0,0.0,
8715,Эфлин,"Вы хотите, чтобы я перевел этот текст?",, , ,,,,,,13.10.1999 10:43,12.10.2000 10:43,4,,0.0,0.0,
8837,Волфмюль,"Это код, который переводится как ""Yours sincerely"" на русском языке.",, , ,,,,,,13.10.1999 10:43,20.10.2000 10:43:22,2,,0.0,0.0,
9500,Джонс,Привет,, , ,,,,,,13.10.1999 10:43,2000-10-12 10:43:31,6,,0.0,0.0,
9780,Дорр,"В этом сообщении нет текста для перевода, так как оно состоит только из букв и символов, не представляющих собой понятную форму слова или предложения. Пожалуйста, предоставьте текст для перевода, и я с радостью выполню вашу просьбу.",, , ,,,,,,13.10.1999 10:43,12.10.2000 10:43,2,,0.0,0.0,
9890,Джонс,Урбно́й,, , ,,,,,,13.10.1999 10:43,12.10.2000 10:43,4,,0.0,0.0,
9927,Унаклет,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",, , ,,,,,,13.10.1999 10:43,12.10.2000 10:43,6,,0.0,0.0,
9997,Макаи,ЕФВСХОХКХИРБ,, , ,,,,,,13.10.1999 10:43,12.10.2000 10:43,3,,0.0,0.0,
