customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
7,1,МАРИЯ,МИЛЛЕР,Мария.Миллер@sakilacustomer.ру,11,1,2006-02-15 07:04:36,15.02.2006 03:57
18,2,КАРОЛ,Гарсия,Карол.Гарсия@сакилакстоммер.орг,22,1,2006-02-15 07:04:36,15.02.2006 03:57
25,1,ДЕБОРА,УОЛКЕР,ДЕБОРАХ.УОЛКЕР@sakilacustomer.ru,29,1,2006-02-15 07:04:36,15.02.2006 03:57
51,1,Алиса,Стуарт,АЛЕКСЕЙ.СТЕВАРТ@SAKILACUSTOMSERVICES.RU,55,1,2006-02-15 07:04:36,15.02.2006 03:57
88,2,БОННИ,Хьюз,BONNIE.ХЮГЕС@SAKILACUSTOMER.ORГ,92,1,2006-02-15 07:04:36,15.02.2006 03:57
93,1,Филлис,Фостер,ФИЛлис. ФОСТЕР@SakilaCustomer.com,97,1,2006-02-15 07:04:36,15.02.2006 03:57
99,2,Эмили,ДИАЗ,Эмили.Диаз@sakilacustomer.ру,103,1,2006-02-15 07:04:36,15.02.2006 03:57
101,1,Пегги,Майерс,ПЭГ.МИЭРС@сакилакустомэр.орг,105,1,2006-02-15 07:04:36,15.02.2006 03:57
104,1,Рита,Грейхэм,РИТА.ГРАХАМ@SAKILACUSTOMER.ORГ,108,1,2006-02-15 07:04:36,15.02.2006 03:57
109,2,Эдна,Запад,EDNA.WEST@sakilacustomer.ru,113,1,2006-02-15 07:04:36,15.02.2006 03:57
116,1,Виктория,ГИБSON,Виктория.Гибсон@sakilacustomer.ру,120,1,2006-02-15 07:04:36,15.02.2006 03:57
128,1,Марджори,Тукер,Марджори. Тукер@сакилакостер.орган,132,1,2006-02-15 07:04:36,15.02.2006 03:57
144,1,КЛАРА,ШЭУ,Клара.Шоу@sakilacustomer.орг,148,1,2006-02-15 07:04:36,15.02.2006 03:57
151,2,МЕГАН,Пальмер,МЕГАН. ПАЛЬМЕР@SAKILACUSTOMER.ОРГ,155,1,2006-02-15 07:04:36,15.02.2006 03:57
170,1,БЕАТРИЦЕ,Арнольд,БЕАТРИЦЕ.АРНОルド@sakilacustomer.org,174,1,2006-02-15 07:04:36,15.02.2006 03:57
173,1,АУДРИ,Рей,Аудри. Рэй@сакилаклиент. орг,177,1,2006-02-15 07:04:36,15.02.2006 03:57
216,1,НАТАЛЬЕ,Майер,НएТАЛИЕ.МЕЙЕР@сакилакстомер.орг,220,1,2006-02-15 07:04:36,15.02.2006 03:57
219,2,Вилли,ХОУэлл,ВИЛЛИ.ХОУэлл@sakilacustomer.ru,223,1,2006-02-15 07:04:36,15.02.2006 03:57
239,2,Мини,Ромеро,MINNIE.ROMERO@sakilacustomer.org,243,1,2006-02-15 07:04:36,15.02.2006 03:57
244,2,ВИОЛА,Хансен,виола.хансен@сакилаксторер.рф,248,1,2006-02-15 07:04:36,15.02.2006 03:57
245,1,КОУРТНЕЙ,День,Кортни.Дей@sakilacustomer.ру,249,1,2006-02-15 07:04:36,15.02.2006 03:57
246,1,Мариан,Мендоса,Мариан.Мендоса@sakilacustomer.ru,250,1,2006-02-15 07:04:36,15.02.2006 03:57
247,1,Стелла,Морено,СТЕЛЛА.МОРЕНО@sakilacustomer.org,251,1,2006-02-15 07:04:36,15.02.2006 03:57
253,1,Тери,Карсон,Тери.Карлсон@сакилаклиент.ру,258,1,2006-02-15 07:04:36,15.02.2006 03:57
264,1,Гвиндолин,Мэй,ГВЕНДОЛИНА.МАЙ@САКИЛАКУСТОМЕР.ОРГ,269,1,2006-02-15 07:04:36,15.02.2006 03:57
292,2,Мисти,Ламберт,Мисти.Ламберт@sakilacustomer.org,297,1,2006-02-15 05:04:37,15.02.2006 03:57
299,2,Джеймс,Гэннон,Джеймс. Гэннон,304,1,2006-02-15 05:04:37,15.02.2006 03:57
307,2,ИОССЕП,Радость,Joseph.Joy@sakilacustomer.org,312,1,2006-02-15 05:04:37,15.02.2006 03:57
335,1,Грегори,Мауладин,Грегори. Маулдин@sakilacustomer.орг,340,1,2006-02-15 05:04:37,15.02.2006 03:57
352,1,Альберт,Кроус,Альберт.Крузе@сакилакстомер.орг,357,1,2006-02-15 05:04:37,15.02.2006 03:57
356,2,Жерар,Фульц,GERALD.FULTZ@sakilacustomer.org,361,1,2006-02-15 05:04:37,15.02.2006 03:57
375,2,Аарон,Селби,Аарон.Селби@сакилакстеммер.орг,380,1,2006-02-15 05:04:37,15.02.2006 03:57
382,2,Виктор,Баркли,Виктор.Баркλεϊ@сакилакустомер.рф,387,1,2006-02-15 05:04:37,15.02.2006 03:57
