actor_id,first_name,last_name,last_update
3,ЭД,ЧЕЗ,15.02.2006 03:34
4,ДЖЕННИФЕР,ДЕВИС,15.02.2006 03:34
6,БЕТТЕ,Никсон,15.02.2006 03:34
7,ГРАСЕ,Мостель,15.02.2006 03:34
11,нуль,Клетка,15.02.2006 03:34
17,Елена,Вайт,15.02.2006 03:34
19,Боб,Фацетт,15.02.2006 03:34
22,ЭЛВИС,Маркс,15.02.2006 03:34
26,"Пожалуйста, уточните, о каком тексте идет речь? Мне нужно знать контекст, чтобы выполнить вашу просьбу.",КРАФТ,15.02.2006 03:34
31,Сисси,Собески,15.02.2006 03:34
32,ТИМ,Хакман,15.02.2006 03:34
40,Джонни,Клетка,15.02.2006 03:34
41,Жоди,Дегенерасы,15.02.2006 03:34
43,КИК,Жовович,15.02.2006 03:34
44,Ник,Сталлон,15.02.2006 03:34
45,РЕЕС,КИЛМЕР,15.02.2006 03:34
53,МЕНА,Храм,15.02.2006 03:34
57,Юда,КРУИЗ,15.02.2006 03:34
64,Рей,Йоханссон,15.02.2006 03:34
67,ДЖЕСИКА,БЕЙЛИ,15.02.2006 03:34
71,Адам,ГРАНТ,15.02.2006 03:34
73,ГАРРИ,ПЕНН,15.02.2006 03:34
83,БЕН,Уиллис,15.02.2006 03:34
93,ЕЛЕНА,ПРЕСЛЕЙ,15.02.2006 03:34
95,ДАРЬЯЛ,Валберг,15.02.2006 03:34
99,Джим,Мостель,15.02.2006 03:34
100,Спенсер,Дипп,15.02.2006 03:34
101,СЮЗАННА,ДЕВИС,15.02.2006 03:34
102,Уолтер,Торн,15.02.2006 03:34
103,Мэттью,ЛЕЙГ,15.02.2006 03:34
104,ПЕНЕЛОПА,хронин,15.02.2006 03:34
107,Гина,Дегенерасы,15.02.2006 03:34
108,УОРрен,Нолте,15.02.2006 03:34
116,Дэн,Стрип,15.02.2006 03:34
120,ПЕНЕЛОПА,Монро,15.02.2006 03:34
121,Лиза,БЕРГМАН,15.02.2006 03:34
123,Юлианна,ДЕНЧ,15.02.2006 03:34
126,Франс,Томэй,15.02.2006 03:34
135,Рита,Рэйнвуд,15.02.2006 03:34
139,Ива́н,Доброго,15.02.2006 03:34
141,Кейт,Харрис,15.02.2006 03:34
143,Река,ДЕН,15.02.2006 03:34
146,Альберт,Йоханссон,15.02.2006 03:34
147,Фэй,Уинслет,15.02.2006 03:34
150,Джейн,Нолте,15.02.2006 03:34
153,Мини,КИЛМЕР,15.02.2006 03:34
155,ЯН,Тэнди,15.02.2006 03:34
161,Гарви,Надежда,15.02.2006 03:34
166,Ник,Дегенерасы,15.02.2006 03:34
168,Да́лни,ВИЛСон,15.02.2006 03:34
171,Олимпия,ПФИФЕР,15.02.2006 03:34
173,ЭЛАН,Дрейфусс,15.02.2006 03:34
176,ИОН,ЧЕЗ,15.02.2006 03:34
183,РЮЦЕЛЬ,"Да, я готова переводить только текст без каких-либо дополнительных комментариев или объяснений. Пожалуйста, предоставьте мне текст для перевода.",15.02.2006 03:34
185,Майкл,Болгер,15.02.2006 03:34
186,Юлия,Цельвегер,15.02.2006 03:34
187,РЕНЕ,Мяч,15.02.2006 03:34
188,рока,Дукакис,15.02.2006 03:34
190,АУДРИ,БЕЙЛИ,15.02.2006 03:34
195,Джейн,Сильверстоун,15.02.2006 03:34
196,БЕЛА,Уолкен,15.02.2006 03:34
197,РЕЕС,Запад,15.02.2006 03:34
198,МЭРИ,Кейтел,15.02.2006 03:34
