address_id,address,address2,district,city_id,postal_code,phone,last_update
1,47 MySakila Drive,,Альберта,300,,,2006-02-15T03:45:30
3,23 &lt; &lt; Лейн &gt; &gt;,,Альберта,300,,14033335568.0,2006-02-15T03:45:30
14,1531 Sal Drive,,Эсфахан,162,53628.0,648856936185.0,2006-02-15T03:45:30
25,262 A Коруа (Ла Коруа) Парквей,,Дакка,525,34418.0,892775750063.0,2006-02-15T03:45:30
34,1668 улица Анполис,,Тайбэй,316,50199.0,525255540978.0,2006-02-15T03:45:30
49,1718 Улица Валенсия,,Антофагаста,27,37359.0,675292816413.0,2006-02-15T03:45:30
72,57 Арлингтонское поместье,,Мадхья Прадеш,475,48960.0,990214419142.0,2006-02-15T03:45:30
73,1031 Даугавпилс Парквэй,,Bchar,63,59025.0,107137400143.0,2006-02-15T03:45:30
74,1124 Buenaventura Drive,,Мекка,13,6856.0,407733804223.0,2006-02-15T03:45:30
86,927 Бехаист Бланка Парквей,,Крим,479,9495.0,821972242086.0,2006-02-15T03:45:30
88,125 Бульвар &lt; &lt; Цитт дель Ватикано &gt; &gt;,,Пуэбла,40,67912.0,48417642933.0,2006-02-15T03:45:30
101,1599 Plock Drive,,Тете,534,71986.0,817248913162.0,2006-02-15T03:45:30
105,733 Мандалуйонг Площадь,,Асир,2,77459.0,196568435814.0,2006-02-15T03:45:30
114,804 Elista Drive,,Хабэй,159,61069.0,379804592943.0,2006-02-15T03:45:30
132,1050 Garden Grove Avenue,,Шласки,236,4999.0,973047364353.0,2006-02-15T03:45:30
136,898 Поместье Бельма,,Свободное государство,87,49757.0,707169393853.0,2006-02-15T03:45:30
142,1587 Sullana Lane,,Внутренняя Монголия,207,85769.0,468060467018.0,2006-02-15T03:45:30
148,1027 поместье Сонгхла,,Минск,340,30861.0,563660187896.0,2006-02-15T03:45:30
153,782 улица Мосул,,Массачусетс,94,25545.0,885899703621.0,2006-02-15T03:45:30
158,798 &lt; &lt; Сианюр авеню &gt; &gt;,,Шанкси,590,76990.0,499408708580.0,2006-02-15T03:45:30
163,1440 Комптон Площадь,,Северная Австрия,307,81037.0,931059836497.0,2006-02-15T03:45:30
166,1740 Le Mans Loop,,Платежи за обучение в Луаре,297,22853.0,168476538960.0,2006-02-15T03:45:30
169,154 Tallahassee Loop,,Синьсян,199,62250.0,935508855935.0,2006-02-15T03:45:30
170,710 Сан Фелипе дель Прогресо Авеню,,Лилонгве,304,76901.0,843801144113.0,2006-02-15T03:45:30
171,"&lt; &lt; Вроклоу Драйв &gt; &gt; , 1540",,Махараштра,107,62686.0,182363341674.0,2006-02-15T03:45:30
181,146 Йоханнесбургский путь,,Тамаулипас,330,54132.0,953689007081.0,2006-02-15T03:45:30
195,1077 Сан-Фелипе де Пуэрто-Плата Плейс,,Ростов-на-Дону,369,65387.0,812824036424.0,2006-02-15T03:45:30
200,1074 поместье Бинчжоу,,Баден-Вртемберг,325,36490.0,331132568928.0,2006-02-15T03:45:30
238,346 Skickda Parkway,,Хавалли,233,90628.0,630424482919.0,2006-02-15T03:45:30
241,647 А Коруа (Ла Коруа) улица,,Холланам,357,36971.0,792557457753.0,2006-02-15T03:45:30
252,1309 Улица Вейфан,,Флорида,520,57338.0,435785045362.0,2006-02-15T03:45:30
253,1760 Поместье Ошава,,Тяньцзин,535,38140.0,56257502250.0,2006-02-15T03:45:30
262,771 Яундское поместье,,Софала,64,86768.0,245477603573.0,2006-02-15T03:45:30
293,86 &lt; &lt; Хигашиосака &gt; &gt;,,Гуанахуато,563,33768.0,957128697225.0,2006-02-15T03:45:30
326,470 Боксбургская улица,,Центральный,81,97960.0,908029859266.0,2006-02-15T03:45:30
342,124 &lt; &lt; Аль-Манамский путь &gt; &gt;,,Хиросима,382,52368.0,647899404952.0,2006-02-15T03:45:30
345,68 Ponce Parkway,,Ханой,201,85926.0,870635127812.0,2006-02-15T03:45:30
349,1516 Эскобар Драйв,,Тонгатапу,370,46069.0,64536069371.0,2006-02-15T03:45:30
350,1628 Нагареяма Лейн,,Центральный,453,60079.0,20064292617.0,2006-02-15T03:45:30
352,1673 Tangail Drive,,Даугавпилс,137,26857.0,627924259271.0,2006-02-15T03:45:30
375,1049 Матаморос Парквэй,,Карнатака,191,69640.0,960505250340.0,2006-02-15T03:45:30
410,88 Нагаонское поместье,,Буэнос-Айрес,524,86868.0,779461480495.0,2006-02-15T03:45:30
415,432 улица Гард-Гроув,,Онтарио,430,65630.0,615964523510.0,2006-02-15T03:45:30
439,1351 Aparecida de Goinia Parkway,,Северный Минданао,391,41775.0,959834530529.0,2006-02-15T03:45:30
