member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,photograph,issue_dt,expr_dt,region_no,corp_no,prev_balance,curr_balance,member_code
422,FLORINI,BJQZ,, , ,,,,,,1999-10-13T10:41:38,2000-10-12T10:41:38,5,,0.0,0.0,
717,OLPHANT,BVOLMYWEHO,, , ,,,,,,1999-10-13T10:41:41,2000-10-12T10:41:41,4,,0.0,0.0,
849,QUINT,YKKQREGQM,, , ,,,,,,1999-10-13T10:41:43,2000-10-12T10:41:43,5,,0.0,0.0,
1006,RYAN,MRHSYBXRKDIVXL,, , ,,,,,,1999-10-13T10:41:45,2000-10-12T10:41:45,9,,0.0,0.0,
1411,GOHAN,SFYQVSTSYPSMEU,, , ,,,,,,1999-10-13T10:41:50,2000-10-12T10:41:50,9,,0.0,0.0,
1508,ZUCKER,ITGDVLNSQGGBRX,, , ,,,,,,1999-10-13T10:41:51,2000-10-12T10:41:51,7,433.0,0.0,0.0,
2504,HAHN,BVYDNMSIND,, , ,,,,,,1999-10-13T10:42:04,2000-10-12T10:42:04,6,380.0,0.0,0.0,
2840,FLORINI,UCHIJ,, , ,,,,,,1999-10-13T10:42:08,2000-10-12T10:42:08,5,,0.0,0.0,
3287,KAHRMANN,UVXCSLQPRMIKKL,, , ,,,,,,1999-10-13T10:42:14,2000-10-12T10:42:14,8,,0.0,0.0,
3728,JONES,BYJE,, , ,,,,,,1999-10-13T10:42:19,2000-10-12T10:42:19,8,,0.0,0.0,
4403,INFANTE,HHFRLSXXFIVSPR,, , ,,,,,,1999-10-13T10:42:28,2000-10-12T10:42:28,2,,0.0,0.0,
4565,OLPHANT,WDQUTGFHGEWVYK,, , ,,,,,,1999-10-13T10:42:30,2000-10-12T10:42:30,5,,0.0,0.0,
4816,FLORINI,TLZJGVHSCQ,, , ,,,,,,1999-10-13T10:42:33,2000-10-12T10:42:33,4,,0.0,0.0,
5757,KAHRMANN,QYGPZ,, , ,,,,,,1999-10-13T10:42:44,2000-10-12T10:42:44,8,,0.0,0.0,
6048,PAYNTER,LWCPMXL,, , ,,,,,,1999-10-13T10:42:48,2000-10-12T10:42:48,7,,0.0,0.0,
6340,VANN,BDFDEBZXDQXDMX,, , ,,,,,,1999-10-13T10:42:51,2000-10-12T10:42:51,5,486.0,0.0,0.0,
6382,LING,SMREVDJCSXLRQL,, , ,,,,,,1999-10-13T10:42:52,2000-10-12T10:42:52,8,,0.0,0.0,
6554,BARR,TEFIHJSOLR,, , ,,,,,,1999-10-13T10:42:54,2000-10-12T10:42:54,9,,0.0,0.0,
6828,PAYNTER,PFGHTC,, , ,,,,,,1999-10-13T10:42:57,2000-10-12T10:42:57,3,,0.0,0.0,
6909,STEIN,NCF,, , ,,,,,,1999-10-13T10:42:58,2000-10-12T10:42:58,5,,0.0,0.0,
6912,VANN,EIRFFSNLQ,, , ,,,,,,1999-10-13T10:42:58,2000-10-12T10:42:58,4,,0.0,0.0,
8824,JONES,SDBF,, , ,,,,,,1999-10-13T10:43:22,2000-10-12T10:43:22,6,,0.0,0.0,
9185,GOHAN,MTDKPVDMQ,, , ,,,,,,1999-10-13T10:43:27,2000-10-12T10:43:27,9,,0.0,0.0,
9486,VANN,IWUWGUOEXQDUI,, , ,,,,,,1999-10-13T10:43:30,2000-10-12T10:43:30,8,,0.0,0.0,
